Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5
0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,1,1,0,1,0,1,1
2,1,1,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,1,1,0
4,0,1,0,0,0,0,0,0,0,0
5,0,1,0,1,0,1,0,0,1,0
6,0,0,1,0,0,0,0,0,0,0
7,0,1,0,0,1,0,0,0,0,0
8,0,1,0,0,1,0,0,0,0,0
9,1,1,1,1,1,0,0,0,0,0
10,0,1,0,0,0,0,0,1,0,0
11,0,0,0,1,0,0,0,0,0,0
12,1,0,0,0,0,0,0,0,0,0
13,0,1,0,0,1,0,0,0,0,0
14,0,0,0,1,0,0,0,0,1,1
15,0,0,0,1,1,0,0,0,1,0
16,0,1,1,0,0,1,0,0,1,0
17,1,0,0,0,0,0,0,0,0,0
18,0,0,0,1,1,0,0,0,0,0
19,0,1,0,0,0,0,0,0,0,0
20,0,1,0,0,0,0,0,0,0,0
21,0,1,0,0,0,1,0,0,1,0
22,1,1,0,0,0,0,0,0,0,0
23,1,0,0,0,0,0,0,0,0,1
24,1,0,0,1,0,1,0,0,0,0
25,1,1,0,0,0,0,0,0,0,0
26,0,0,0,0,1,0,0,0,1,1
27,1,0,0,0,0,0,0,0,0,0
28,0,0,0,1,0,0,0,0,0,0
29,1,0,0,0,0,0,1,0,0,0
30,0,1,0,1,1,0,0,0,0,0
31,1,1,0,0,0,0,0,0,0,0
32,0,1,1,0,0,1,0,0,1,0
33,0,1,1,1,0,0,0,0,0,0
34,1,0,0,0,0,0,1,1,0,0
35,0,1,1,0,0,0,0,0,0,0
36,0,0,1,0,0,0,0,0,0,0
37,1,0,0,0,0,0,0,0,0,0
38,0,0,1,0,0,0,0,0,0,0
39,1,0,0,0,0,1,0,1,0,0
40,1,1,1,0,0,0,0,0,0,0
41,1,0,0,0,0,0,0,0,1,1
42,0,0,1,0,0,0,1,1,0,0
43,0,1,1,0,0,0,0,0,1,1
44,0,0,0,0,1,1,1,1,1,0
45,0,0,1,0,0,0,1,1,1,1
46,0,0,0,0,1,0,1,1,1,1
47,1,0,0,0,0,0,0,0,0,0
48,1,0,0,0,0,1,1,0,0,0
49,0,0,0,0,1,0,0,0,0,0
50,0,0,0,1,0,0,0,1,0,0
51,1,1,0,0,0,0,1,1,1,0
52,0,0,0,1,0,0,0,0,0,1
53,0,0,0,0,1,1,0,0,1,0
54,0,0,0,0,1,0,0,0,1,0
55,0,1,0,0,0,0,0,0,0,0
56,0,0,0,1,1,0,0,0,1,1
57,0,1,0,0,0,0,0,0,0,0
58,1,0,0,0,0,0,0,0,0,0
59,0,0,1,0,1,0,0,0,0,0
60,1,0,0,1,0,0,0,0,0,0
61,0,0,1,0,0,0,0,0,0,0
62,0,1,1,1,1,0,0,0,0,0
63,0,1,0,1,0,0,0,0,0,0
64,0,0,0,1,0,0,1,0,1,0
65,0,1,0,0,0,0,0,0,0,0
66,0,0,1,0,1,1,0,0,1,1
67,0,1,0,0,0,0,0,0,0,0
68,0,1,0,0,0,0,0,0,0,0
69,0,0,1,1,0,0,0,0,0,0
70,0,0,1,0,0,0,0,0,0,0
71,1,0,0,0,0,0,0,0,0,0
72,1,0,1,0,0,0,1,0,0,0
73,0,1,0,1,0,0,0,1,0,0
74,0,0,0,1,1,1,1,1,1,0
75,0,0,1,0,0,0,0,0,0,0
76,0,1,0,1,0,0,0,0,0,0
77,1,1,0,0,0,0,0,0,0,0
78,0,1,1,1,0,0,1,0,0,0
79,0,0,1,0,0,0,0,0,1,0
80,0,0,0,0,1,0,0,0,0,0
81,0,0,1,0,0,0,0,0,0,0
82,0,0,1,0,0,1,0,0,1,0
83,0,0,0,0,1,0,0,0,0,0
84,0,1,0,0,1,0,0,0,0,0
85,0,1,0,1,0,0,0,0,0,0
86,0,0,0,1,0,0,0,0,0,0
87,0,0,0,0,1,0,0,0,0,0
88,0,0,0,0,1,0,0,0,0,0
89,1,0,0,0,0,0,0,0,0,1
90,0,1,0,0,1,0,0,0,0,0
91,0,1,0,0,0,0,0,0,0,0
92,0,0,1,0,1,1,0,0,0,0
93,0,0,1,0,0,0,0,0,0,0
94,0,0,1,0,0,0,0,0,0,0
95,1,0,0,1,0,0,0,0,0,0
96,1,0,0,0,0,0,0,0,0,0
97,1,0,0,1,0,0,0,0,0,0
98,0,1,0,0,0,0,0,0,0,0
99,0,0,1,1,1,0,0,0,0,0
100,0,1,1,0,0,0,1,1,0,1
101,1,1,1,0,0,1,0,0,0,1
102,1,1,0,0,0,0,0,0,1,1
103,1,1,0,0,1,0,0,0,0,0
104,1,0,1,0,0,0,0,0,1,0
105,1,0,0,1,0,1,0,1,0,0
106,1,0,1,1,0,0,0,0,0,0
107,1,0,1,1,0,0,0,1,1,0
108,0,0,1,1,0,0,0,1,1,0
109,0,0,0,1,0,1,0,0,0,1
110,0,0,1,0,0,0,0,0,0,0
111,0,0,0,1,1,0,0,0,0,0
112,0,1,0,0,0,0,0,0,0,0
113,0,1,0,0,0,0,0,0,0,0
114,0,1,0,1,0,0,0,0,0,0
115,1,0,0,0,0,0,0,0,0,0
116,0,0,0,1,0,0,0,0,0,0
117,1,0,1,0,0,0,0,0,0,0
118,0,1,0,1,0,0,0,0,0,0
119,0,1,0,0,0,0,0,0,0,0
120,0,1,0,1,0,0,0,0,0,0
121,0,1,0,0,0,1,0,0,0,1
122,0,1,0,0,0,0,0,0,1,0
123,0,1,0,0,0,0,1,1,0,0
124,0,0,0,1,0,1,0,0,1,0
125,0,1,1,0,0,1,0,0,1,0
126,0,0,1,0,0,0,0,0,0,0
127,0,1,0,0,0,0,0,0,0,0
128,0,0,1,0,0,0,0,0,0,0
129,0,0,0,0,1,0,0,0,0,0
130,1,1,0,0,0,0,0,0,0,0
131,0,0,1,0,0,0,0,0,0,0
132,1,0,1,0,1,0,0,0,0,0
133,0,1,0,0,0,0,0,1,0,0
134,1,1,1,0,0,0,0,1,0,0
135,1,1,0,0,0,0,0,1,1,0
136,0,0,1,0,0,0,0,0,0,1
137,1,1,0,1,1,0,0,0,0,0
138,1,0,0,1,0,0,0,0,0,0
139,0,0,0,1,0,0,0,0,0,0
140,0,0,0,0,1,0,0,0,0,0
141,0,0,0,0,1,0,0,0,0,1
142,1,0,1,0,0,0,0,0,0,0
143,0,1,0,1,1,0,0,0,0,0
144,0,1,0,0,0,0,0,0,0,0
