Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5
76,0,0,0,1,0,0,0,0,0,0
77,1,1,0,0,0,0,0,0,0,0
78,0,0,0,0,1,0,0,1,0,0
79,1,0,0,0,0,0,0,0,0,0
80,1,0,1,0,1,0,0,0,0,0
81,1,0,0,1,1,0,0,0,1,0
82,1,1,1,0,0,0,0,0,0,0
83,1,1,0,0,1,0,1,1,1,0
84,0,0,1,0,0,0,1,0,1,0
85,1,0,0,0,0,0,0,0,0,0
86,0,0,1,1,0,1,0,0,0,0
87,1,1,0,0,0,1,0,0,0,0
88,0,1,0,0,0,0,1,1,0,0
89,0,1,0,0,0,0,0,0,1,0
90,0,1,0,0,1,0,0,0,0,0
91,1,0,0,0,0,0,0,0,0,0
92,1,1,1,1,0,0,0,0,0,0
93,1,0,1,0,0,0,0,0,0,0
94,1,1,1,0,0,1,1,1,1,0
95,0,0,1,0,0,0,1,1,0,1
96,0,1,0,0,0,0,0,0,0,0
97,0,0,1,0,1,1,0,1,0,0
98,0,1,0,0,1,0,0,0,0,1
99,0,1,1,1,0,0,0,1,0,0
100,1,0,0,1,0,0,0,0,0,0
101,0,0,0,1,0,0,0,0,0,0
102,0,0,1,0,0,0,0,0,0,0
103,1,0,0,0,0,0,0,0,0,0
104,0,1,0,0,0,0,0,0,0,0
105,1,0,1,1,0,1,0,1,0,0
106,0,0,1,0,0,0,0,0,1,0
107,1,0,0,0,0,0,0,1,0,0
108,0,1,1,0,0,1,1,0,1,1
109,0,0,0,1,0,0,0,0,0,0
110,0,0,0,1,0,1,0,0,0,0
111,0,0,0,1,0,0,0,0,1,0
112,1,0,0,0,1,0,0,0,1,0
113,1,0,0,0,0,0,0,0,0,0
114,1,0,1,1,0,0,0,0,0,0
115,0,0,1,0,0,0,0,0,0,0
116,0,0,1,0,0,0,0,1,0,0
117,0,1,0,0,0,0,0,0,0,0
118,0,0,0,0,1,0,0,0,0,0
119,0,1,1,0,0,0,0,0,0,0
120,0,1,1,1,0,1,0,0,0,0
121,0,1,0,0,0,0,0,0,0,0
122,1,1,0,0,1,0,0,0,0,0
123,1,1,0,0,0,0,0,0,0,1
124,1,0,0,0,0,0,0,0,0,0
125,1,0,0,0,0,0,0,0,0,0
126,1,0,1,0,1,0,0,0,0,0
127,0,0,0,0,1,0,0,0,0,1
128,1,1,0,0,1,0,0,0,0,0
129,0,1,0,0,0,0,0,0,0,0
130,0,0,0,1,1,0,0,1,0,0
131,0,0,1,0,0,0,0,0,0,0
132,0,0,1,0,0,0,0,0,0,0
133,1,1,0,0,0,0,0,0,0,0
134,0,1,0,0,1,0,0,0,0,0
135,1,1,0,0,0,0,0,0,0,0
136,0,0,0,0,1,1,1,0,0,0
137,0,1,0,0,1,0,0,0,0,0
138,0,1,1,0,0,0,0,0,0,0
139,1,0,0,1,0,0,0,0,0,1
140,0,1,0,1,0,0,0,0,0,0
141,1,1,0,0,0,0,0,0,0,0
142,0,0,0,1,0,0,0,0,0,0
143,0,0,1,1,0,1,1,1,0,0
144,0,0,1,0,0,0,0,0,0,1
145,0,0,0,1,0,0,1,0,1,1
146,0,0,0,0,1,0,0,1,0,0
147,0,1,1,1,1,0,0,0,0,0
148,0,0,1,0,1,0,1,0,1,0
149,0,1,0,1,0,0,0,0,0,0
150,1,0,0,0,0,0,0,0,1,1
151,0,0,0,0,1,0,0,0,0,0
152,1,0,0,0,1,0,0,0,0,0
153,0,0,0,0,1,0,0,0,1,0
154,0,0,0,0,1,1,0,0,0,1
155,0,0,0,0,1,0,0,0,0,1
156,0,0,0,1,0,0,0,0,0,0
157,0,1,0,1,1,0,0,0,1,0
158,0,0,1,0,1,0,0,1,0,0
159,1,1,0,0,1,0,0,0,0,0
160,0,0,1,0,1,0,0,0,1,1
161,1,0,1,0,0,0,0,0,0,1
162,0,1,0,0,0,0,0,0,0,0
163,1,1,0,0,1,0,0,0,0,0
164,0,0,0,1,0,0,0,0,0,0
165,0,0,1,0,0,0,0,0,0,0
166,1,0,1,0,0,0,0,0,0,0
167,1,0,0,1,1,0,0,1,0,1
168,1,0,0,0,0,0,1,0,0,0
169,0,0,0,0,1,0,0,0,0,0
170,1,0,0,0,0,0,0,0,0,1
171,1,0,0,0,0,0,0,0,0,0
172,1,0,0,0,0,0,0,0,0,0
173,0,0,0,0,1,0,0,0,0,0
174,1,0,1,0,0,0,0,0,0,0
175,1,1,0,0,0,0,0,0,0,0
176,0,0,0,1,1,0,0,0,0,0
177,0,1,0,0,0,0,0,0,0,0
178,0,0,0,1,1,0,0,0,0,0
179,0,0,0,0,1,0,0,0,0,0
180,0,1,0,0,1,1,0,1,0,1
181,0,0,0,1,0,0,0,0,0,0
182,0,0,0,0,1,0,0,0,0,0
183,0,1,0,0,0,0,0,0,0,0
184,1,0,0,1,1,0,0,0,0,0
185,1,1,1,0,0,0,0,0,0,0
186,1,0,0,1,0,0,1,1,0,0
187,0,1,0,0,0,0,1,0,0,0
188,0,1,0,0,0,0,0,0,0,0
189,0,1,0,0,0,0,0,1,1,0
190,1,1,1,0,0,0,0,0,0,0
191,0,0,1,1,0,0,1,0,1,0
192,0,0,0,1,0,0,0,1,1,1
193,1,0,0,1,1,0,0,1,0,0
194,1,1,0,1,0,1,0,1,0,0
195,0,0,0,1,0,0,0,0,0,0
196,0,0,0,1,0,0,0,0,0,0
197,0,0,1,1,1,0,0,0,1,0
198,0,1,1,1,0,0,1,1,0,0
199,0,1,0,0,0,0,0,0,0,1
