Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,best_mate_6,best_mate_7,best_mate_8,best_mate_9,best_mate_10,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5,worst_mate_6,worst_mate_7,worst_mate_8,worst_mate_9,worst_mate_10
0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1
1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1
2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1
3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
4,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0
5,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1
6,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
7,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0
8,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
10,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
11,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1
12,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
13,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
14,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
15,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
16,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
17,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
18,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0
19,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
20,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1
21,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
22,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
23,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1
24,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
26,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0
27,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1
28,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1
29,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1
30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
31,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
32,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0
33,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
34,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0
37,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
38,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
39,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
41,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
44,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
45,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
46,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
47,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
48,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
50,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0
51,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
52,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
53,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
54,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1
55,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
56,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1
57,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
58,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0
59,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
60,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0
61,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1
62,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0
63,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1
64,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0
65,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
66,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
67,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0
68,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
70,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0
71,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0
72,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0
73,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
74,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0
75,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
76,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0
77,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
80,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0
82,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
83,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
84,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
86,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0
87,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0
88,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0
89,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
90,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
91,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1
