Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5
0,0,1,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0
3,0,0,0,0,1,0,0,0,0,0
4,0,0,1,0,0,1,0,1,0,1
5,1,1,0,0,1,0,0,0,0,0
6,1,0,1,0,0,0,0,0,0,0
7,1,0,0,0,1,0,0,0,0,0
8,0,1,0,1,1,0,0,0,0,0
9,1,0,1,0,0,0,0,0,0,1
10,0,0,1,0,0,1,0,0,0,1
11,0,0,0,0,1,0,0,0,0,0
12,1,0,0,0,0,0,0,0,0,0
13,0,1,1,0,0,0,0,0,0,0
14,1,0,0,0,1,0,0,0,0,0
15,0,1,1,0,0,0,0,0,0,0
16,0,1,1,0,0,0,0,1,0,0
17,1,1,1,0,1,0,0,0,0,0
18,0,0,1,0,0,0,1,1,0,0
19,1,0,0,1,0,1,0,0,0,0
20,0,0,1,1,0,0,0,0,0,0
21,0,1,1,0,0,0,0,0,0,0
22,0,0,1,0,0,0,0,0,0,0
23,0,1,0,0,0,0,1,0,1,0
24,0,0,1,1,0,0,0,0,0,0
25,1,0,0,0,0,0,0,0,0,0
26,0,1,1,0,0,0,0,0,0,0
27,1,0,0,0,0,0,0,0,0,0
28,0,0,1,0,0,0,0,0,0,0
29,1,0,0,0,0,0,0,1,0,0
30,0,1,0,0,0,0,0,0,0,0
31,0,0,0,0,1,0,0,1,1,1
32,0,1,0,0,0,0,0,0,0,0
33,0,1,0,0,0,0,0,0,0,0
34,0,0,1,0,1,0,0,0,0,0
35,1,0,0,0,0,0,0,0,0,0
36,1,0,0,0,0,0,0,0,0,0
37,1,0,0,0,0,0,0,0,1,0
38,0,1,0,0,0,0,0,0,0,0
39,0,0,1,0,0,0,0,0,0,0
40,0,0,0,0,1,0,0,0,0,0
41,0,0,0,1,1,0,0,0,0,0
42,0,0,0,0,1,0,1,0,0,1
43,0,0,1,1,0,1,0,1,0,1
44,0,0,0,1,0,1,0,0,1,0
45,1,0,0,0,0,0,0,0,0,1
46,1,0,0,1,0,0,1,0,0,0
47,0,0,0,1,0,0,0,1,0,0
48,1,0,0,0,0,0,1,0,0,0
49,1,0,0,0,0,1,0,0,0,0
50,0,1,0,0,0,0,0,0,1,0
51,0,0,0,0,1,0,0,0,0,0
52,0,0,0,1,0,0,0,0,0,0
53,0,0,1,1,1,0,0,0,0,0
54,0,0,0,1,0,0,0,0,1,0
55,0,0,1,0,0,0,0,0,0,0
56,0,0,0,1,0,0,0,0,0,0
57,0,1,1,0,0,0,0,0,0,0
58,0,0,0,1,0,0,0,0,0,0
59,0,1,1,0,0,0,0,0,0,0
60,0,0,1,0,0,0,0,0,1,0
61,0,0,1,0,0,0,0,0,0,0
62,1,0,1,0,0,0,1,1,0,0
63,0,0,1,0,0,0,0,0,0,0
64,0,0,1,0,0,0,0,0,0,0
65,0,0,1,0,0,0,1,0,0,0
66,1,0,0,0,0,0,0,0,0,0
67,0,0,1,0,0,0,1,1,0,1
68,0,1,1,0,0,0,0,0,0,0
69,1,0,0,0,0,0,1,1,1,0
70,1,0,0,0,0,1,0,0,0,0
71,0,0,1,0,0,0,0,0,0,0
72,0,0,0,1,0,0,0,0,0,0
73,0,0,0,0,1,0,0,0,0,0
74,0,1,0,1,0,0,0,0,1,0
75,1,0,0,0,0,0,0,0,1,0
76,0,0,0,1,0,0,0,0,0,0
77,0,0,0,1,0,0,0,0,0,0
78,0,0,1,1,0,0,0,0,0,0
79,1,0,0,0,0,0,0,0,0,0
80,0,0,1,0,0,0,0,0,0,0
81,0,0,0,1,0,0,0,0,0,0
82,1,0,0,0,0,0,0,0,1,0
83,0,0,1,0,0,1,1,0,1,1
84,1,0,0,0,0,0,0,0,0,0
85,1,0,0,1,0,0,0,0,0,0
86,0,0,1,0,1,0,0,0,0,1
87,0,0,1,0,1,0,0,0,0,0
88,0,0,0,0,1,0,1,1,0,1
89,0,0,1,0,1,0,0,0,0,0
90,0,0,0,0,1,1,0,0,0,1
91,0,1,1,1,0,0,0,0,0,0
92,0,1,0,0,0,0,0,0,1,1
93,0,0,0,0,1,0,1,0,0,0
94,0,0,1,1,0,1,0,1,1,1
95,0,0,1,1,0,0,0,1,1,0
96,1,0,0,0,0,0,0,0,0,0
97,1,1,1,0,1,0,0,0,0,0
98,0,1,0,0,0,0,1,0,0,1
99,0,1,0,0,0,0,0,1,0,0
100,0,0,0,1,1,0,1,0,0,0
101,0,0,0,1,0,0,0,0,0,0
102,0,0,0,1,0,0,0,0,0,0
103,1,0,0,1,0,0,0,0,0,0
104,0,0,0,1,1,0,0,0,0,0
105,0,1,0,0,0,0,0,0,0,0
106,0,1,0,0,0,0,0,0,0,0
107,1,0,0,0,0,0,0,0,0,0
108,1,0,0,1,0,0,0,0,1,0
109,1,0,0,0,0,0,0,0,0,0
110,0,0,1,0,0,0,0,0,0,0
111,1,1,1,1,0,0,0,0,0,0
112,1,0,0,0,0,0,0,0,0,1
113,1,1,0,1,0,0,0,0,0,0
114,0,1,0,1,0,0,0,0,0,0
115,1,0,0,0,0,0,0,0,0,0
116,0,0,1,0,0,0,0,0,0,0
117,0,1,1,1,0,0,0,0,0,0
118,0,1,0,0,0,0,0,0,0,0
119,0,0,0,1,0,0,0,0,0,0
120,1,0,1,0,0,0,0,0,0,0
121,0,0,0,0,1,0,0,0,0,0
122,0,1,0,0,0,0,0,1,0,0
123,0,1,0,0,0,0,0,0,0,0
124,0,0,0,0,1,0,0,0,0,0
125,0,1,0,0,0,0,0,0,0,0
126,0,0,0,1,0,0,0,0,1,0
127,0,0,1,0,0,0,0,0,0,0
128,1,0,0,0,1,0,0,0,0,0
129,1,0,1,1,0,0,0,0,0,0
130,0,0,1,0,1,0,0,0,0,0
131,0,0,1,0,0,0,0,0,0,1
132,1,0,1,1,0,0,0,0,1,0
133,0,0,1,0,1,0,0,0,0,0
134,1,1,1,0,0,0,0,0,0,0
135,0,0,0,1,0,0,1,0,0,1
136,1,0,0,1,0,1,0,1,1,0
137,0,0,1,0,1,1,1,0,1,1
138,1,0,0,1,0,0,0,0,0,0
139,0,0,0,1,0,0,0,0,0,0
140,0,0,0,1,0,0,0,0,0,0
141,0,0,0,1,0,0,0,0,0,0
142,1,0,0,0,0,0,1,0,1,0
143,0,0,0,1,0,1,1,0,1,1
144,0,1,0,0,1,0,0,0,0,0
145,0,0,0,1,0,0,0,0,0,0
146,0,1,0,1,0,0,1,0,0,1
147,0,0,0,1,1,0,0,0,0,0
148,0,0,0,1,0,0,0,1,0,0
149,0,1,0,0,0,0,1,0,1,1
150,0,1,0,0,0,0,0,0,0,0
151,0,1,0,0,0,0,0,0,0,0
152,1,0,0,0,0,0,0,0,0,0
153,0,1,0,0,0,0,0,0,0,0
154,0,1,0,0,0,0,0,0,0,0
155,0,1,1,1,0,0,0,0,0,0
156,0,1,0,0,0,0,1,0,0,0
157,0,0,0,1,0,0,0,0,0,0
158,0,1,0,0,0,0,1,1,0,0
159,1,1,0,0,0,1,0,0,0,0
160,1,0,0,0,0,0,0,0,0,0
161,0,1,0,0,0,0,0,0,0,0
162,0,0,0,0,1,0,0,0,0,0
163,0,1,0,1,0,0,0,0,0,0
164,1,1,0,1,1,0,0,0,0,0
165,0,0,0,0,1,1,0,1,0,0
166,1,0,0,0,0,0,0,0,0,0
167,0,0,1,0,0,0,0,0,0,0
168,1,0,0,0,0,0,0,0,0,0
169,0,0,1,0,0,0,0,0,0,0
170,0,0,1,0,0,0,0,0,0,0
171,1,0,0,0,0,0,0,0,0,0
172,0,1,0,0,0,0,0,0,0,0
173,0,0,1,0,0,0,0,0,0,0
174,1,0,0,0,0,0,0,0,0,0
175,0,0,1,0,0,1,0,1,0,0
176,0,0,1,1,1,0,0,0,0,0
177,0,0,1,0,0,0,0,0,0,0
178,0,1,0,0,0,0,0,0,0,0
179,0,0,1,0,0,1,1,0,0,0
180,1,0,0,1,0,0,0,0,1,0
181,1,0,0,0,1,0,0,0,0,0
182,0,0,0,0,1,0,0,0,0,0
183,0,1,0,0,0,0,0,0,0,0
184,1,0,0,0,0,0,0,0,0,0
185,0,0,0,0,1,0,0,0,0,0
186,0,1,0,0,0,0,0,0,0,0
187,0,0,0,1,0,0,0,1,1,0
188,1,0,0,1,0,0,0,0,0,0
189,0,1,0,1,1,0,0,0,0,0
190,0,0,0,1,0,0,0,0,0,0
191,0,0,1,0,1,0,1,0,0,1
192,0,0,0,0,1,0,0,0,0,0
193,1,0,0,0,1,0,0,0,0,0
194,0,0,0,1,1,0,0,0,0,0
195,0,0,0,0,1,0,0,0,0,0
196,0,0,0,0,1,0,0,0,0,0
197,1,0,0,0,1,0,0,0,0,1
198,1,1,1,1,0,0,0,0,0,0
199,0,0,0,1,0,0,0,0,0,0
