Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,best_mate_6,best_mate_7,best_mate_8,best_mate_9,best_mate_10,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5,worst_mate_6,worst_mate_7,worst_mate_8,worst_mate_9,worst_mate_10
0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
3,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0
4,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
5,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
6,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
7,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
9,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1
10,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
11,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
12,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0
13,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
14,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0
15,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
16,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0
17,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
19,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
20,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
21,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
22,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0
23,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
24,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1
25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
27,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
28,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0
29,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1
30,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
31,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1
32,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
33,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
34,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
35,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
36,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
37,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0
38,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
39,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0
40,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1
41,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
42,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
43,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1
44,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1
45,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
46,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0
47,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1
48,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
49,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
50,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0
51,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0
52,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0
53,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
54,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
55,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
58,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1
59,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0
60,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
63,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0
64,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0
65,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
66,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
67,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0
68,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
69,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
71,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
