Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,best_mate_6,best_mate_7,best_mate_8,best_mate_9,best_mate_10,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5,worst_mate_6,worst_mate_7,worst_mate_8,worst_mate_9,worst_mate_10
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0
3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1
5,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1
6,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0
7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1
9,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
10,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
11,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0
12,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0
13,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1
14,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1
15,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0
16,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
17,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
18,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
20,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1
21,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0
22,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
23,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
25,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1
26,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0
27,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
28,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
29,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0
30,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0
31,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1
32,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
33,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
34,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0
35,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
36,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
37,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0
38,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1
39,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1
40,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0
41,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0
42,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
44,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0
46,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1
47,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
48,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0
49,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
50,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
51,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
52,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
53,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1
54,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0
55,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
56,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
57,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1
58,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
60,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1
62,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1
63,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
64,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1
65,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
66,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1
67,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
68,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0
69,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1
70,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1
71,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
72,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
73,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1
74,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
75,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
76,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
77,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
78,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
79,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
80,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
83,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1
84,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
86,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1
87,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
88,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
89,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0
90,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1
91,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
92,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0
94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1
96,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0
97,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1
98,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
99,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
100,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
101,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1
102,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
103,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
104,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
105,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
106,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
107,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
108,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1
109,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
110,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
111,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1
112,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
113,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
114,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0
115,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
116,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0
117,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
118,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0
119,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1
120,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
121,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
122,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0
123,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0
124,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
125,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1
126,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0
127,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0
128,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
129,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0
130,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1
131,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0
132,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0
133,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
134,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1
135,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1
136,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1
137,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
138,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1
