Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,best_mate_6,best_mate_7,best_mate_8,best_mate_9,best_mate_10,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5,worst_mate_6,worst_mate_7,worst_mate_8,worst_mate_9,worst_mate_10
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1
2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
6,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
7,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
8,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0
9,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
10,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0
13,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1
14,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1
15,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
17,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
18,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
19,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
20,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1
21,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
22,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0
23,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
24,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
25,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
26,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
27,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
29,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0
30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1
31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
32,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
33,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
34,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
36,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
37,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
38,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
39,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0
40,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1
41,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0
42,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
43,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0
44,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
45,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0
46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
47,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0
48,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
49,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1
50,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0
51,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1
52,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
53,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
54,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1
55,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0
56,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1
57,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1
58,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
59,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0
60,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
61,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
62,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
63,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
64,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1
65,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1
66,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
67,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1
68,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1
69,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1
70,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
71,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
72,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0
73,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0
74,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
75,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
76,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
77,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
78,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
79,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1
80,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
81,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
82,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
83,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
84,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
85,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1
86,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0
87,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
88,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
89,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0
90,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
91,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0
93,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0
95,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0
96,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0
97,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0
98,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0
99,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0
100,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
101,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1
102,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
103,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
104,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
105,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
106,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0
107,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
108,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1
109,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
110,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
111,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0
112,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0
113,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1
114,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0
115,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0
116,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
117,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
118,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0
119,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
120,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
121,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0
122,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
123,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0
124,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
125,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1
126,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
127,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
128,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
129,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0
130,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
131,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0
132,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0
133,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
134,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
135,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
137,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0
138,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
139,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
140,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
141,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0
142,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1
143,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
144,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1
145,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0
146,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1
147,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
148,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1
149,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
150,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1
151,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
152,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
153,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0
154,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0
155,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1
156,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
157,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
159,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
160,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
161,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0
162,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
163,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
165,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1
166,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1
167,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0
168,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0
169,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0
170,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1
171,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0
172,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0
173,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1
174,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
175,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0
176,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
177,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0
178,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0
179,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
180,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
181,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
182,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
183,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1
184,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0
185,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
186,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0
187,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
188,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
189,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
190,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0
191,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
192,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1
193,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
194,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0
195,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1
196,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
197,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
198,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
199,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
