Genome,Ave_fit,Std_fit,Sum_fit,Ave_thr,Std_thr,Seed,Num_Learning,Num_Mating
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",33.0186170544528,8.081781594378857,24.93683546007394,10.146755853888004,2.11329264208118,13976,1,9
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",30.155447720470512,9.096938767828323,21.05850895264219,10.067523762693977,2.1269734881631517,10509,2,8
"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",30.069876244974704,9.024528878811147,21.045347366163558,10.174698136422096,2.162765693001047,10059,2,8
"[1, 0, 0, 0, 0, 0, 0, 0, 1, 1]",27.732107646766206,9.418391638630807,18.3137160081354,10.057973414932485,2.1890676184824653,5711,3,7
"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",30.297052351355713,8.914157653471294,21.382894697884417,10.04083632055183,2.1614219376442656,22628,2,8
"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",27.98795780630329,8.836905405042925,19.151052401260365,10.067212176325894,2.238995227418797,44510,3,7
"[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]",27.164339009916525,9.487111156254185,17.677227853662338,10.128814156930861,2.176739220279698,69899,3,7
"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1]",24.79027518873678,9.282540714454882,15.507734474281897,10.160046655873925,2.214181152614226,41797,4,6
"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",30.668952170390966,9.392238600524008,21.276713569866956,10.184280805689438,2.327826729027353,73679,2,8
"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1]",28.11778394199933,8.924259644044024,19.193524297955307,9.946198777067512,2.04874436947734,23240,3,7
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",27.72831605574201,9.563442174589337,18.164873881152673,9.953701748933955,2.3408905992386724,89573,3,7
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 1]",25.55279775589472,9.407541796384352,16.145255959510365,10.151423310018943,2.1912173769231393,87691,4,6
