Genome,Ave_fit,Std_fit,Sum_fit,Ave_thr,Std_thr,Seed,Num_Learning,Num_Mating
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5.591998039117138,1.658302379125514,3.933695659991624,10.182321890565355,2.2232470434709573,20553,1,9
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",5.387870561846312,1.665564809198082,3.7223057526482304,9.964759008464902,2.1927131977644923,40700,2,8
"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",5.441594903242028,1.632894357183632,3.808700546058396,10.214023886786913,2.201892466866555,97076,2,8
"[1, 0, 0, 0, 0, 0, 0, 0, 1, 1]",5.322050822817489,1.6107636456878096,3.7112871771296794,10.109312946195606,2.2623478774807784,31244,3,7
"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",5.459179871602991,1.6270423069197364,3.832137564683255,10.027156474401819,2.227403423646369,47352,2,8
"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",5.258317123138278,1.6059826434732032,3.652334479665075,10.005208138234565,2.2598258217591156,88792,3,7
"[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]",5.22284829774662,1.5624032092187836,3.660445088527837,10.021780628698489,2.1546080028283576,89878,3,7
"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1]",5.065797602791817,1.8263029703561087,3.239494632435709,10.191048479068625,2.2488885270493366,57174,4,6
"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",5.489569625135957,1.5672819141819079,3.922287710954049,10.178031804007679,2.222719458805316,92474,2,8
"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1]",5.2253237278703555,1.5791099427700372,3.6462137851003185,9.84416815249392,2.283226243639088,92144,3,7
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",5.347506063726106,1.60160417642877,3.745901887297336,10.155879386776618,2.184679661457606,36234,3,7
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 1]",5.118296453535661,1.774075562610655,3.3442208909250066,9.972161038776084,2.0485004805883986,37643,4,6
"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0]",5.34121834066505,1.5666306072559815,3.774587733409069,10.070962116141898,2.2226649308894904,64483,3,7
"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1]",5.1297253692356986,1.701892747078712,3.427832622156987,10.039278511557933,2.1808754598262303,71377,4,6
"[1, 0, 0, 0, 0, 0, 1, 1, 1, 0]",5.131592858790314,1.8176032026605218,3.313989656129792,9.998227606360867,2.1924149791755014,38473,4,6
"[1, 0, 0, 0, 0, 0, 1, 1, 1, 1]",4.905034641269136,1.76914182396251,3.135892817306626,10.070019430420393,2.2437961209511554,70742,5,5
"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",5.3930224466045535,1.6530043721024938,3.7400180745020597,10.234886107428649,2.182814498132434,33558,2,8
"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",5.271150526612766,1.6261833732054125,3.6449671534073538,10.118072084254788,2.176065030593239,52153,3,7
"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",5.274964832335576,1.7192014718772946,3.5557633604582817,10.00450982845394,2.2881066366555127,41538,3,7
"[1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",5.321696216674081,1.6875491858640606,3.63414703081002,10.194410556645519,2.292554589102745,19895,4,6
"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",5.355932401542042,1.6412852587436173,3.714647142798425,10.083637892472712,2.160371622732956,56746,3,7
"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",5.1341705231479065,1.6203708302726882,3.513799692875218,10.134852469662729,2.135912506039866,52469,4,6
"[1, 0, 0, 0, 0, 1, 0, 1, 1, 0]",5.168784393701761,1.7986992914951594,3.370085102206601,9.991884131097015,2.194001405168799,15048,4,6
"[1, 0, 0, 0, 0, 1, 0, 1, 1, 1]",4.787308091707703,1.9590929439771838,2.8282151477305195,10.143820742362845,2.230069841181779,56174,5,5
"[1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",5.167171880203647,1.694346379029961,3.4728255011736855,10.064616837787467,2.113287408275285,97402,3,7
"[1, 0, 0, 0, 0, 1, 1, 0, 0, 1]",5.220809260103704,1.805426526493299,3.415382733610405,10.186016958300451,2.135169452550897,91930,4,6
"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0]",5.102676515239556,1.727985779260396,3.3746907359791596,10.066392779222555,2.2493699300070826,94156,4,6
"[1, 0, 0, 0, 0, 1, 1, 0, 1, 1]",4.922971565268173,1.7904095127283814,3.1325620525397917,10.105923595852158,2.2467746397504365,33229,5,5
"[1, 0, 0, 0, 0, 1, 1, 1, 0, 0]",5.080194904635272,1.807224139875331,3.272970764759941,10.120580654103259,2.2965081944154337,80991,4,6
"[1, 0, 0, 0, 0, 1, 1, 1, 0, 1]",4.862342142416679,1.8861321876864208,2.9762099547302583,10.167537763969241,2.1912493002507816,79036,5,5
"[1, 0, 0, 0, 0, 1, 1, 1, 1, 0]",4.940797442780007,1.8153193109655101,3.1254781318144973,10.226700662768064,2.1901405064381425,22107,5,5
"[1, 0, 0, 0, 0, 1, 1, 1, 1, 1]",4.539491101662884,2.0925609691504734,2.446930132512411,10.214867407843872,2.253807975938583,57395,6,4
"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",5.313879689725777,1.5703548253904545,3.7435248643353223,9.971237365295808,2.213255614139714,44188,2,8
"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1]",5.357819855810115,1.6103697525775045,3.7474501032326106,10.110750686524847,2.2462853579242914,8705,3,7
"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0]",5.372890041421869,1.5745212514270532,3.798368789994816,10.171523637464537,2.27788170120615,8199,3,7
"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1]",5.2100548273413025,1.6828672709235022,3.5271875564178004,10.090444281164235,2.212314428282515,67139,4,6
"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",5.192874638817565,1.569582611804002,3.623292027013563,10.076755720973841,2.1851438281181155,34935,3,7
"[1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",5.115537680669882,1.7425193727386201,3.373018307931262,10.120562507321571,2.2420956471949114,73965,4,6
"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0]",4.9908268076891975,1.7657466724909787,3.225080135198219,9.770511077702366,2.1888131355726324,14776,4,6
"[1, 0, 0, 0, 1, 0, 0, 1, 1, 1]",4.788605338258276,1.7791818902206495,3.0094234480376265,10.080239679671775,2.12082501174438,42783,5,5
"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",5.282627316929005,1.68904494152605,3.5935823754029546,10.058635625565529,2.267376858701101,73199,3,7
"[1, 0, 0, 0, 1, 0, 1, 0, 0, 1]",5.1109961550972045,1.7121135074103662,3.3988826476868383,10.031116776878616,2.2109284421194433,73016,4,6
"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0]",5.050805600866784,1.7301868458977525,3.320618754969032,9.9771837648418,2.2433030513090264,77457,4,6
"[1, 0, 0, 0, 1, 0, 1, 0, 1, 1]",4.825050841930406,1.824193134957135,3.0008577069732714,10.027694976444218,2.2385630031118273,34052,5,5
"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0]",5.04540823505281,1.6757580531749594,3.3696501818778506,10.200674543074772,2.2319049018690853,9017,4,6
"[1, 0, 0, 0, 1, 0, 1, 1, 0, 1]",4.913217283013479,2.022135371326044,2.8910819116874347,10.204404804008679,2.2219324698983005,16738,5,5
"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0]",4.846835760785817,1.8779555743621459,2.968880186423671,10.127196243456895,2.2381564540212655,1947,5,5
"[1, 0, 0, 0, 1, 0, 1, 1, 1, 1]",4.472391696719729,2.0299083493544403,2.4424833473652887,10.064978065124897,2.1048325416901794,65204,6,4
"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0]",5.287169278229602,1.6897936082957208,3.597375669933881,10.138097722745146,2.19891203360658,99842,3,7
"[1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",5.124491313724806,1.6626349532613947,3.461856360463411,10.028171572254697,2.2277643605245134,66523,4,6
"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0]",5.1854299418331555,1.8210871654250607,3.364342776408095,10.097816827985149,2.1966247329961517,85867,4,6
"[1, 0, 0, 0, 1, 1, 0, 0, 1, 1]",4.894029913542758,1.712951226861982,3.1810786866807756,10.189270044385738,2.2495705395242784,79730,5,5
"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0]",5.054756768186047,1.9107554619086389,3.1440013062774077,10.147891368415651,2.3038850236520383,85421,4,6
"[1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",4.9208416092508935,1.8648604523258132,3.05598115692508,10.104895514251194,2.3616862544237907,23766,5,5
"[1, 0, 0, 0, 1, 1, 0, 1, 1, 0]",4.8985159192859795,1.9176251565805724,2.980890762705407,10.144645783076818,2.2779850213954784,17356,5,5
"[1, 0, 0, 0, 1, 1, 0, 1, 1, 1]",4.275527870327176,2.089784299883346,2.18574357044383,9.775805484015853,2.225871365778033,63840,6,4
"[1, 0, 0, 0, 1, 1, 1, 0, 0, 0]",5.1805476497477905,1.6564424797882256,3.524105169959565,10.109851221170477,2.196985939022666,49937,4,6
"[1, 0, 0, 0, 1, 1, 1, 0, 0, 1]",4.907243651181674,1.960355396679722,2.9468882545019524,10.146102826342442,2.132842236148068,97771,5,5
"[1, 0, 0, 0, 1, 1, 1, 0, 1, 0]",4.86338927583624,1.8814259713233554,2.9819633045128846,10.2150052363996,2.240822623083585,6605,5,5
"[1, 0, 0, 0, 1, 1, 1, 0, 1, 1]",4.380072002684186,2.0422637016384235,2.337808301045763,9.990738845331725,2.2259068953150662,4666,6,4
"[1, 0, 0, 0, 1, 1, 1, 1, 0, 0]",4.856360653802792,1.840304225423025,3.016056428379767,10.17336737759241,2.241165955484233,4656,5,5
"[1, 0, 0, 0, 1, 1, 1, 1, 0, 1]",4.428837205543575,2.058855644630957,2.369981560912618,10.022445892660622,2.1974339812357293,57902,6,4
"[1, 0, 0, 0, 1, 1, 1, 1, 1, 0]",4.342415661300901,2.0575292970691996,2.2848863642317014,9.96594803375176,2.148820047001163,83114,6,4
"[1, 0, 0, 0, 1, 1, 1, 1, 1, 1]",4.126698262692913,2.0959883480900032,2.0307099146029097,10.27528891359912,2.2843400767625983,19815,7,3
"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",5.405332527566669,1.6575212057418451,3.747811321824824,9.952072938461908,2.154965336064429,85370,2,8
"[1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",5.327853916066484,1.6314871298547504,3.6963667862117338,10.277434815387888,2.1642040053072615,89452,3,7
"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0]",5.196456490286587,1.733737951156813,3.462718539129774,9.862451200033732,2.1495351292841653,78705,3,7
"[1, 0, 0, 1, 0, 0, 0, 0, 1, 1]",5.056120927470309,1.640561175388894,3.4155597520814154,9.967415155971278,2.143609401102851,81742,4,6
"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",5.319067104689019,1.5458019202432993,3.7732651844457195,10.144923288195505,2.0674708165765994,78980,3,7
"[1, 0, 0, 1, 0, 0, 0, 1, 0, 1]",5.156173423775774,1.764582162800329,3.3915912609754453,10.148035613212576,2.0799375842370624,30056,4,6
"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0]",5.043383118591428,1.6671935993966975,3.37618951919473,9.87085265026749,2.086196621250746,10065,4,6
"[1, 0, 0, 1, 0, 0, 0, 1, 1, 1]",4.756557178362227,1.8178965050896385,2.9386606732725884,9.973919378594822,2.0956624216161983,40022,5,5
"[1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",5.248516891327163,1.668587575181836,3.5799293161453267,9.976404123114163,2.1649208987994677,13860,3,7
"[1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",5.11451457799313,1.712624035567373,3.4018905424257566,10.145800628905063,2.277129731640545,84251,4,6
"[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]",5.222628791452347,1.7381200266947485,3.484508764757598,10.106051439618996,2.0498388049890077,77415,4,6
"[1, 0, 0, 1, 0, 0, 1, 0, 1, 1]",4.9100237873725545,1.864882061602558,3.045141725769996,10.053687539824688,2.146176781738089,19029,5,5
"[1, 0, 0, 1, 0, 0, 1, 1, 0, 0]",5.124356124617786,1.598828585611282,3.5255275390065037,10.216631728859946,2.291571270853759,38212,4,6
"[1, 0, 0, 1, 0, 0, 1, 1, 0, 1]",4.826027661701948,1.9039979627642243,2.922029698937724,10.116497981319725,2.080837030137413,14983,5,5
"[1, 0, 0, 1, 0, 0, 1, 1, 1, 0]",4.907068538069546,1.8151460804106259,3.09192245765892,10.264156436447182,2.2427234661581585,43094,5,5
"[1, 0, 0, 1, 0, 0, 1, 1, 1, 1]",4.642229243110697,2.0418828594892893,2.600346383621408,10.12212483554528,2.1752232282684703,87454,6,4
"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",5.289845095050219,1.6803129357353292,3.60953215931489,10.226563298822859,2.1611537479875245,37874,3,7
"[1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",5.233578863975668,1.7625520181204597,3.4710268458552087,10.116552511515069,2.2056021195086135,74687,4,6
"[1, 0, 0, 1, 0, 1, 0, 0, 1, 0]",5.120974181490876,1.6192103082840885,3.5017638732067873,10.055930706636172,2.26148259345614,2756,4,6
"[1, 0, 0, 1, 0, 1, 0, 0, 1, 1]",4.756830173055748,1.8711073147738735,2.885722858281875,10.163918764217966,2.142414303253232,40656,5,5
"[1, 0, 0, 1, 0, 1, 0, 1, 0, 0]",5.175205709646462,1.7390310476575255,3.436174661988936,10.203901826232016,2.1784358279953855,28347,4,6
"[1, 0, 0, 1, 0, 1, 0, 1, 0, 1]",4.895837506766779,1.8383900441330236,3.057447462633755,10.156351256089684,2.07633921934512,969,5,5
"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0]",4.803176778843772,1.8547630925109602,2.9484136863328123,10.125316499770644,2.2271818087963147,82853,5,5
"[1, 0, 0, 1, 0, 1, 0, 1, 1, 1]",4.449527921840589,2.148769325599292,2.3007585962412973,10.095074318628093,2.1425616528689555,26892,6,4
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",5.067947244129688,1.7708043180965858,3.2971429260331027,10.083446469659055,2.2127755481651366,20410,4,6
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",4.89827738452732,1.750268100714219,3.1480092838131015,10.039893007878083,2.1872982359290822,16941,5,5
"[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",4.994320296965979,1.8638813152445852,3.130438981721394,10.142104475381329,2.224455800066494,96508,5,5
"[1, 0, 0, 1, 0, 1, 1, 0, 1, 1]",4.559438289045567,1.8812572811726234,2.6781810078729436,10.143509792360728,2.1795619159856194,43101,6,4
"[1, 0, 0, 1, 0, 1, 1, 1, 0, 0]",4.89764591957979,1.8182169690991516,3.0794289504806382,10.125005865419123,2.3213806256466922,46953,5,5
"[1, 0, 0, 1, 0, 1, 1, 1, 0, 1]",4.2952181002133765,2.0857528991099907,2.2094652011033857,9.944649348928094,2.1887626096131307,98077,6,4
"[1, 0, 0, 1, 0, 1, 1, 1, 1, 0]",4.570908473189208,1.9863530955135598,2.584555377675648,10.318098629640811,2.25195357317852,33329,6,4
