Mating_Steps,Fitness_Mating,Num_Look_Before_1_Mating
3,12.747023413464635,4
4,12.283372026826607,4
4,11.969242204395222,4
6,11.334252616318086,1
5,11.274234514499192,1
5,10.971089667348453,4
4,10.406309063861082,4
4,9.603208088655936,4
4,9.554139431336466,4
4,9.304086798480895,4
3,9.2430851998552,4
4,9.154572138245662,4
4,9.1383622752546,4
4,9.056860809567308,4
4,8.948804839109481,4
4,8.931747702143705,4
6,8.661959381473533,4
4,8.441736832584809,4
4,8.231463020914354,4
3,8.123803676098694,4
3,8.02036984676296,4
4,7.975499350528414,4
6,7.9639044036794555,4
4,7.836949878509294,4
4,7.700080535286032,4
3,7.667112743482857,4
4,7.630499622543226,4
4,7.538560053198097,4
4,7.395200422055861,4
4,7.298849394415628,4
4,7.269788971471911,4
3,7.207678458716291,4
5,7.122982391960388,1
4,7.002771182788328,4
4,6.99762318216912,4
3,6.997580139518517,1
4,6.979248625846683,4
3,6.978390473023028,4
3,6.952661378987269,4
4,6.822734473063218,1
4,6.712580027214722,4
5,6.70519939161824,1
4,6.6215437377143225,4
4,6.604738419001055,4
4,6.42542380465171,4
4,6.417614281960206,4
4,6.397606347767091,4
4,6.2755789437123966,4
3,6.250607353662858,1
4,6.12083251058502,4
4,6.116111471648374,4
3,6.089447077727641,1
3,6.030673945656549,4
3,5.9491325359591904,1
6,5.700817600859695,1
4,5.677072823113681,4
4,5.599628730758038,4
5,5.596397330730198,1
4,5.595766746371469,4
6,5.585654988188233,4
5,5.393453947467876,4
4,5.378130192158453,4
4,5.277527469587734,4
4,5.230871219174984,4
4,5.182396352109501,4
4,5.168032236075924,4
5,5.1384564442310685,4
6,5.106787174594142,2
5,5.000532953002823,4
3,4.890905022641518,4
4,4.809121024428068,4
6,4.7716828918037955,4
6,4.7090133556778,2
5,4.603063277039394,4
4,4.452918977502991,4
6,4.444472982217434,4
4,4.44047349007287,4
4,4.439307224121244,4
4,4.328912480118515,4
4,4.327253873576874,4
5,4.289787580633817,4
3,4.07846819313167,4
5,3.9507778639472324,2
4,3.9154788300755445,4
4,3.825579311036023,4
5,3.7784402377587174,4
4,3.630831212060297,4
3,3.5315259289770324,4
3,3.3567546809666045,4
4,3.2659397002131536,4
4,2.6960691988967667,4
4,2.5053614633382066,1
4,2.2774493413580617,4
5,1.1923191934421489,1
6,0.6403641187971045,2
4,0.0,4
3,0.0,4
4,0.0,4
4,0.0,4
3,0.0,4
