Mating_Steps,Fitness_Mating,Num_Look_Before_1_Mating
5,15.465533062881391,9
3,14.092442136205007,13
4,12.35960068610092,13
4,11.768539413714953,13
3,10.711530232009638,13
4,10.61393143311768,13
5,10.151460457176903,13
4,9.961316171559929,5
3,9.869299708044679,13
5,9.527696356519717,3
4,9.478054152765813,13
4,9.311886703292133,5
5,9.295353631445508,5
4,9.129346796166205,3
3,8.738427535971542,13
4,8.734276445463424,13
5,8.712887711829556,13
4,8.707777129076046,13
5,8.598133697653916,9
4,8.461907761402237,13
3,8.446759053980145,13
3,8.35622382877311,13
3,8.30574088383414,13
4,7.938320777847792,3
4,7.931644063744745,5
4,7.725882925023489,5
4,7.691404014722254,13
6,7.622854727336696,6
4,7.507417257928113,5
3,7.470194160176568,13
4,7.466821477574028,13
5,7.337980973326513,3
4,7.30568396821954,3
4,7.271697916784349,13
4,7.243068925335718,13
5,7.194331167615893,3
3,7.161373450280113,13
4,6.82797821006104,3
5,6.716888689974985,3
3,6.687617085981483,13
5,6.666248458156623,5
5,6.655560498520517,13
4,6.643735602903586,5
4,6.59687227594026,13
4,6.574946788154042,3
4,6.5291567373980115,6
4,6.458437763283202,13
5,6.223035827219288,3
4,6.08493547756181,5
4,5.904699771892066,5
5,5.834524599742385,3
6,5.829025475839394,11
4,5.800879929934282,13
4,5.75285078553736,13
3,5.659000810131048,13
4,5.6234052838110316,5
5,5.619883377042937,13
5,5.581289245479996,3
5,5.486742371950728,5
4,5.466135931268008,5
4,5.457118816838389,13
4,5.396275455420309,13
5,5.394706441058892,3
5,5.366739246634468,3
5,5.299996420985282,9
4,5.237177759397754,5
4,5.183505267430791,13
5,5.120914596108866,9
5,5.116213878649599,13
3,5.103159717779161,13
4,5.042656941017849,3
5,4.995815022247122,5
5,4.967466388693092,3
4,4.855297485101047,3
5,4.847234650754338,13
5,4.506569183272203,13
4,4.494095189292616,13
4,4.4319580918128185,3
5,4.378145792209825,5
3,4.347782942081212,13
4,4.053701968067646,5
3,3.9979753395408437,13
5,3.9496632691418734,3
6,3.8706223309294163,11
4,3.819268741369399,6
4,3.7776661347935674,5
5,3.6366905337073163,3
5,3.410266273988012,13
4,3.3059167918723578,5
5,3.174691702845963,3
6,3.042391326459745,0
5,2.7617666285867424,3
5,2.2138065167343486,11
5,0.48843622213361737,3
4,0.0,3
4,0.0,6
5,0.0,5
4,0.0,5
4,0.0,3
3,0.0,13
