Mating_Steps,Fitness_Mating,Num_Look_Before_1_Mating
2,13.444794631898517,3
3,11.372545936552745,3
3,10.977356949642273,6
3,9.629764763754036,3
2,9.422848181169392,3
2,9.300407169908699,3
3,9.207315084987005,3
1,8.788168445139785,6
2,8.035212606063418,3
2,7.9935409513654925,3
4,7.562000665553867,3
3,7.483933368728582,3
3,7.400665261655044,3
3,7.377056040869851,3
4,7.041976071755045,3
3,6.949292406836257,3
4,6.484245447506236,6
1,6.110266913997144,6
3,6.084006516853538,8
3,6.056827240740443,3
4,5.920497488171922,0
2,5.868053379964945,3
4,5.700792368569507,3
2,5.492991381087343,2
3,5.4547576916271705,3
3,5.303974024776551,5
3,5.146757721108742,3
4,4.981101466534801,3
3,4.586912921972818,3
1,4.560217482941811,6
4,4.530745592056171,3
2,4.409035511135837,3
2,4.293289590136111,3
3,4.286964276523273,8
4,3.974189679944333,3
3,3.9506053082017587,3
2,3.9055515316819704,3
4,3.326139761252687,3
3,3.176921004974755,3
3,3.1637854250991593,5
4,3.0434344604115005,3
3,2.984132717663755,5
3,2.585540663098284,3
3,2.4922098373505506,3
3,2.3766153090428226,3
4,2.19140676846596,3
3,1.7321970734820384,5
3,1.7254222194597437,3
2,1.5716938037722246,3
3,1.5675725072298974,3
3,1.4490908580786508,3
2,1.247652558857821,18
3,0.9688779075046421,3
4,0.9350486061547372,3
3,0.8536188136389873,3
2,0.5671887664117907,3
4,0.5126461091486343,3
3,0.455579743584293,3
4,0.4529171386691182,3
3,0.21328467895967052,3
4,0.12296127607351348,3
2,0.06243566567185255,3
3,0.03960400858450086,8
1,0.0,6
3,0.0,3
1,0.0,6
4,0.0,3
1,0.0,6
3,0.0,3
1,0.0,6
1,0.0,6
3,0.0,3
3,0.0,3
2,0.0,6
2,0.0,3
4,0.0,3
2,0.0,3
2,0.0,3
3,0.0,3
3,0.0,3
3,0.0,3
1,0.0,6
2,0.0,3
2,-0.08670580251807447,3
4,-0.41987494820952875,3
3,-0.5118519342139471,3
3,-0.675499294311301,3
3,-0.7345775568667783,3
3,-0.9798280508232233,3
3,-1.5577441544807087,3
3,-1.6024321428285955,10
3,-2.1593624169466956,3
4,-2.6174844719706787,3
5,-3.0303275842324844,3
3,-3.0772949670272007,3
4,-3.8687571175264006,3
3,-5.008906445915878,3
3,-5.38683387000755,8
3,-5.617830671293091,3
3,-6.56926640882428,3
