Mating_Steps,Fitness_Mating,Num_Look_Before_1_Mating
2,21.94824708575028,10
3,20.274837387812603,9
3,18.12372644141265,9
3,15.733669450756803,9
3,15.48303561497417,9
3,14.350032851559106,9
2,13.5574815931133,10
2,13.371009646180715,10
3,12.825635863667282,9
3,12.685715978591809,9
2,12.36776917383703,10
3,12.349812278749916,9
4,12.278529831570385,4
2,11.147537275864972,10
3,10.476640390902359,4
2,10.029751928015898,10
2,9.381711572260226,10
2,9.33410549827218,10
2,9.115252425293296,10
2,9.058900050057947,10
2,9.03674466229511,10
3,8.84114038207338,9
2,8.594605741189675,10
2,8.452497745258377,10
3,8.35853456480863,9
3,8.16600184652739,9
2,8.037480871880607,10
3,7.917760018082895,9
3,7.6663937801474535,9
3,7.581392521808237,9
3,7.423765581900945,9
2,7.414127782154507,10
2,7.359433801559021,10
2,7.312825724145151,10
2,7.3052264474118385,10
4,7.269283233521016,4
3,7.137488988040872,4
2,6.91583267349182,10
3,6.763674919925656,9
3,6.700276056737105,9
3,6.511133989088549,9
2,6.309980054483988,10
2,6.290898814650699,10
2,6.290284024724009,10
2,6.186006543521339,10
3,6.0429743921413746,9
3,6.030376120066233,9
2,5.939138277415729,10
3,5.876281870196479,9
2,5.820055117042447,10
2,5.742642505449884,10
3,5.681062241956704,4
3,5.663107774157571,4
3,5.540845107239491,9
2,5.288817910151884,10
3,5.23444021795328,9
2,5.177241208690022,10
2,5.1729621581294865,10
2,5.06210085009959,10
3,4.958985599894872,9
3,4.94933988869915,9
2,4.945248373497977,10
3,4.843504587075834,9
3,4.8045863024958075,9
3,4.7469835334248,9
2,4.669697769563016,10
2,4.629043157295493,10
2,4.556702659527581,10
3,4.529822888960727,9
2,4.498357281134384,10
2,4.288224128788595,10
3,4.050855254220793,9
3,3.9880209588262234,9
2,3.816593173540446,10
3,3.662428451787078,9
3,3.4657946331656575,9
2,3.3756787911654405,10
3,3.3588358120177473,4
2,3.0554391963669216,10
3,2.966742420664441,9
2,2.791041533485206,10
2,2.7867434202508785,10
2,2.159584333169411,10
3,1.9201676948899937,9
3,1.1561136119292543,4
3,0.0,9
2,0.0,10
2,0.0,10
2,0.0,10
3,0.0,9
2,0.0,10
2,0.0,10
2,0.0,10
2,0.0,10
2,0.0,10
2,0.0,10
2,0.0,10
2,0.0,10
2,0.0,10
2,0.0,10
