Mating_Steps,Fitness_Mating,Num_Look_Before_1_Mating
4,15.26077357585972,10
4,15.160195064027768,10
4,14.834441962312383,10
4,14.076504797455046,10
4,12.570470254494822,10
4,11.86066712277016,10
4,11.704709056879667,10
4,10.3077702958069,10
4,10.145856619761334,10
5,10.108612065109593,8
4,9.846668257504488,10
4,9.83048122910091,10
4,9.643969219041516,10
4,9.491599782931473,10
4,9.430333439230473,10
5,9.204088191716231,8
4,9.184054852126422,10
4,9.148412118650176,10
4,9.041010121088547,10
4,8.988481272085544,10
4,8.75265258309149,10
4,8.717284888840172,10
5,8.573018723031035,7
4,8.556961912533257,10
4,8.337940155180414,10
4,8.117658320188113,10
4,7.902644067917908,10
4,7.811739575934597,10
4,7.723080402512657,10
4,7.613123632432082,10
4,7.354130597534779,10
4,7.175344436059666,10
4,7.1448201639335345,10
4,7.029070582679527,10
4,7.023584737955408,10
4,7.002623718234105,10
4,6.948163377198034,10
4,6.839023767745422,10
4,6.595487675661925,10
4,6.512757213442416,10
4,6.339998686810489,10
4,6.238575301923369,10
4,6.167533320167376,10
4,6.097463338299109,10
4,6.046509243432674,10
4,6.03586858348212,10
4,6.030392395811994,10
4,6.005901833500525,10
4,5.964554653810808,10
4,5.928460460430422,10
4,5.876538769504528,10
4,5.812232373637768,10
4,5.77956880844646,10
4,5.626849620664757,10
4,5.461348943330602,10
4,5.428364454492224,10
4,5.402687290431495,10
4,5.362896803337172,10
4,5.293968406269402,10
4,5.265869976908274,10
4,5.0214654156943075,10
4,4.920927179211788,10
5,4.881968902323187,8
4,4.868796933237434,10
4,4.806002215594909,10
4,4.6660814146349745,10
5,4.61815117940809,7
4,4.606916043784677,10
4,4.5469929719145235,10
4,4.5380334566007114,10
4,4.2776763399854865,10
4,4.259777726026657,10
4,4.238388367402442,10
4,4.150241898675102,10
4,4.126119438468215,10
4,4.096665704448569,10
4,4.094371424633045,10
4,4.091323016428187,10
4,3.89583297690755,10
4,3.8829639802816347,10
4,3.8236530685198105,10
4,3.639784445333092,10
4,3.6372931019801413,10
4,3.2379429323982363,10
4,3.183215088510739,10
4,3.1553992510070428,10
5,2.9637785597228268,0
4,2.824621578407434,10
5,2.7586639212337083,0
4,2.6162600523966493,10
4,2.5862561774062263,10
4,2.3303200475286285,10
4,2.0714335431047886,10
4,1.5564558835940918,10
4,0.0,10
4,0.0,10
4,0.0,10
5,0.0,8
3,0.0,13
4,0.0,10
