Mating_Steps,Fitness_Mating,Num_Look_Before_1_Mating
3,14.78543422803055,7
3,12.608045191402361,6
3,12.590923674662097,6
4,12.090149068213808,6
3,11.132740982836001,6
3,10.612934975344547,7
3,10.531474319460997,6
3,10.264336696313517,6
4,9.591267986311198,7
3,9.171179643979542,7
3,9.091180196671953,6
3,8.895391424964394,7
3,8.657916857249594,6
3,8.526522152681693,6
3,8.391599077382137,7
3,8.239414476339016,6
3,8.110426872884535,6
4,8.056615061924155,1
3,7.855597237229963,6
3,7.639183261928576,7
3,7.620233814814966,6
3,7.580484476774894,7
3,7.56230684088947,6
3,7.5483385028250165,6
4,7.192059902666175,6
4,7.033648453686567,6
3,6.9888515439545404,6
4,6.757461863393158,1
3,6.591307992681202,6
3,6.3987318842529515,7
4,6.333508421107275,6
3,6.326774818914108,6
4,6.218483045111729,6
3,6.0252701428705375,6
3,5.930429201176738,6
3,5.847442456075115,6
4,5.8309355300127095,2
3,5.824690531929191,6
3,5.734854475135451,6
3,5.702353710496319,7
3,5.634652242500874,6
2,5.617837342459404,6
4,5.547516768324089,6
3,5.5350027636916135,6
3,5.378847597743476,7
2,5.311798483227255,6
4,5.05052210047193,6
4,4.9323170202248585,7
3,4.906194221000387,6
3,4.803206624218852,6
4,4.699888435331387,6
4,4.561282774416815,6
3,4.46085815671576,6
3,4.227071681717364,6
4,4.100325463681307,6
4,4.031645059391965,6
3,3.9545083962447602,7
3,3.730815739603022,6
3,3.700944598464768,7
3,3.641834081774083,6
1,3.5874241556283932,6
3,3.5220629633191196,6
4,3.3370558857742836,6
2,3.312341530575634,6
3,3.127569984207523,6
3,3.006791707181489,6
3,2.987146373004018,6
3,2.841673051953701,6
3,2.7524352501394924,6
4,2.478101507473598,6
3,2.410928628521374,6
3,2.2659575835705645,6
3,2.2200871574722436,6
2,1.2116720234231977,6
3,1.0759633486936542,5
4,0.976438435156191,6
3,0.9224790061170967,6
3,0.5722949412724505,6
3,0.2785347421130906,6
2,0.12516844288490425,6
3,0.0,5
2,0.0,6
3,0.0,6
2,0.0,6
3,0.0,7
3,0.0,6
3,0.0,6
2,0.0,6
3,0.0,6
3,0.0,5
3,0.0,7
3,0.0,7
3,0.0,6
4,-0.16628630941060685,2
4,-0.2610766894313281,1
3,-0.4084898037381999,6
4,-1.4939950226100565,0
4,-3.007829259660469,2
4,-8.386374750727827,0
5,-8.83994334363518,0
