Mating_Steps,Fitness_Mating,Num_Look_Before_1_Mating
3,13.988906990004502,7
2,13.08008590254433,7
2,12.86912971056545,7
2,12.834466835963406,7
2,11.668800821182424,7
3,11.55996969075292,7
3,9.981142857683448,7
2,9.819928752718507,7
2,9.454687063184329,7
2,9.243776871476062,7
2,8.345585161425955,7
2,8.09340192914569,7
2,7.762491891441954,7
2,7.514205512439805,7
2,7.269823259878988,7
2,6.491093357486964,7
2,6.344186572282778,7
2,6.327693968940427,7
3,6.000852658264645,12
2,5.999673557672175,7
2,5.753483245440975,7
2,5.287544095220479,7
3,5.072227953836286,7
2,4.836668790557526,7
2,4.623803825663352,7
2,4.622331705607967,7
2,4.493782963516592,4
3,4.466784642561347,7
2,4.40237963660212,7
3,4.134250351494119,7
2,4.09755461910281,16
3,4.024210511016745,7
2,3.428474608216776,7
2,3.3157275479769783,4
2,3.3091947337770478,7
2,3.2555066771221313,7
2,3.1359787874250227,7
2,3.098551039005864,16
3,2.992886862528364,7
2,2.9693184324624307,7
3,2.6922277270740356,7
2,2.6280727653448013,7
2,2.5879321772042037,7
3,2.512140618110001,16
4,2.4664220099067258,7
3,2.4467208922805526,7
3,2.331842451322241,16
3,2.235302110078263,7
2,2.0807505985047925,4
3,1.8196908495489552,7
3,1.792520832845363,7
3,1.6490272539219006,7
2,1.4974814661258673,7
3,1.225188066241353,7
3,1.2196654079730624,5
2,1.1166084392585365,7
2,1.1078904590397602,4
2,1.0530120424271496,7
3,0.9881336291835758,7
2,0.9353421704162028,7
2,0.929571286210856,7
3,0.9050338893353214,7
2,0.8962054532984141,16
2,0.7158056256286001,7
3,0.5362218687315421,7
2,0.3314407849566656,7
3,0.22214849835378914,7
2,0.20342621356423773,7
3,0.1842708676895004,7
2,0.0,7
2,0.0,7
3,0.0,16
3,0.0,7
2,0.0,7
2,0.0,7
2,0.0,4
3,0.0,7
2,0.0,7
2,0.0,7
2,0.0,7
2,0.0,7
2,0.0,7
2,0.0,7
2,0.0,7
3,0.0,7
2,0.0,16
3,-0.21153507443238784,7
2,-0.3422439190500093,7
2,-0.4955227052025233,7
2,-0.5831931985521557,7
2,-0.7529410865187192,16
2,-0.9626729779815744,7
2,-1.0010494018020228,7
2,-1.1145619764147945,7
2,-1.4708419366639056,4
2,-2.006799208088964,16
3,-2.3941786841071098,16
3,-2.65463704130456,5
3,-3.480817585244873,7
4,-7.128886428626719,2
