Mating_Steps,Fitness_Mating,Num_Look_Before_1_Mating
2,11.078235732389627,5
2,9.702509411025485,5
2,9.351501419482291,5
3,9.32964515726934,7
3,9.290429948213287,5
2,9.103488033458337,5
3,8.577773619415783,5
2,8.553008949669522,5
2,8.255573672829367,5
2,8.244587056422246,5
3,7.7035513001552385,5
2,7.63864655350212,5
3,7.491018176369824,5
2,7.488626000025327,5
2,7.440892439036963,5
2,6.8816256494766765,5
3,6.745906725923483,7
2,6.500704798129242,5
2,6.052344967871122,5
2,6.028912222457187,5
2,5.689911081760577,5
2,5.204479674970983,5
2,5.149111328775337,5
2,4.985737283273144,5
2,4.975724551211014,5
2,4.838922646407399,5
2,4.799559163024428,5
2,4.755129257635184,5
2,4.509210068417657,5
2,4.502559549177979,5
2,4.50057918719979,5
2,4.299447921049648,5
2,4.081325680928626,5
2,3.9073141419674124,5
2,3.7351317866251277,5
2,3.654599937276555,5
2,3.640554421830842,5
3,3.565516207526338,5
2,3.524163526757558,5
2,3.476563356369393,5
3,3.431228713450574,5
2,2.95024030019027,5
2,2.786227536421272,5
3,2.667826977517082,5
2,2.660287629260906,5
2,2.5604118099898487,5
2,2.542927647238816,5
3,2.4148608082685197,5
2,2.226111292854882,5
2,2.1524702341941335,5
2,2.0170620602291276,5
2,1.9951378272907396,5
2,1.9598999754055253,5
2,1.8345220473737092,5
2,1.7420571930328403,5
3,1.6887852292269852,5
2,1.2431389952014094,5
2,1.1028044811766389,5
2,0.8699327584035821,5
3,0.8677123237848563,5
2,0.6159848126604199,5
2,0.555835109136467,5
3,0.5293645520466583,5
2,0.43467075455782744,5
2,0.28609057911460933,5
2,0.14661151828130148,5
3,0.04994362744882608,7
1,0.0,5
2,0.0,5
2,0.0,5
3,0.0,5
3,0.0,5
2,0.0,5
3,0.0,7
2,0.0,5
2,0.0,5
2,0.0,5
2,0.0,5
3,0.0,5
3,0.0,7
2,0.0,5
2,0.0,5
2,0.0,5
1,0.0,5
2,-0.10209509764197122,5
3,-0.12431217347818801,7
3,-0.21044976759143452,7
2,-0.4758228147326493,5
2,-0.4804394552797282,5
2,-0.5156437217530021,5
3,-1.347522613134621,5
2,-1.5770808966852403,5
3,-1.9749673919705195,5
2,-1.9963118765525723,5
3,-2.0621461491847635,7
2,-2.265047131250167,5
2,-2.4656458845124956,5
3,-2.553133739579156,7
2,-3.4985621762757555,5
3,-3.7502082503453398,5
