Mating_Steps,Fitness_Mating,Num_Look_Before_1_Mating
3,17.934569883416295,6
4,15.096293356016552,5
4,14.157539760412607,5
5,14.030390152946747,6
4,12.808139078002963,5
3,11.421208065944374,6
4,11.381507303104192,5
4,11.334572161125532,5
3,10.52764116573091,6
5,10.435295981747103,6
4,10.236734228944034,5
3,9.532927533378746,6
5,9.318225700158019,6
3,9.286909300230754,6
4,9.185047920489344,5
3,9.051815695337574,6
6,9.032961759738527,5
4,9.024199401335554,6
4,8.795407749436619,6
4,8.622121435620288,5
4,8.619171332488323,5
4,8.412018940425375,5
4,8.26086185178652,6
4,8.181486485169515,6
5,8.143768947131171,3
4,8.074769972114819,6
5,8.05390864891116,6
6,8.02973681613156,5
5,7.815996083569461,6
4,7.552571666389079,5
4,7.351208073292433,5
6,7.240500808350545,5
4,7.100612925875881,5
4,7.044191709749338,5
3,6.916393722862754,6
5,6.886256213700705,6
3,6.865333110628811,6
3,6.78370509250578,5
3,6.464295405700296,6
3,6.457599701592885,6
4,6.442959185530015,5
5,6.413890449527107,3
4,6.3402802695156275,6
4,6.314588920782983,6
4,6.271433513177598,5
4,6.257396182961097,5
4,6.18248322108124,5
5,6.138635714257552,5
4,6.114023258180864,6
5,6.083297542333554,1
4,6.060632344563316,5
4,5.8672983112333945,5
4,5.866914861285409,5
4,5.83911986445254,6
3,5.748684274167788,6
3,5.7144459523720395,6
4,5.710833320976393,5
4,5.692716367980768,5
4,5.570287878462297,5
4,5.55829876626953,5
5,5.553270538518541,5
4,5.50370104049072,5
4,5.359247616054185,5
5,5.327457415707963,1
4,5.310984780563807,5
4,5.222161901392074,5
5,5.201590661690274,3
3,5.097447259773174,6
4,5.053117132518629,5
4,4.804751809475955,6
4,4.778199418124164,5
4,4.776145299284546,5
3,4.6660098112857,6
4,4.535592711176732,5
6,4.445917412127059,5
5,4.285226500463511,6
4,4.260072800337669,2
4,4.142354673169272,5
4,3.9932871069977782,5
5,3.678589265779687,3
5,3.644756884192514,6
3,3.586118951249773,6
3,3.250720041746632,6
6,2.7677631099331608,6
4,2.643334844272748,5
5,2.5992066172060095,3
5,2.5810743582838374,5
6,2.4232763907725623,1
5,2.3887367094379615,3
5,2.373462534730466,6
4,1.9640050841485168,0
4,1.7924816649416657,6
5,1.384221612838819,6
6,1.3749378208997962,5
2,0.0,6
5,0.0,6
3,0.0,6
4,0.0,5
3,0.0,6
3,0.0,6
