Generation,Ave_Fitness,Std_Fitness
0,5.836357945074438,1.1554940102619349
1,5.426372751885439,1.059706439048987
2,5.453965063522469,0.9019169481636234
3,5.481397714013725,0.9898423296435549
4,5.906255986979419,1.5828320216146827
5,5.142852837842254,1.0420170667371638
6,5.318441756271058,1.2848768353969353
7,5.389643473416037,1.287914867492664
8,5.468095531233758,1.342583253391761
9,5.7587082770204905,1.248647950170385
10,5.316282063792121,1.130267788121317
11,5.029275049152011,1.217183881621793
12,4.384161003933253,1.2376885491896465
13,5.397033686703298,1.0344770353094987
14,5.070360248806879,1.182150998227171
15,5.926460544148247,1.4623106212186348
16,4.804490376204077,1.3912868304786643
17,5.7223016772945225,1.1401075257228785
18,5.710137266417895,1.307071429001129
19,5.599673055244412,1.095354173373696
20,5.592487334165716,1.1740334725057795
21,5.383306572735597,1.052167908324266
22,5.50868876186821,0.772811694912944
23,5.0432129258425435,1.489941501051985
24,5.636417331759615,1.0254952892470697
25,5.162807407558244,1.2558563692087619
26,5.462921832092673,1.0999585212237908
27,5.517514499095467,0.9401080063215608
28,5.568111159060861,1.2903674107048544
29,5.583526683542287,1.0509662292777306
30,5.357960371459149,1.2100633535275853
31,5.217668676261421,1.0044166599075703
32,5.395959563221479,1.254708316775166
33,5.570725394639279,1.7206599461513081
34,5.640020511880747,1.2657496179902845
35,4.770179580195315,0.9242454776145107
36,5.016932786239447,1.4796959715276123
37,5.9025212824224855,1.0362452641098623
38,5.356655860926915,1.0978713829344553
39,4.7990452979554705,1.0771078279455455
40,5.334878570807058,1.4536383720097368
41,5.3255919092005986,1.4118975400621614
42,5.5159329890172435,0.652165442392381
43,5.475393801817649,1.5455829391369948
44,6.2793597026930765,1.4445956358377612
45,5.394355008105044,1.3595919552619393
46,4.962383798290809,1.2376030284174542
47,4.760395433130357,1.1312199980966755
48,5.2343733412972915,1.2364028157303948
49,5.169118203646777,1.4812794927573865
50,5.46736546707344,1.57859531827794
51,5.417051595201903,1.444814167319797
52,5.256132517932286,1.2656440322291684
53,5.78926359794498,1.7466722448327914
54,5.458291221189647,1.7333098061150694
55,5.598989825723968,0.6103559536626826
56,5.631274108768312,1.383716588556702
57,4.923907895950654,1.637449725287418
58,5.586737493318146,1.6323991080048856
59,5.294955344448698,1.0199405397430477
60,5.309748948831942,1.5930080191643292
61,5.493093937721302,1.8408745346970432
62,4.853538862958143,1.2877259118875102
63,5.318025870345851,1.3345179846224504
64,4.670134019881686,1.1182425102178308
65,4.929930917139933,1.4175047171280137
66,5.014184064767482,1.20992333345543
67,5.186540203259183,1.1037365470289189
68,5.165657005729307,1.0390333318370488
69,5.098992157996312,1.0721113050294373
70,4.932390787060287,1.1775288696929878
71,5.1291705261281075,1.024257940373098
72,5.587513030642388,1.1727130085339363
73,5.384852012928553,1.0359225196657178
74,5.1009853127474205,0.8787240054062873
75,4.929398847039558,1.1137721002004215
76,5.330762474547708,1.0431162944545351
77,4.9109190624727015,1.0349580315527422
78,5.202835999425503,0.9324949672342311
79,5.183029659853607,0.9295808788996363
80,5.555733478825102,1.229991887420897
81,5.557711442178429,1.0004036533377891
82,5.843847264581832,1.3733258376512427
83,4.941064289191417,1.4820063610650984
84,5.077787095962438,1.606305289740648
85,5.77648376267964,2.0486897115060954
86,5.073387490034068,1.1850257709728065
87,5.978372312532487,1.6011009437009593
88,5.542702501696277,1.1409599567669628
89,5.650374788899165,1.7171457863394353
90,5.322299976338364,1.1294645375801502
91,5.6433974532870845,1.9337343317714697
92,5.199675581676315,1.5592539332417639
93,4.988108058502682,1.383065368539626
94,5.3921454776342035,1.470333978937297
95,5.2683240799263045,1.3431339863324545
96,4.989340554315072,0.990421895267767
97,5.518733208334487,1.3747847071523613
98,5.262126202264676,1.1316146851233941
99,5.06800476653136,1.3199304031057086
