Generation,Ave_Fitness,Std_Fitness
0,4.795965621674766,1.5907513648409213
1,5.94055410982978,1.336173824551976
2,5.258544712599802,1.9742211975043995
3,5.276521233292726,1.2222104465083343
4,5.484351191312021,1.3663246055566651
5,5.5646068919963,1.5236424439017635
6,4.724755413947895,1.1769433038036383
7,5.38127389576906,1.1106775132655613
8,5.229707665680243,0.9316625696703444
9,5.409900439072941,1.4693619237046813
10,5.324132885263138,1.2863803371370226
11,5.435010005040216,1.4911284504178708
12,5.875380847470838,1.0240730850562587
13,5.880478904014538,1.1710463258381911
14,5.0233812410639045,1.3537510553572372
15,5.521305056004516,1.3572986615215235
16,5.685531827375203,1.2962522469669102
17,5.452665185528805,1.4840167540158968
18,5.0506144668007185,0.8224239121958659
19,5.854789335928179,1.0887768945452267
20,5.94015569103921,1.0405903421843123
21,5.828248983836,1.2905538682191242
22,5.3583719247865655,1.236767767069686
23,5.3634975834499246,0.959693594831825
24,4.8292256850485815,1.3972608426598505
25,5.2234721704222675,1.1144346251202901
26,5.181018823168314,1.2871656300370284
27,5.8743241560225625,1.1643249251752008
28,5.078596679068554,1.1884330888264745
29,5.578218706800314,0.8328016643881082
30,5.315640321366892,0.9262690349436647
31,5.127324485196388,1.242296382573606
32,5.366188830750114,1.4185044027093645
33,5.534602242639439,1.1167224611985744
34,5.376572091817023,1.2637060555750808
35,5.518879395977256,1.164630343128744
36,5.295738055746964,1.3578204850076563
37,5.583691285859181,1.1470365104564193
38,4.922794550567926,1.2394141606150177
39,4.745482572310618,0.9574154561070887
40,5.569965025365652,1.0826440056189368
41,4.990159726677422,1.034856000757354
42,5.021679447017074,1.3540491109853288
43,5.690209425471242,0.9986864431005747
44,4.398915699662889,1.5493463050345821
45,5.482999032848935,1.0499648348981998
46,5.483930095340379,1.4614518606974802
47,5.681794171199085,1.1880930364714566
48,5.48069877522421,1.1995686371492025
49,5.5083835092973334,1.209330454695166
50,5.057035922907211,1.6339568232100592
51,4.868603571373406,1.5761239072127275
52,4.944753164729657,1.3385267618542056
53,5.126291817117818,0.990795658753664
54,5.300292346706433,1.361917543398644
55,5.582311039591542,1.2781201443937094
56,5.471060463906634,0.97411641980352
57,4.773558617103051,1.177986445700359
58,5.323618922626666,0.8728984704393887
59,5.293465162036826,1.2521998252512863
60,4.95494050950604,1.4555755249688263
61,5.039085413403991,1.3178021030768656
62,4.911566441673805,1.422409415630267
63,5.233642239331287,1.3115403913436205
64,5.52192529164774,1.344153014183511
65,5.349735483840959,1.3717181933916924
66,5.568725075882299,1.1718370125575472
67,5.42846165234827,1.0516315028943144
68,5.357104755365146,1.2995285713860976
69,5.523946791875179,1.2028267631185818
70,5.432415692777776,0.8980573956468406
71,5.441794519103429,0.9267055700618707
72,5.080400504970339,1.0073691258701731
73,4.919116904798787,1.3360653827474953
74,5.813783610580305,1.4015831447433584
75,4.982355988717863,1.0510064359861278
76,5.493023586471123,1.076618211564731
77,5.229925902116309,1.1333987083407353
78,5.51367199268052,1.7272810506788678
79,5.666821900017149,1.4573138860176982
80,5.205332631866057,1.0718652980237198
81,5.498797691612298,1.489895143614276
82,5.778360156186484,1.200425912074735
83,4.8618271378543225,1.0935393471952244
84,5.710777649440873,1.08433692660716
85,5.611349071406451,1.5663807287662228
86,5.480499690971869,1.1599005920892
87,5.305932661350327,1.4424235209929508
88,5.403599305747353,1.34103799363484
89,5.026507146688303,1.0546096132804899
90,5.166850251239984,1.0298395454349267
91,5.405389432875224,1.453457446643905
92,5.373556874240007,1.0335145558239993
93,5.496899440802761,1.1971839284351689
94,5.578866102797283,1.243331032620205
95,5.254939931159191,1.2081570377102238
96,5.1291389795379585,1.4105960311127435
97,5.605186544703324,0.711412929035971
98,5.767982723155332,1.1156830163133034
99,5.218318265363324,1.1104782718261146
