Generation,Ave_Fitness,Std_Fitness
0,5.522158329778888,1.398400115396347
1,5.955766119689833,1.5677692069233382
2,5.688071091260876,1.1298941610212603
3,5.663623716359558,1.2971220854831504
4,5.401027881345243,1.1783157116133847
5,5.365850555964204,1.3550405443183264
6,4.801847246697543,1.2576955361331663
7,5.321337525498901,1.1789401498206404
8,5.5988639092358925,1.5362512980745546
9,5.190490053277491,1.0498025352965714
10,5.524473752873577,1.0408387974216244
11,5.087918758021216,1.3411785389073965
12,5.125383387941793,1.3606375971840066
13,5.038702974981698,1.681907843529505
14,5.255940831334507,1.3866151675697889
15,5.568249660875571,1.4445090939408411
16,5.841170024290308,1.1745574232699547
17,5.880460617560052,1.2331294179876344
18,4.8995326764931475,1.7966317491123245
19,5.711145850906228,1.331724168303859
20,6.010018838004809,1.3768940715934457
21,5.239433004010936,2.019791938090728
22,5.212264618899774,1.1646956588377357
23,5.257496599777312,1.1256853729612195
24,5.090854362397673,1.2837053567654864
25,5.000243868392776,0.848467133412045
26,5.605910539742442,0.9672401462234966
27,5.222864018154327,1.2015064633039965
28,5.431291404794086,1.1928796756596132
29,5.3704991904578705,1.6531712238688987
30,4.890899633857325,1.5481800196627833
31,5.213768682816344,0.8752025085091499
32,5.948920487508848,1.3816236462206086
33,5.985734419528656,1.813552030604076
34,5.481081915835903,0.8996457916318649
35,5.045031990166672,1.1045990220296935
36,5.215362612137227,1.9003859906826457
37,5.24686208613162,1.2999026849827693
38,5.643283214465582,1.2419082027572252
39,5.007255929558967,1.6519065959334251
40,5.243313901794827,0.9806146777933302
41,4.662927745880509,1.8071322451714398
42,5.093746025497726,1.2907100175524284
43,4.3938771982754465,1.776333068404402
44,5.255639910196091,1.1394746892090006
45,5.465566367460512,1.1274305954011041
46,5.3191796214941025,1.1873436728188933
47,5.939222548050081,1.0337994474475072
48,4.849242500900966,1.3596679853269427
49,5.203304593894561,1.269070332729322
50,5.078786394176977,1.1660320902235897
51,5.450567782376082,1.5330652855244915
52,5.254515347671028,1.7656067285499184
53,5.213927530258827,0.9292068393591296
54,5.729101085976428,1.1492359279860016
55,4.987232154836539,1.3658954737802957
56,5.563542018728223,1.3413410989381018
57,5.486793504184278,1.7652822622037314
58,5.245920652902309,0.8886848512911216
59,5.748540111618151,2.036490061630016
60,5.399569005760954,1.4288452146379083
61,4.629754936498825,1.363333417732395
62,5.522751110738485,1.0924638816910417
63,5.6073876485099765,1.507701779780158
64,5.225590544008233,1.7091289473297961
65,5.163657660057703,1.1166268604343212
66,5.117849819943073,1.18015391244581
67,5.140388540170521,0.9250468984842125
68,4.990008305644011,1.4051386060476436
69,4.47269614366369,1.0810198812709189
70,5.451347784783882,1.3049939223207183
71,6.079712754712462,1.2775787371508653
72,5.422735816598625,1.5152035783527225
73,5.415297520132484,1.4527642307683948
74,5.551538504645856,1.3610764532953548
75,5.240306169320628,1.089932672084384
76,5.492658390419021,1.4894359399946462
77,5.682958964129419,1.2641279030792298
78,5.014037058626824,1.2451191014626555
79,4.9573858852449195,0.9430891628614149
80,5.7113665119945445,1.0716959931217094
81,5.167026267322106,1.2241177098143081
82,5.12708770682252,0.9258748590041103
83,5.082217298754626,0.6965134820886631
84,5.143319913025985,1.0050563244774235
85,5.123394411542624,1.181473705749886
86,5.326079724572646,1.3988614584536176
87,5.360878895767837,0.895053069954929
88,4.672142890073906,1.2237114148453914
89,5.578692618548101,1.3917099616173612
90,5.585748494560588,1.6712851206868118
91,5.370760449307637,1.2311230886931508
92,5.1138564373187885,1.6856394369331087
93,4.792430105947977,1.0874107211114277
94,5.718458602645564,1.6049393431007122
95,5.544482223353215,1.552273081661763
96,5.2063282490341765,1.358138020813407
97,4.7655676654646815,1.7221917390816193
98,4.917668904773059,1.3143970869098156
99,5.501860516526948,1.8265054564857526
