Generation,Ave_Fitness,Std_Fitness
0,4.885806152182532,0.9169547941102867
1,5.523174417929542,1.3647985366596767
2,5.109028527972126,1.3329693764330055
3,4.734827586517694,0.9910612594214103
4,5.635146801444266,1.3017023893019943
5,5.301401300141589,1.3749913945618524
6,5.293020294887534,1.3420702651671013
7,5.004426478655224,1.5152512697446514
8,5.323532648123581,1.3095498558264365
9,5.533466067419336,1.499890272752326
10,5.527922321987034,1.5588354328716139
11,4.854123622494535,1.30402451975433
12,5.74299613945807,1.5848497952826417
13,5.280803364841252,1.4862776020508592
14,5.164433858690464,1.1273360807482649
15,5.365805266018318,1.610967499809585
16,5.118731063744738,1.322195617704626
17,4.979383465418382,1.322323361735657
18,4.962500427016976,1.4700491587205915
19,5.9207962429256185,1.152592121594159
20,5.68737874126977,1.6497201262687606
21,5.3763136909365326,1.3337452206098672
22,5.339629577944221,1.2281848352179086
23,5.710967859260951,1.3269255374775906
24,4.984213561625629,1.232340319677171
25,5.495417019040336,1.7722800430946402
26,5.114972301149541,1.3701568955808483
27,5.449667680128165,1.4577317371651433
28,5.697296697518865,1.5454685141369098
29,5.106842160355791,1.7689927382182578
30,4.795924960176382,1.506806196125496
31,5.2030997628662305,1.2868144781337627
32,5.475321865418641,1.676288734700163
33,5.807921091433303,1.1190023069771626
34,5.13625268868495,1.297628038611547
35,5.49044079391698,1.012461276790724
36,4.858496269772371,1.7389774528606745
37,4.964497143444204,1.1114574696820858
38,4.853547707109768,1.1022997985131648
39,4.938017477418249,0.9740465981012073
40,5.572484608548837,1.2539567614313194
41,5.306895433427579,1.2537297120760105
42,5.521448076919153,1.3023945991560033
43,5.717437783575596,1.016342759489111
44,6.043612225696438,1.4483050370250312
45,5.230892706655939,1.5297791811636408
46,5.151270927721745,1.1307779305163614
47,5.953576679745593,1.760234474678807
48,4.44848796979834,1.2063347655134409
49,5.340615174474244,1.1143725602525036
50,5.4439362458927185,1.0169647162806124
51,5.490165764301702,1.1150608562523583
52,5.186028937488539,1.25013920669461
53,5.226726000306468,1.6381521670438328
54,5.476546890094637,1.1944331472269047
55,4.801146180078531,1.07152124385109
56,5.35001415516334,1.2110261579987935
57,5.480887631107776,1.1514996311989703
58,5.368384690473002,1.097378954808448
59,5.658456229246662,1.67612413185939
60,5.236297050831345,0.9761239716176663
61,5.522831157474949,1.2920221297996366
62,5.196674281662736,0.907219074344927
63,5.6181836566528105,0.7648107064240619
64,5.371886892745941,1.2301248901509956
65,5.208474900078723,1.233553266158589
66,5.7060045520468785,1.4353355354499366
67,4.9249543845618815,1.0172852542588868
68,5.184076056034167,1.2066849002341848
69,5.206869513520562,1.3670750929005027
70,5.60319726703819,1.1021812191941198
71,5.484983832969216,1.56462270085369
72,4.9640034915484295,1.0223670650589238
73,5.420801399837985,1.2872312486274702
74,5.103652948029369,1.397988783750964
75,5.243950079488423,1.1833394332120601
76,5.035632763356872,1.0722846707326201
77,5.228369407055152,1.2418182504370983
78,5.1874983815867655,0.9855704379855958
79,5.652671370185366,1.7686009048965023
80,5.6359344336016886,1.1743516358915582
81,4.920030315579952,1.692566716445364
82,5.094360499852438,1.3271507671732836
83,5.501208519121656,1.3744310307693206
84,5.243024920874461,1.65064426024941
85,5.256936850468217,1.2144646603156743
86,5.3228462445305,1.2658977307102055
87,5.415938709684501,1.2355424896231135
88,5.882320666498582,1.3629819016601357
89,5.715797280444826,1.4260065720698714
90,4.925016322593506,1.1426962527486066
91,5.4910453841940265,1.6238826179531236
92,5.789553221672459,0.9604019616385122
93,5.238345044394131,1.4337716974134347
94,5.7053710186241835,1.8196711591969201
95,5.732517932493235,1.1945908696920229
96,5.600476234588779,1.3176859130188778
97,5.757200887636559,1.582654541080759
98,5.32760191012929,0.9416026716645625
99,4.882777438783902,1.037107202761548
