Generation,Ave_Fitness,Std_Fitness
0,5.066758236118635,1.2854283593615634
1,5.4641951446978245,1.508544942794492
2,5.388866969932001,1.0872542818293283
3,5.575613502673535,1.4661521013423504
4,5.948475399224818,1.1413719156908073
5,5.285916034250012,1.6303783315090754
6,5.425718324323207,1.163843888987376
7,5.512816897448663,1.042533070867002
8,5.243963626846692,1.6181572742636368
9,5.250326431350592,1.4922566795904486
10,5.29394643627996,1.5602932793949702
11,5.534637705745937,1.128157489089465
12,5.6562133689612155,1.1993753156915117
13,5.862923370649879,1.2289549337289984
14,5.344018117260563,1.510854027040003
15,5.190870955353837,1.7743075666158594
16,5.047137040748646,2.149378419432622
17,4.695306859808017,1.917526625474215
18,5.294303350016394,1.2330900396268458
19,4.978218682142037,1.6288804628954714
20,6.024279050363458,1.3074509712452536
21,5.447349520788244,1.3701142757827285
22,5.380764321131373,1.3064084053790437
23,5.868471420946719,1.5563640598150543
24,5.39217414998635,1.3266789851659182
25,4.946127409972888,1.13010322762042
26,5.012867059531681,1.3013692336759526
27,5.3886780306949476,1.5366510713389347
28,5.647625191128832,1.6827180457862612
29,5.307835767800792,1.4991249939765858
30,5.379157690970517,1.4107328761874278
31,5.643170317420322,1.3061258976567955
32,5.153499077161265,1.6178500171676036
33,5.616210489285175,1.1219237038037317
34,4.939434461357454,1.7393129305127335
35,5.9957960944556525,1.6654548109972138
36,5.072328838092983,1.282022450851849
37,5.407122298773509,1.5353986043285808
38,5.143883901351457,1.3693548497880237
39,5.4733683333947045,1.1176879999185785
40,5.470301902969302,0.8808781524824828
41,5.680696866244457,1.0645439157581313
42,5.007985661972729,0.87381401032069
43,5.705926169248292,0.9982287845430664
44,5.283786994461399,0.6792234901586661
45,4.899908210695378,0.9771982523782153
46,5.729156060587904,1.4188704206172296
47,5.296197983876496,1.1708913132909051
48,4.978496858255573,1.4686724565916345
49,5.717790257069711,0.9475422247272803
50,5.325878752956678,1.0871125171890255
51,5.002510063433107,1.2194908619664515
52,5.198132130746105,1.1925113236717817
53,5.298325967194624,1.1053442538799123
54,5.286523802551711,0.9080762883082834
55,5.541460026366456,1.3919504004562213
56,6.133995716161339,1.4811154216349647
57,5.471224745685382,1.2225508703734527
58,5.172855402719814,1.4668543779522234
59,5.533875779606689,1.303244421189791
60,5.837707734818467,1.3752034508774253
61,5.311670850404933,1.213182221688648
62,5.396647697742067,0.8060386605709601
63,5.658074886813085,1.3179029003516718
64,5.519225395158195,0.9256212789029072
65,5.57268701568989,1.088215393883735
66,5.3692211841009705,1.0000844444915205
67,4.7523473947903145,1.4044085980679222
68,5.080688454129094,1.0105089804743188
69,5.4969100192209375,1.3244821524979387
70,5.039541937670939,1.4359459207929286
71,5.336098068522281,1.9017504025743202
72,5.3953589203487535,1.377456815226046
73,4.898893043127578,1.1890439431482547
74,5.345526906017198,1.1928766901427383
75,5.4572617422297025,1.439430423063879
76,4.587092486669758,2.2573443384621092
77,5.281144044277744,1.0300759798059762
78,5.201872504967845,1.7369656221478296
79,5.6528907753513185,1.4840567347394522
80,5.729791077939824,1.5854694629674277
81,5.620532942197199,1.2063653836071957
82,4.42196607899238,1.7566011633207579
83,5.145442614045285,1.5369822460427967
84,5.505729129637384,2.049809179653806
85,5.458402074823035,1.743448654924348
86,4.759773554722141,1.362306141177587
87,5.890410011836712,1.7590355907297368
88,5.565057934833246,1.5297944566534976
89,5.313740887932308,1.7627836301862099
90,5.528893224839514,1.5839323709828692
91,5.239136682352729,1.5581524536381535
92,5.358695137135429,1.59823341189307
93,5.329043560469861,1.7267334909474035
94,5.2713127830700985,1.3052152943712707
95,4.991918637965569,1.3915063426029481
96,5.1869303071334665,1.0209116836638796
97,5.225850019524502,1.4937964220764182
98,5.2943237155641825,1.0838842608678887
99,5.297318546656988,0.7803879606544519
