Generation,Ave_Fitness,Std_Fitness
0,5.487221561426778,1.7516853985063952
1,5.414607620891694,1.4434560605247693
2,4.951916465464899,1.2340566042701375
3,4.914242640162291,1.0608716311668
4,5.460132790605669,0.8958462165161515
5,4.797017759672205,0.9923788637736984
6,5.526266101189039,0.9467268445641652
7,5.654554931098191,1.2188785484160358
8,5.328209023310096,1.343090757960957
9,4.9706257659414295,1.3060064814195769
10,5.01960167670494,1.3432277000674573
11,5.046637344237502,1.297838882401972
12,5.216214402596789,1.2059203129560143
13,5.05581459522105,0.8750893300409358
14,5.096293650137864,1.4064980456966167
15,5.441765942480015,1.2163722193495867
16,5.443991096207969,1.4139085043001889
17,5.349318126178558,1.326345245036084
18,5.588154062377257,1.1219916285581524
19,5.379531962776338,1.3763281680226445
20,4.8939121564465236,1.3828064970237528
21,5.648848910526792,1.686197728626476
22,5.812806441060478,1.3344056136571423
23,5.360311675012425,1.3965635261624925
24,5.076885225284206,1.3464090567871863
25,5.392488885503364,1.2031804041086807
26,5.120946352112508,0.9648503555691564
27,5.056372031267069,1.0997331299700364
28,5.252311486151811,0.9983946343066702
29,5.345266858690097,1.1355413286488354
30,5.204256488187159,1.602272377668165
31,5.264875140175258,1.1150410940894733
32,5.652370854316655,1.1914864744190272
33,5.495771113805872,1.6774862753224415
34,5.885448181663927,0.7178173478226675
35,5.33056699528648,0.948487155514535
36,5.724722186384547,1.4718117555611208
37,5.197331401374999,1.2721009491283055
38,5.249699100646435,1.2926841105510123
39,5.209148667670236,1.1005968345372323
40,5.493681375543199,1.123074218741
41,4.972760070190782,1.0897351463813731
42,5.073080114084277,1.2193730190212968
43,5.178415721915704,1.5067800473660595
44,5.010415002521106,1.1426165385694218
45,5.130612355949244,1.1484017457817277
46,5.546534544161962,1.1278507175097967
47,5.35268318290164,1.2537685719042515
48,5.338860537805773,1.274533258830377
49,4.965753062807219,1.3286323083201106
50,5.522277836570864,0.9668641233831466
51,5.641756769811605,1.1539796434839118
52,5.472958163704363,0.9849203399906573
53,5.263354836564624,1.2415831814115552
54,5.480916088381079,1.2659318423985164
55,5.46860683772018,1.6008673442984778
56,5.426039049343887,1.474512162832276
57,4.8532530525296895,0.9954392584530746
58,5.246504757685143,1.2024099921632325
59,4.456721609891201,1.5170197740998637
60,5.324097134313762,1.0868452815209635
61,4.603618855110397,1.1176089985037336
62,5.539877249756379,1.4226966084274164
63,5.39583127802594,1.0102212855363017
64,5.721386258313094,1.7903535552204328
65,5.034295781893076,1.329307737193124
66,5.272202957015961,1.0960103955509162
67,5.20356791038095,1.0289531690361216
68,4.569473627492477,1.085530288931575
69,5.818062989006561,1.3322554451082658
70,5.530311364595043,1.4537310506989536
71,5.100842917601247,1.0485709501628322
72,5.036045085323083,1.1912520266045903
73,4.937944516223217,1.0116098326189165
74,5.48147927968496,0.975820588683605
75,5.38673451986517,1.061935843598812
76,6.02996809553675,1.2363538257617563
77,5.872949956730427,1.1071411771017796
78,5.371348849019085,1.0431031980194672
79,5.457927777644315,1.1349204116990401
80,5.319744093758606,1.40620299749371
81,5.7833554979179125,0.6316404817023396
82,5.343189557080478,0.9459583337252255
83,4.811893401051291,1.0981096937538954
84,5.41287987965358,1.2907812753169499
85,4.993334335653368,1.1674026125355594
86,5.227684950590385,1.1934242914255353
87,5.096191551136691,1.185317980885975
88,5.262603881381359,1.496747218647692
89,5.252167101499235,1.4017350348062212
90,5.264687042659049,1.1372950466300535
91,5.290955349564609,0.8666688188361329
92,5.427046660719677,1.1990538789688443
93,4.845764962803384,0.8999890486638471
94,5.15144426953965,0.7582705859443514
95,4.845630796755307,1.2573521304146582
96,5.799230495335513,1.3512224503794867
97,5.349994682410873,1.3384485505584198
98,5.661366260328181,1.2896961105090965
99,5.368331746283832,1.579727666314106
