Generation,Ave_Fitness,All_Mate
0,-7.400483027034627,983
1,-5.039075094348303,862
2,-3.573169292811371,836
3,-2.4127136634085526,799
4,-2.1411838296763457,763
5,-2.257451501842097,721
6,-2.0779448007128862,698
7,-0.6609276953993501,647
8,-0.6610797102522298,657
9,-0.8332060668657766,619
10,-0.06690312439361602,560
11,0.3200854619360857,534
12,0.6861308865468758,522
13,0.5137948332932242,512
14,1.0607151877848215,515
15,1.6215960416499653,503
16,0.7714765198105272,504
17,0.7836860026614008,513
18,1.190092760504791,510
19,0.7181214182772722,510
20,1.4848890234858225,512
21,1.3320739511032929,499
22,1.8936463841307927,499
23,1.1853253157522792,501
24,1.5187734006756264,504
25,1.8965713111093567,506
26,1.593723340051507,503
27,1.4461689963588917,500
28,0.9713766330944213,499
29,1.311131119236147,501
30,1.1479332097784016,504
31,1.4755902772896001,505
32,1.4139526592055247,507
33,1.7899114077204692,506
34,0.8808426312516205,510
35,0.39014465771163215,508
36,1.0411409319745806,505
37,1.4350410881954136,503
38,1.162252768997816,502
39,1.6050654015608992,506
40,1.1192572061025272,504
41,1.5373907577866073,505
42,0.3648579578577314,509
43,1.5079203622876265,504
44,1.3355385466674066,504
45,1.2687807068002281,503
46,0.8111786049972346,498
47,1.555111670613565,503
48,1.3201981009580412,504
49,1.1215694411021795,504
50,1.275132915549258,506
51,1.3127345274348423,505
52,1.0579212560947326,502
53,0.8323811374975371,499
54,1.5252422088190343,490
55,1.141485496012701,495
56,0.7599671840406689,484
57,1.590815945716523,487
58,1.1441903424565687,483
59,1.573702707924125,479
60,2.2880643668871197,478
61,1.8947222606991017,475
62,1.475969158569531,473
63,0.7072707282002759,463
64,2.2688894378391966,444
65,2.013509072051646,443
66,1.7360297647708247,453
67,1.7887129397596941,431
68,1.59170986789008,429
69,2.5750002366073867,422
70,2.566243727970162,411
71,2.142592341516596,399
72,1.9739876912794327,416
73,2.5755036600017758,413
74,1.9073039384121608,404
75,2.6001756664534024,395
76,2.4369460418436106,396
77,1.7613952414712635,389
78,2.916038890234832,390
79,1.967119580017335,398
80,2.5451025260171054,405
81,2.348763020168569,397
82,2.382567010843311,400
83,2.3715917051688393,401
84,2.2947803191958123,401
85,2.4207659661516603,396
86,2.530083509480379,387
87,2.0274861862127014,383
88,3.2599777532940664,378
89,2.741285852167867,376
90,2.391058171289399,372
91,2.0862885652689904,383
92,2.832081205026439,365
93,2.5902863627388437,376
94,2.840934737179939,355
95,2.4813061678945645,352
96,2.57895618474984,343
97,3.62598648942509,322
98,2.870894750275877,336
99,2.9434050235995257,343
100,2.668252132394336,345
101,2.38438781200162,338
102,2.9334739200095523,320
103,3.0933074377847642,329
104,3.2006741594339574,323
105,2.6704633169987653,318
106,2.5171932466260882,312
107,2.8408959754023,312
108,2.7109398475526767,309
109,3.1381177010609944,315
110,2.9881303576973437,324
111,3.6359484239508206,315
112,2.561762916973878,319
