Generation,Ave_Fitness,All_Mate
0,-7.571046397652359,1005
1,-5.604287697703828,890
2,-4.341131738239082,791
3,-3.663017641351371,747
4,-3.589584355946796,722
5,-2.9096341879334244,683
6,-2.238590597819548,643
7,-1.4600290769048925,592
8,-1.5664484466541295,560
9,-1.1292207085926038,523
10,0.8295420852696579,475
11,0.25773646653429644,445
12,1.2134423051292071,409
13,-0.11912990793379852,412
14,1.873022230749691,399
15,0.646903615631013,397
16,1.1851460763043973,377
17,2.099593764241098,369
18,0.6403374556597428,382
19,0.872766432233568,390
20,1.0968374974976276,391
21,1.406093641160108,380
22,1.2850597174087637,390
23,1.1187546983063628,362
24,1.85494870881214,355
25,1.8962203066731211,349
26,1.2990039780692646,347
27,2.0386179947202585,347
28,2.2642488190713674,328
29,2.1048038659593233,331
30,2.1544987665647453,334
31,1.6522788900442098,369
32,1.006072277535506,336
33,1.0531330117234314,354
34,1.4814710939332771,347
35,1.4196490530236516,345
36,0.9541049919511623,352
37,1.7595741819382484,360
38,1.6938502515440865,345
39,1.1468753815341894,346
40,1.688781988214644,331
41,1.2182642313465564,344
42,1.3286312837360135,334
43,2.200371754958349,333
44,1.3141768601446617,350
45,1.3128066216963123,357
46,1.1764766019538668,373
47,1.941238297133921,365
48,0.4857896392236205,380
49,1.128292716358043,358
50,1.4322329405968295,362
51,1.778756434737804,378
52,1.1738505993528074,376
53,1.4512244255305706,372
54,1.0873740482890866,374
55,0.7434540384633699,369
56,1.834758522408116,378
57,1.1363470407667404,359
58,1.6515644902300897,375
59,0.3417376160038615,375
60,2.080121647327746,363
61,1.1479751218567742,373
62,1.043483109941052,377
63,1.442484709199563,358
64,1.2727460712536007,369
65,0.7567754028624055,372
66,1.4580206849416908,380
67,1.1573449641383775,387
68,0.8197696631625562,382
69,1.6356857420460744,363
70,1.799483525759351,366
71,1.66004242548855,372
72,0.8700186006429584,370
73,1.1762167809472848,368
74,1.7395291651697828,370
75,1.466708913892806,356
76,0.5854492051464917,359
77,1.4134125338719705,341
78,1.1891899507441603,327
79,1.4210142586915857,334
80,1.654955817071147,329
81,1.1345592295124958,331
82,1.672243890621585,321
83,1.5186135506890324,351
84,1.1277152357789084,341
85,1.4851804893212632,333
86,1.7717158396352235,350
87,1.8896639920400458,343
88,1.452739598715138,342
89,1.8929720827922256,347
90,1.7854074629793752,352
91,0.9675006301378094,375
92,1.3949587002319535,374
93,1.844172766167101,375
94,1.657525794561941,352
95,1.734284348172304,355
96,1.6371698032148891,375
97,0.6195456946613104,383
98,0.8319702714248166,406
99,0.28686381552286166,420
100,1.1220347002684112,405
101,1.045253477862733,368
102,1.5199644545233424,372
103,1.2856664843694827,395
104,1.1467956197653717,375
105,1.281095916999355,368
106,1.360006999283211,367
107,0.2377381881638298,377
108,1.0710016634036075,357
109,0.4755352356397772,377
110,1.2493606375278068,385
111,1.9405543472834217,379
112,0.7424746752950183,381
113,0.135575552625394,400
114,0.9393393238576998,394
115,1.4649974527076892,411
116,0.809060573646965,413
117,0.5026386756618227,432
118,0.2847673764968278,418
119,0.4091120656387648,428
120,0.37041438796956866,421
121,0.7145195174192343,404
122,1.5750491102722481,379
123,1.6238846904117714,354
124,1.877960842387051,379
125,1.7927368965550798,366
126,2.009940569190794,390
127,1.4073808377766803,396
128,0.5217131522423375,413
129,1.3292541881352475,398
130,0.41921570313582296,426
131,0.403393270263009,413
132,0.6674790195115622,406
133,1.50207167955847,382
134,0.7417345910697037,396
135,0.6077166908075501,388
136,1.0341739301345734,362
137,0.7598741654198262,375
138,2.575680279994854,354
139,1.3096366676314708,378
140,1.833119395027946,373
141,1.872871049159537,360
142,1.887358516588764,366
143,2.0161165649791473,366
144,0.6946010375097493,379
145,1.4269706188894933,360
146,1.1321419220803826,376
147,2.19326270255293,366
148,1.8884090458035934,354
149,1.333794623213106,371
150,1.0085768935115176,383
151,1.1188054571640693,397
152,1.330806382722048,375
153,2.221186266617693,372
154,0.9175180578369795,369
155,0.9564266951523293,376
156,1.5850437175738616,358
157,0.7404564344161192,383
158,1.5859374708178846,377
159,1.3869231748505482,388
160,1.186357941382459,398
161,1.1387100440135172,395
162,1.2391454715790113,396
163,1.3552060000246415,383
164,1.8933415925405936,395
165,1.5233704660661778,386
166,0.9748359793339669,416
167,0.8151445530839965,388
168,0.822178850850724,398
169,0.4586787732315746,385
170,1.108654568406209,345
171,1.8292046454132538,374
172,1.5140220303792815,363
173,0.9727878630359595,370
174,1.7063877078338932,364
175,1.43109801840209,377
176,1.6099512841608463,396
177,0.9233670281224158,420
178,0.8582651753829909,391
179,1.215901211210559,411
180,0.9236750741216655,361
181,1.8308712515993346,353
182,1.6498209138742077,340
183,2.685684843709487,329
184,1.588997407676959,332
185,1.5334431545848384,328
186,1.612711495713021,314
187,1.6771084107199854,312
188,0.8840309296627402,325
189,1.9521736119055872,325
190,2.0583912055004845,310
191,1.3069854070345264,298
192,2.059080061223965,278
193,2.2346691369852825,284
194,2.4570527684425105,271
195,2.1280440129197724,269
196,1.7780184701531656,289
197,1.93909038368469,327
198,1.7286414609055156,335
199,1.7690656553213442,334
