Generation,Ave_Fitness,All_Mate
0,-12.680851853000256,1006
1,-11.054526218053432,921
2,-10.466998893777586,903
3,-10.62479418196193,879
4,-9.631357117226257,797
5,-8.449842306370472,782
6,-7.776672210066696,737
7,-7.336042957279095,676
8,-5.4305610177508745,624
9,-6.013649864475948,592
10,-4.559236381023523,602
11,-5.080409892736881,596
12,-4.113651415713599,561
13,-4.447243441434767,564
14,-5.29074902289845,568
15,-5.3080297591347,582
16,-4.045978204665266,580
17,-4.325670508428113,571
18,-4.13648269299211,561
19,-4.194820693904108,545
20,-3.854767994557745,517
21,-3.6811054910306664,520
22,-2.5705810878175948,492
23,-2.3188674878859867,476
24,-1.9625929667078916,469
25,-1.9846715363917367,492
26,-2.469861248553729,462
27,-2.0041611678554245,465
28,-4.082332799518236,455
29,-1.5047703651396356,419
30,-2.407665597034126,442
31,-2.6615817982782666,447
32,-3.0993358168859153,465
33,-3.2095747236455385,442
34,-1.7418236706739934,438
35,-1.7014770396091021,439
36,-1.8104888659008669,459
37,-3.4293438010962376,494
38,-1.2803921660252542,481
39,-2.6693045436096257,478
40,-3.033699160073938,516
41,-3.448411608219942,521
42,-2.551672616604397,514
43,-3.128234211335949,469
44,-1.0922255934717615,410
45,-1.484713278734021,408
46,-2.523213765934955,445
47,-2.4347276012175536,439
48,-2.092820928931093,457
49,-1.39287993359913,457
50,-2.8798660285737254,495
51,-2.4128459989935482,483
52,-1.8083427249011903,457
53,-2.5120731550537063,466
54,-1.7255154359033877,413
55,-1.337745647315063,415
56,-1.8209779163022202,421
57,-2.446679988491975,419
58,-1.5412338696338326,441
59,-1.984769273887045,430
60,-1.0541130786845692,431
61,-2.3525641284782006,446
62,-2.3154986142979626,455
63,-1.309425137177941,464
64,-2.9112752501744676,485
65,-1.9121842082321527,452
66,-2.434271976637008,479
67,-2.7950191061138816,486
68,-1.4583942152605192,445
69,-3.090181197714906,489
70,-3.04687434639858,499
71,-1.6784948817355387,452
72,-2.468155332897173,448
73,-2.7538680642840547,437
74,-2.010342125933667,463
75,-2.820548303349118,477
76,-1.6825905178412193,445
77,-2.682963099528136,436
78,-2.1305616281162627,433
79,-1.2180027793969261,418
80,-1.6485034246096655,433
81,-2.225791859087215,433
82,-2.2195821126737436,430
83,-3.5193639783007553,459
84,-1.378992323209252,432
85,-0.6294027590426073,435
86,-1.8995543874767522,459
87,-0.7984973773991619,449
88,-2.2455811343404726,448
89,-2.3623621737942258,447
90,-1.858900166941483,452
91,-3.006815769432158,487
92,-3.219933043299242,504
93,-2.9361862601914366,520
94,-3.6434963606451394,498
95,-1.9581118772228698,456
96,-2.3545558957076183,461
97,-2.178494019776256,449
98,-3.2504508313075458,436
99,-2.717220441087623,444
100,-1.5564755889646906,441
101,-3.6466022826636375,461
102,-1.8342693367480252,459
103,-2.240330180989806,437
104,-2.544150451906226,444
105,-3.098244816120123,423
106,-0.34622272697051737,371
107,-1.4896718182984188,384
108,-2.031091010848205,396
109,-1.4562398829237295,424
110,-3.3111319497320273,468
111,-2.307542255243934,504
112,-2.947196432741373,470
113,-1.934936669692324,433
114,-1.1857334120702951,415
115,-1.448828939870713,445
116,-1.698194126937455,442
117,-2.283578167089702,444
118,-3.297503464984177,460
119,-3.335688997453243,487
120,-2.7687765168972005,503
121,-2.7209484104847683,501
122,-1.9764653801030427,456
123,-2.253961126129675,469
124,-1.458473307754115,489
125,-2.296743404401793,472
126,-2.050151055665762,457
127,-1.8609066068208588,468
128,-2.7108330271442918,484
129,-3.217077171898096,515
130,-2.5354133587656706,520
131,-1.4702864075728543,509
132,-3.3765138112816375,546
133,-2.705736675538852,469
134,-1.6128602526127096,473
135,-1.6157723703095834,430
136,-1.7093495824740972,406
137,-1.0694864527500385,344
138,0.05654572546495386,330
139,-0.7451186635514587,357
140,-1.384591905877769,358
141,0.6808210080476063,358
142,-0.8031041933652717,381
143,0.23147428321753283,342
144,-0.6109155991864662,373
145,-0.9843562336012203,370
146,-1.6348707140084489,432
147,-1.2140205861281803,412
148,-0.9809750410653514,430
149,-2.642769483215167,459
150,-3.8162508286303165,466
151,-2.0686984089846203,435
152,-2.024791616081554,467
153,-3.2861528877292336,446
154,-3.31552196848093,462
155,-1.9098141336176908,439
156,-2.600511227978395,479
157,-1.4543327941131183,467
158,-2.563814992734272,475
159,-2.863758274987092,473
160,-2.875969730175504,469
161,-2.712743406074153,452
162,-1.2929570144600477,442
163,-1.5520074013416483,422
164,-0.9028205918002165,369
165,-1.5178640537294295,382
166,-0.5079000844845831,356
167,-2.6249884382035833,423
168,-0.9037362291495932,385
169,0.2270964969754221,383
170,-1.9249840352316219,419
171,-1.338462479755799,400
172,-0.1457665061763461,382
173,-2.131101830135778,424
174,-1.0161096609271558,436
175,-3.3197789699491267,470
176,-3.9117082627003286,498
177,-2.3306584823588476,489
178,-2.427404963898368,481
179,-2.7070028032818167,461
180,-2.3769848513336216,441
181,-2.2426971400095197,470
182,-3.547252769493019,516
183,-3.785231586716622,507
184,-2.116226235397813,506
185,-3.0332477440134267,508
186,-2.9777214798239013,492
187,-3.1360845928240786,472
188,-2.224714270087789,441
189,-2.2681145746803755,414
190,-1.3412801072336078,397
191,-0.6248451260589427,361
192,-0.6176266781756635,354
193,0.07275615239447665,352
194,-1.10916046065475,386
195,-1.0631777762137538,378
196,-0.19585960849860343,375
197,-1.739272167552477,404
198,-1.761721517293769,424
199,-2.3214502539122357,405
