Generation,Average Fitness,Stddev Fitness,Average Threshold,Stdev Threhold
0,30.361154025009846,18.775788813123977,4.946932129722737,0.7127198180932643
1,24.247332514074976,24.395797492960202,5.145992742388507,0.7935282901299617
2,26.655758040665177,20.767220156944184,5.183613394773255,0.7472572545515273
3,29.34625965582909,18.026199203515,5.307891994017226,0.6807402095632543
4,30.610710732856166,26.10046907763473,4.859661482935603,0.8893149426769634
5,26.514971448177796,22.795073874374257,4.784409433927941,0.9255433859034019
6,19.045629646577005,11.36301377455795,5.24799783335426,0.6910189448942007
7,29.27831264161471,18.31090210959481,5.577695863588474,0.40516479664366384
8,34.22606756594864,30.981533279592178,5.664059548479804,0.20256060787514002
9,27.964769152263738,15.933355694892823,5.64851556700634,0.230381259386371
10,34.890989610144246,29.506265410847618,5.662855884119448,0.16879727327685204
11,39.99939068533078,28.35867590391746,5.590578319223736,0.15548576702141528
12,19.916379540477738,15.60126244280975,5.593191437166672,0.18332608991249125
13,32.0904594982445,21.544457600329444,5.6636691776491945,0.19154014192655988
14,32.52560121645935,29.017279132757622,5.653340105799221,0.1856401615342019
15,40.58548388107645,28.57893408080653,5.658036788497476,0.23319527940658644
16,38.37770129529231,39.567486567749356,5.771640807656551,0.20081639434709808
17,30.506009846344348,26.40821504571022,5.815720982516039,0.22565586098732915
18,33.453054086430285,24.49567401744169,5.709789415319405,0.1923976955076222
19,25.373779690322817,19.94926317139062,5.591418983279604,0.16971411007767842
20,25.6333798815622,18.82970145302625,5.603688976258939,0.29476114788146185
21,29.60345878966704,28.44403806615396,5.48680428047385,0.33544114032382294
22,28.362446518604106,19.3931187916673,5.585581207404173,0.3723233236551153
23,25.683873473105024,14.115477994545147,5.448658616031032,0.3449773554986332
24,36.120038796492565,29.518276980485016,5.388755020124815,0.31969669093103487
25,26.490563417383235,18.21439968551591,5.536284150505462,0.3201137430296822
26,31.97095681275356,22.478972328949933,5.4350059425909505,0.30852084280221787
27,23.754787178608673,23.35416694613529,5.438074156015649,0.25827091295913546
28,25.332482582686357,16.91836222814017,5.295925517871298,0.2655016523287645
29,26.86891034142537,12.989352377897006,5.412432070209769,0.3337108813116993
30,34.09028464120046,25.275531548426716,5.323254832224835,0.3097843875366455
31,33.247237063455096,21.273761174212545,5.318717052828868,0.3812091383126201
32,26.148902196469358,15.497872281463282,5.3018849181976595,0.3157514764767641
33,27.935646808358285,18.250427511812628,5.385174673528248,0.31349542888420867
34,36.87889277641905,26.568910748513456,5.341805868695405,0.25928880651189906
35,25.13476255130204,22.729087371875913,5.369582539039746,0.21468073249493272
36,27.72575649229055,15.923729356479674,5.346285176439379,0.20792596033047372
37,23.700950035743,15.294078637833278,5.384767347002952,0.24121846923731116
38,30.91195925548115,22.71190842706705,5.38070428953705,0.266956969367545
39,28.117997888739147,31.618821346714608,5.368557916681679,0.2206537789740472
40,28.90780325982173,24.733441269460027,5.380753208001137,0.16048213893293586
41,32.650475728605066,27.36017803035988,5.501303939128265,0.19185233421440429
42,30.501157903018292,24.150244065074773,5.493194126349948,0.18344994654570024
43,32.34835823500295,25.48911551107906,5.451275291569333,0.229598215477536
44,26.000878518392454,22.163228157505735,5.47712612515456,0.21202967748170726
45,36.89640699351667,22.082426438835796,5.384674808464642,0.24564121183352788
46,30.851786989612414,28.643769550567246,5.346777857305396,0.2708099530095582
47,27.721898271569465,34.09492974244853,5.2401196021095595,0.32828699173163256
48,31.08977339611615,24.229579141058743,5.125128771564471,0.37354951463201874
49,22.918071187898455,12.470220906114124,5.190424278940659,0.29068602759558143
50,26.986559928721828,31.576384765349413,5.278253315093424,0.2386795761112723
51,30.290724746324837,25.21238008599818,5.054732850916644,0.19629555203474164
52,21.872636433889404,17.087993952800836,5.021539308100429,0.1960483316807275
53,24.56787777298479,18.189547375173685,5.0562364036033705,0.21161839456473458
54,22.82954947477313,23.789108868118213,4.919447499581185,0.20926417540363165
55,25.659688254507092,17.691496131267545,4.85081918700701,0.22775433242180523
56,29.067001376491067,18.750181183924223,4.882592250276517,0.27046814922423357
