Mating_Steps,Fitness_Mating,Num_Look_Before_1_Mating
3,22.162181428174183,7
2,13.357161799931978,11
2,13.049521961817925,11
2,12.776457972233779,11
3,12.776026301081135,11
3,12.163024636847943,9
2,12.105041133388061,11
3,11.918652804663296,9
2,11.79432235566307,11
2,11.761550296464094,11
2,11.527126043602983,11
3,10.90140358662838,9
2,10.438126793082299,11
2,10.282329892452898,11
3,10.058777436925016,9
3,9.77977729560478,9
2,9.585472663779935,11
3,9.403045128922336,9
3,9.39074363259718,9
3,9.258829520972288,9
2,8.973478983545014,11
4,8.756750612542302,9
3,8.452359354862933,9
2,8.300427705816503,11
3,7.9290951585685985,7
3,7.785544875247318,9
3,7.763594525611591,9
2,7.726753605812062,11
2,7.34874268019399,11
2,7.179360746485607,11
2,7.170822577940719,11
3,6.986575999291884,7
4,6.969062096124757,8
2,6.827171674887656,11
2,6.7839987515155435,11
2,6.559441433675967,11
4,6.36400165260398,1
3,6.289890485199603,9
2,6.280539614103759,11
2,6.2370186651144115,11
3,6.206164107440721,9
3,5.958063517774654,9
3,5.875402902904677,7
3,5.427666259636632,7
2,5.409116487818629,11
3,5.388776169883119,9
2,5.315925522925498,11
3,5.182819235952836,9
3,5.135299263209911,9
2,5.021570109646265,11
2,4.9144082902670885,11
3,4.806334276480348,9
3,4.7439994539507016,9
2,4.7176332233509095,11
2,4.538016649302225,11
2,4.379287326435138,11
3,4.315266236788542,9
2,4.298018536695004,11
3,4.266555342072726,9
3,4.25078623206936,9
3,4.197991758688048,7
3,4.14496970242867,9
3,4.090203957672603,9
2,3.7619212297714517,11
3,3.6984691419585136,7
2,3.5846992675178067,11
3,3.479273174357054,9
2,3.465595945403546,11
2,3.4556254393783616,11
2,3.368700610240329,11
3,3.2151521463371386,9
2,3.1961504028865395,11
3,2.9909777151924555,9
4,2.9440311837607345,8
3,2.841209181411613,9
2,2.4605861141514316,11
3,2.1660135797872684,9
3,1.3900991196475312,9
3,0.0,9
2,0.0,11
3,0.0,9
2,0.0,11
2,0.0,11
2,0.0,11
2,0.0,11
3,0.0,9
2,0.0,11
3,0.0,9
2,0.0,11
2,0.0,11
2,0.0,11
2,0.0,11
2,0.0,11
2,0.0,11
2,0.0,11
4,0.0,9
2,0.0,11
3,0.0,7
2,0.0,11
3,0.0,9
