Mating_Steps,Fitness_Mating,Num_Look_Before_1_Mating
3,16.810631748664832,3
3,12.505363788724711,3
3,12.394049237500612,3
3,12.094933280181762,3
3,11.30948431326776,3
3,11.086104708404626,3
3,10.890185939787614,3
3,10.711003854569228,3
3,10.291164765128972,3
4,9.689330049739358,3
3,9.642792140354503,3
3,9.52587439338371,3
3,9.480720623611832,3
3,9.363657523477155,3
4,9.297329235625694,3
3,9.287086790996412,3
3,9.061442704631729,3
4,8.985289726621309,3
3,8.970368148598016,3
3,8.93790028213693,3
3,8.75616816351461,3
3,8.66470403140902,3
3,8.644853329879865,3
3,8.065151050037121,3
4,7.92290303440009,3
4,7.916407430193505,3
4,7.911826704713214,3
3,7.508002154497506,3
3,7.39177837741499,3
3,7.387503073744385,3
3,7.305117498480993,3
3,7.288629256854456,3
4,7.251065740111784,3
3,7.095325163237135,3
4,6.945772557177374,3
4,6.922596256352965,3
3,6.843435873585879,3
4,6.83834280104119,3
3,6.652498900863266,3
3,6.61563264964869,3
4,6.47476514375391,3
3,6.419501317388836,3
4,6.191877560860547,3
3,6.143137011351346,3
4,6.137972020954204,3
3,6.014302394695421,3
4,5.781698704988967,3
3,5.781633864703606,3
3,5.776558944316911,3
3,5.728515010031893,3
3,5.644647192979155,3
4,5.58621032646032,3
3,5.473869396953976,3
3,5.1989565509207285,3
3,5.112668117613208,3
3,5.042675006128769,3
3,5.025814148849842,3
4,4.9517143854246015,2
3,4.934940772094663,3
4,4.87921161825616,3
3,4.798889001448295,3
3,4.78099755286258,3
3,4.696869691525595,3
3,4.640830449320622,3
3,4.596584726711849,3
3,4.522910281289421,3
3,4.411761809691172,3
4,4.339742229115317,3
3,4.206443948211627,3
3,4.170333083481124,3
3,4.054482045258635,3
3,3.930238283594761,3
3,3.929355920341652,3
3,3.841529429299559,3
3,3.7847036135439858,3
3,3.683430793926365,3
3,3.5481161785877218,3
3,3.2392761940397232,3
3,2.9213071581636383,3
4,2.8369433328396845,3
3,2.5170697080826554,3
4,2.4676208413001284,3
3,2.392878166582256,3
3,2.1622291467023653,3
3,2.077141030775074,3
3,1.9842616821054158,3
3,1.870160688698658,3
4,1.7899777243257438,3
4,1.2353209184284033,3
4,1.1714198021616147,3
3,0.0,3
3,0.0,3
3,0.0,3
3,0.0,3
3,0.0,3
3,0.0,3
3,0.0,3
4,0.0,3
3,0.0,3
3,0.0,3
