Mating_Steps,Fitness_Mating,Num_Look_Before_1_Mating
3,16.396688557631244,3
2,12.758316092037125,12
2,12.014430755694455,12
3,11.509591453557395,8
3,10.815247418578346,8
3,10.439287579563342,8
3,9.925088717955784,6
4,9.913511503612716,3
2,9.872176166369014,12
3,9.79353923498047,8
2,9.45029576752328,12
3,9.216764323852793,8
2,9.1124917104853,12
4,8.888663774414443,3
3,8.480683348537564,3
2,8.25163584197058,12
2,8.233253054808994,12
3,8.196052265323575,8
3,8.13578893247289,8
3,7.969513953176175,8
4,7.967843383286709,3
3,7.84458394755433,8
3,7.74127336882391,9
2,7.69382390815886,12
2,7.645905381404127,12
2,7.568293633441193,12
2,7.282099063892783,12
3,7.171027112028781,8
3,6.993051537321568,8
2,6.981675980440979,12
3,6.767168044267664,8
3,6.674591032397811,3
2,6.649042123268952,12
3,6.60848405930989,8
2,6.399875498323522,12
2,6.2594631367243805,12
4,6.257935773447867,3
2,6.221240685782437,12
4,6.180016978692388,3
2,6.135450652491775,12
2,6.117189206778043,12
2,6.098507185323691,12
2,6.076704894712185,12
2,6.075055878591614,12
2,6.011868191017018,12
2,6.000710729641074,12
2,5.828417112685272,12
3,5.7141876527083415,8
3,5.636222043556533,8
3,5.628081182892638,3
4,5.505504240777875,3
2,5.422388287972195,12
2,5.364820665792957,12
4,5.30415161463492,3
3,5.228972520551378,8
3,5.074247454406891,8
2,5.002830569119782,12
3,4.685996592638361,8
4,4.677888610048193,3
2,4.330050869201134,12
2,4.324459749798406,12
2,4.2303640988443,12
5,4.086378666655789,4
3,3.991040248649192,8
2,3.708300933874666,12
3,3.619041879740072,8
3,3.556620592067814,8
4,3.4941854874546254,4
3,3.4939606590615844,8
4,3.4391893376723175,3
3,3.2473902890132624,8
2,3.1030992530027435,12
3,2.8558860192744846,3
3,2.621324073015259,8
3,2.0467128251010256,3
3,0.35660658491740005,8
2,0.0,12
2,0.0,12
2,0.0,12
3,0.0,3
2,0.0,12
3,0.0,3
3,0.0,3
2,0.0,12
3,0.0,3
2,0.0,12
2,0.0,12
2,0.0,12
2,0.0,12
2,0.0,12
2,0.0,12
2,0.0,12
2,0.0,12
2,0.0,12
2,0.0,12
2,0.0,12
3,0.0,8
2,0.0,12
2,0.0,12
2,0.0,12
