Mating_Steps,Fitness_Mating,Num_Look_Before_1_Mating
3,14.806418429736583,4
3,14.450270038976388,4
3,13.978831777714369,4
3,13.8491525749524,4
3,13.83711723729973,4
3,12.41383267252727,4
4,11.697946152667381,4
3,10.454636702289534,4
3,10.377629781298912,4
3,10.239780596521701,10
3,9.883114244638286,4
3,9.85428745603092,4
3,9.85292235484517,4
4,9.38444650894369,4
3,9.168662941929348,4
3,8.794140582753268,4
3,8.584893625201884,4
3,8.468476604492203,4
3,8.420189721706631,4
3,8.332257408574725,4
3,8.25985672648652,4
3,8.131946729855155,4
3,8.084239239073444,4
3,8.058529344362878,4
3,7.906480280694922,4
3,7.8345482951753525,4
3,7.811965845987366,4
3,7.678824113785888,4
3,7.545484473180993,4
3,7.513778911990089,4
3,7.492742382917129,4
3,7.398605438282644,4
3,7.31658101011074,4
3,7.250761679787338,4
4,7.087175239411174,4
3,7.031395465096223,4
3,6.969487396286125,10
3,6.96364032112986,4
3,6.879177329793817,4
3,6.874001568987339,4
3,6.839977331854353,4
4,6.742695474102359,4
3,6.676747831073056,10
3,6.654431050992608,4
3,6.643769082774347,4
4,6.484067438245067,4
3,6.416687739651058,4
3,6.2908867465032685,10
4,6.125341903680626,4
3,6.052477560105567,4
3,6.040807045796681,4
4,6.011528535894692,4
3,5.99562756737998,4
3,5.993577845367456,4
3,5.938894089699279,4
3,5.925756490061381,4
3,5.6886012919089595,4
4,5.536930371896075,4
3,5.517589970684046,4
3,5.474609895585678,4
4,5.289538568033796,4
3,5.1624235479669185,10
3,5.156113865801609,4
3,5.144973422839444,4
3,4.925481523523145,4
3,4.691417429658065,4
3,4.672875851839719,4
3,4.652680921930728,4
3,4.625270467333451,4
3,4.564526827212157,4
3,4.428502119053655,4
3,4.404996293158891,10
3,4.386098786820424,4
3,4.2924061618981435,4
3,4.257203317563573,4
3,4.1091458620719274,4
3,3.8191463464645325,4
3,3.816958509235258,4
3,3.723380984925992,4
3,3.553987613290153,4
3,3.3647704039947226,4
4,3.3628653012949137,4
3,2.9508118275193596,4
3,2.9344266515275645,4
3,2.7884072231928796,4
3,2.516172360956048,4
3,2.336563854608415,4
3,1.6696162608248466,10
3,1.4639049127822998,4
3,1.3604667170874247,10
4,0.0,4
4,0.0,4
3,0.0,4
3,0.0,4
3,0.0,4
3,0.0,4
3,0.0,4
3,0.0,4
3,0.0,10
3,0.0,10
