Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.45,0.7,0.45,0.65,0.5
1,0.45,0.65,0.55,0.6,0.45
2,0.35,0.8,0.15,0.7,0.3
3,0.25,0.6,0.3,0.45,0.35
4,0.25,0.6,0.45,0.3,0.4
5,0.25,0.55,0.2,0.25,0.65
6,0.45,0.45,0.4,0.3,0.65
7,0.1,0.4,0.2,0.45,0.4
8,0.25,0.35,0.15,0.5,0.5
9,0.4,0.3,0.2,0.4,0.45
10,0.35,0.5,0.35,0.3,0.45
11,0.25,0.35,0.75,0.35,0.25
12,0.25,0.35,0.75,0.5,0.5
13,0.45,0.35,0.75,0.3,0.4
14,0.4,0.7,0.5,0.15,0.4
15,0.45,0.7,0.45,0.25,0.45
16,0.45,0.75,0.55,0.5,0.5
17,0.55,0.6,0.25,0.3,0.5
18,0.4,0.5,0.35,0.1,0.4
19,0.4,0.6,0.4,0.05,0.35
20,0.1,0.6,0.45,0.1,0.55
21,0.3,0.6,0.25,0.25,0.55
22,0.15,0.5,0.25,0.4,0.4
23,0.2,0.6,0.45,0.25,0.3
24,0.3,0.6,0.45,0.2,0.3
25,0.3,0.65,0.45,0.4,0.35
26,0.45,0.5,0.4,0.5,0.25
27,0.45,0.3,0.55,0.5,0.1
28,0.35,0.25,0.6,0.3,0.25
29,0.6,0.35,0.5,0.6,0.2
30,0.4,0.6,0.45,0.6,0.3
31,0.5,0.65,0.35,0.35,0.3
32,0.5,0.6,0.45,0.6,0.4
33,0.3,0.65,0.45,0.55,0.5
34,0.55,0.6,0.35,0.55,0.35
35,0.35,0.55,0.4,0.4,0.25
36,0.2,0.45,0.35,0.5,0.45
37,0.35,0.65,0.65,0.2,0.25
38,0.3,0.65,0.4,0.25,0.4
39,0.5,0.5,0.55,0.3,0.3
40,0.4,0.45,0.5,0.35,0.5
41,0.4,0.5,0.6,0.35,0.4
42,0.25,0.4,0.55,0.4,0.35
43,0.45,0.3,0.15,0.35,0.45
44,0.55,0.25,0.25,0.25,0.45
45,0.5,0.5,0.45,0.3,0.25
46,0.5,0.55,0.45,0.25,0.3
47,0.5,0.45,0.25,0.6,0.2
48,0.6,0.55,0.45,0.55,0.2
49,0.45,0.35,0.3,0.55,0.45
50,0.35,0.5,0.35,0.45,0.7
51,0.4,0.4,0.4,0.5,0.55
52,0.55,0.55,0.35,0.65,0.65
53,0.8,0.7,0.35,0.4,0.45
54,0.8,0.45,0.4,0.35,0.55
55,0.65,0.25,0.35,0.3,0.65
56,0.6,0.1,0.5,0.2,0.45
57,0.55,0.2,0.65,0.2,0.35
58,0.1,0.25,0.4,0.25,0.3
59,0.3,0.3,0.55,0.35,0.4
60,0.3,0.4,0.3,0.45,0.35
61,0.4,0.4,0.55,0.5,0.45
62,0.5,0.45,0.65,0.65,0.7
63,0.4,0.4,0.5,0.75,0.5
64,0.4,0.45,0.35,0.7,0.35
65,0.45,0.6,0.2,0.65,0.35
66,0.35,0.6,0.45,0.65,0.45
67,0.35,0.6,0.65,0.75,0.3
68,0.35,0.6,0.55,0.7,0.45
69,0.7,0.55,0.55,0.6,0.5
70,0.35,0.7,0.6,0.6,0.45
71,0.25,0.7,0.6,0.5,0.35
72,0.45,0.5,0.6,0.4,0.15
73,0.2,0.35,0.45,0.5,0.2
74,0.4,0.25,0.4,0.55,0.5
75,0.45,0.3,0.2,0.55,0.65
76,0.45,0.4,0.4,0.45,0.45
77,0.45,0.35,0.4,0.35,0.5
78,0.55,0.6,0.45,0.25,0.2
79,0.6,0.45,0.35,0.2,0.35
80,0.65,0.4,0.25,0.2,0.45
81,0.7,0.4,0.15,0.15,0.4
82,0.75,0.55,0.3,0.4,0.5
83,0.8,0.5,0.35,0.4,0.35
84,0.6,0.65,0.35,0.45,0.4
85,0.5,0.6,0.45,0.3,0.4
86,0.35,0.65,0.5,0.45,0.45
87,0.4,0.7,0.4,0.4,0.3
88,0.6,0.65,0.4,0.25,0.4
89,0.55,0.45,0.5,0.25,0.55
90,0.4,0.5,0.4,0.35,0.6
91,0.2,0.3,0.3,0.2,0.75
92,0.35,0.6,0.15,0.3,0.6
93,0.35,0.6,0.35,0.5,0.65
94,0.5,0.55,0.55,0.55,0.5
95,0.75,0.4,0.65,0.55,0.45
96,0.75,0.7,0.45,0.5,0.35
97,0.55,0.4,0.4,0.35,0.2
98,0.5,0.5,0.3,0.5,0.15
99,0.7,0.45,0.3,0.4,0.25
