Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.6,0.7,0.65,0.4,0.6,0.75,0.6,0.55,0.3,0.5
1,0.65,0.5,0.65,0.3,0.6,0.6,0.65,0.5,0.6,0.45
2,0.8,0.7,0.5,0.4,0.55,0.65,0.65,0.5,0.9,0.5
3,0.7,0.6,0.6,0.55,0.3,0.75,0.4,0.5,0.9,0.4
4,0.9,0.45,0.65,0.3,0.75,0.6,0.4,0.75,0.95,0.8
5,0.85,0.3,0.55,0.5,0.55,0.9,0.3,0.7,0.9,0.55
6,0.8,0.05,0.65,0.35,0.6,0.9,0.3,0.7,0.9,0.45
7,0.7,0.1,0.6,0.35,0.35,0.85,0.3,0.5,0.9,0.6
8,0.65,0.15,0.6,0.6,0.15,0.8,0.4,0.45,0.7,0.6
9,0.65,0.25,0.65,0.45,0.2,0.6,0.35,0.4,0.65,0.6
10,0.65,0.45,0.4,0.35,0.05,0.85,0.3,0.2,0.6,0.8
11,0.7,0.45,0.55,0.45,0.1,0.8,0.45,0.15,0.75,0.6
12,0.75,0.25,0.5,0.45,0.05,0.7,0.25,0.15,0.8,0.55
13,0.8,0.2,0.35,0.5,0.1,0.55,0.15,0.3,1.0,0.65
14,0.7,0.4,0.25,0.5,0.3,0.5,0.15,0.15,0.8,0.75
15,0.85,0.35,0.3,0.65,0.55,0.65,0.3,0.2,0.7,0.75
16,0.85,0.35,0.2,0.5,0.6,0.75,0.2,0.2,0.75,0.75
17,0.7,0.3,0.2,0.35,0.5,0.7,0.25,0.1,0.75,0.75
18,0.85,0.05,0.15,0.5,0.2,0.55,0.4,0.2,0.6,0.75
19,0.85,0.1,0.05,0.45,0.25,0.5,0.5,0.25,0.6,0.9
20,1.0,0.35,0.2,0.7,0.5,0.55,0.6,0.6,0.4,0.75
21,0.95,0.25,0.2,0.8,0.55,0.8,0.35,0.35,0.6,0.55
22,0.65,0.2,0.35,0.9,0.5,0.8,0.65,0.2,0.75,0.7
23,0.45,0.15,0.05,0.85,0.55,0.6,0.55,0.35,0.75,0.8
24,0.65,0.25,0.0,0.75,0.55,0.3,0.65,0.45,0.75,0.85
25,0.5,0.25,0.1,0.7,0.65,0.1,0.8,0.45,0.55,0.9
26,0.5,0.35,0.05,0.55,0.9,0.35,0.85,0.5,0.5,0.85
27,0.4,0.4,0.1,0.6,0.95,0.45,0.7,0.25,0.75,0.75
28,0.5,0.65,0.3,0.65,0.85,0.3,0.45,0.25,0.85,0.65
29,0.45,0.55,0.2,0.55,0.85,0.25,0.65,0.35,0.65,0.6
30,0.25,0.55,0.1,0.45,0.8,0.35,0.8,0.25,0.65,0.45
31,0.15,0.4,0.1,0.45,0.8,0.4,0.7,0.3,0.7,0.5
32,0.3,0.55,0.05,0.65,0.6,0.3,0.45,0.3,0.6,0.45
33,0.15,0.55,0.15,0.8,0.5,0.45,0.35,0.75,0.7,0.45
34,0.15,0.6,0.45,0.75,0.45,0.4,0.45,0.8,0.9,0.55
35,0.4,0.4,0.4,0.85,0.35,0.3,0.45,0.65,0.75,0.65
36,0.1,0.1,0.45,0.8,0.55,0.45,0.3,0.6,0.5,0.8
37,0.3,0.3,0.5,0.8,0.55,0.5,0.3,0.45,0.45,0.65
38,0.15,0.4,0.6,0.75,0.65,0.5,0.5,0.2,0.4,0.75
39,0.4,0.35,0.65,0.45,0.7,0.6,0.6,0.25,0.45,0.85
40,0.6,0.35,0.3,0.55,0.7,0.65,0.75,0.5,0.4,0.75
41,0.4,0.3,0.4,0.4,0.4,0.55,0.9,0.7,0.3,0.65
42,0.45,0.3,0.55,0.3,0.25,0.7,0.85,0.55,0.25,0.75
43,0.25,0.15,0.5,0.25,0.3,0.35,0.7,0.6,0.4,0.85
44,0.15,0.45,0.55,0.4,0.4,0.55,0.8,0.4,0.55,0.7
45,0.3,0.5,0.6,0.5,0.45,0.5,0.7,0.35,0.5,0.6
46,0.45,0.25,0.4,0.4,0.6,0.55,0.5,0.55,0.55,0.7
47,0.55,0.45,0.45,0.35,0.55,0.65,0.3,0.45,0.8,0.65
48,0.6,0.45,0.45,0.4,0.55,0.6,0.4,0.6,0.65,0.6
49,0.45,0.6,0.45,0.7,0.55,0.6,0.4,0.5,0.7,0.75
50,0.5,0.8,0.35,0.6,0.55,0.6,0.3,0.55,0.75,0.8
51,0.5,0.9,0.45,0.6,0.55,0.55,0.35,0.4,0.8,0.7
52,0.6,0.75,0.7,0.65,0.55,0.55,0.3,0.65,0.9,0.5
53,0.45,0.8,0.6,0.55,0.45,0.65,0.6,0.5,0.85,0.65
54,0.6,0.75,0.65,0.6,0.35,0.7,0.7,0.3,0.95,0.4
55,0.5,0.9,0.55,0.45,0.6,0.55,0.95,0.5,1.0,0.8
56,0.3,0.9,0.4,0.35,0.5,0.7,0.95,0.35,0.85,0.8
57,0.3,0.85,0.45,0.2,0.45,0.5,0.95,0.6,0.8,0.7
58,0.35,0.8,0.65,0.25,0.25,0.35,0.85,0.55,0.6,0.55
59,0.4,0.85,0.75,0.2,0.6,0.4,0.9,0.35,0.35,0.5
60,0.6,0.8,0.7,0.1,0.55,0.45,0.8,0.3,0.6,0.35
61,0.5,0.75,0.75,0.3,0.55,0.25,0.7,0.4,0.45,0.25
62,0.45,0.65,0.65,0.25,0.6,0.25,0.65,0.45,0.65,0.2
63,0.75,0.75,0.6,0.1,0.3,0.25,0.45,0.25,0.6,0.3
64,0.5,0.55,0.65,0.25,0.3,0.55,0.45,0.3,0.4,0.2
65,0.65,0.7,0.6,0.1,0.4,0.45,0.4,0.35,0.55,0.1
66,0.55,0.7,0.7,0.2,0.55,0.35,0.45,0.35,0.55,0.2
67,0.55,0.65,0.75,0.15,0.8,0.2,0.6,0.35,0.5,0.2
68,0.55,0.6,0.85,0.4,0.75,0.3,0.6,0.6,0.55,0.3
69,0.25,0.95,0.8,0.2,0.8,0.35,0.5,0.65,0.6,0.25
70,0.25,0.85,0.75,0.0,0.85,0.35,0.5,0.55,0.7,0.35
71,0.45,0.7,0.85,0.1,0.8,0.25,0.5,0.55,0.85,0.2
72,0.6,0.85,0.65,0.3,0.75,0.35,0.75,0.5,0.85,0.3
73,0.8,0.8,0.55,0.2,0.75,0.3,0.6,0.65,0.85,0.45
74,0.45,0.75,0.75,0.2,0.7,0.55,0.75,0.65,0.9,0.55
75,0.6,0.65,0.7,0.25,0.25,0.6,0.35,0.4,0.85,0.65
76,0.6,0.45,0.7,0.3,0.35,0.6,0.35,0.35,0.85,0.8
77,0.6,0.25,0.75,0.55,0.25,0.65,0.3,0.1,0.95,0.85
78,0.75,0.35,0.85,0.65,0.2,0.75,0.1,0.2,1.0,0.9
79,0.65,0.25,0.75,0.5,0.25,0.75,0.2,0.25,0.85,0.75
80,0.7,0.5,0.9,0.4,0.6,0.85,0.5,0.3,0.85,0.7
81,0.65,0.3,0.85,0.5,0.4,0.75,0.35,0.2,0.9,0.8
82,0.65,0.35,0.95,0.35,0.55,0.75,0.3,0.1,0.75,0.85
83,0.45,0.3,0.85,0.3,0.5,0.6,0.15,0.15,1.0,0.9
84,0.45,0.3,0.8,0.4,0.6,0.75,0.1,0.25,0.8,0.85
85,0.65,0.25,0.75,0.35,0.5,0.7,0.2,0.1,0.6,0.9
86,0.6,0.55,0.6,0.4,0.7,0.5,0.2,0.0,0.6,0.8
87,0.45,0.5,0.6,0.25,0.8,0.45,0.25,0.1,0.75,0.6
88,0.45,0.3,0.5,0.3,0.85,0.35,0.35,0.1,0.7,0.6
