Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.45,0.55,0.65,0.6,0.5
1,0.4,0.5,0.6,0.35,0.45
2,0.55,0.35,0.55,0.3,0.35
3,0.65,0.35,0.6,0.4,0.55
4,0.5,0.45,0.3,0.25,0.45
5,0.4,0.55,0.25,0.55,0.45
6,0.45,0.25,0.45,0.4,0.3
7,0.6,0.15,0.4,0.3,0.3
8,0.4,0.3,0.55,0.45,0.3
9,0.45,0.2,0.45,0.3,0.35
10,0.4,0.2,0.55,0.6,0.35
11,0.3,0.15,0.65,0.65,0.35
12,0.4,0.3,0.4,0.75,0.5
13,0.35,0.4,0.15,0.3,0.4
14,0.3,0.3,0.4,0.5,0.35
15,0.15,0.4,0.45,0.15,0.6
16,0.25,0.4,0.4,0.45,0.45
17,0.2,0.5,0.45,0.55,0.35
18,0.3,0.65,0.35,0.4,0.5
19,0.2,0.35,0.3,0.4,0.55
20,0.2,0.5,0.25,0.25,0.6
21,0.35,0.55,0.55,0.15,0.35
22,0.5,0.5,0.3,0.15,0.55
23,0.7,0.55,0.3,0.2,0.4
24,0.85,0.6,0.35,0.15,0.15
25,0.7,0.55,0.25,0.2,0.1
26,0.75,0.6,0.3,0.1,0.3
27,0.55,0.55,0.4,0.05,0.2
28,0.7,0.5,0.25,0.3,0.15
29,0.45,0.55,0.45,0.25,0.35
30,0.6,0.45,0.6,0.15,0.1
31,0.55,0.3,0.5,0.2,0.15
32,0.5,0.2,0.15,0.35,0.3
33,0.4,0.2,0.3,0.35,0.45
34,0.35,0.35,0.25,0.35,0.7
35,0.5,0.25,0.1,0.25,0.6
36,0.75,0.25,0.3,0.3,0.6
37,0.75,0.55,0.6,0.35,0.4
38,0.5,0.35,0.65,0.35,0.5
39,0.55,0.45,0.25,0.65,0.5
40,0.6,0.6,0.35,0.45,0.45
41,0.45,0.45,0.55,0.2,0.45
42,0.6,0.35,0.45,0.45,0.4
43,0.4,0.5,0.55,0.55,0.45
44,0.3,0.45,0.65,0.55,0.5
45,0.25,0.55,0.55,0.5,0.55
46,0.25,0.45,0.5,0.65,0.65
47,0.15,0.45,0.35,0.5,0.45
48,0.4,0.55,0.3,0.55,0.2
49,0.65,0.45,0.25,0.3,0.1
50,0.55,0.4,0.25,0.25,0.05
51,0.55,0.6,0.55,0.3,0.25
52,0.6,0.45,0.6,0.25,0.5
53,0.5,0.65,0.45,0.45,0.5
54,0.45,0.7,0.6,0.5,0.55
55,0.35,0.55,0.55,0.3,0.7
56,0.25,0.4,0.45,0.35,0.45
57,0.35,0.45,0.45,0.2,0.55
58,0.5,0.55,0.35,0.2,0.6
59,0.65,0.6,0.2,0.5,0.45
60,0.7,0.6,0.35,0.5,0.35
61,0.6,0.5,0.35,0.4,0.65
62,0.5,0.4,0.5,0.6,0.45
63,0.8,0.25,0.4,0.35,0.1
64,0.75,0.25,0.15,0.35,0.45
65,0.7,0.3,0.15,0.15,0.45
66,0.55,0.35,0.4,0.1,0.55
67,0.6,0.4,0.3,0.3,0.35
68,0.5,0.5,0.3,0.65,0.25
69,0.65,0.2,0.15,0.5,0.15
70,0.65,0.45,0.25,0.45,0.2
71,0.55,0.5,0.2,0.35,0.2
72,0.45,0.65,0.25,0.4,0.35
73,0.65,0.5,0.35,0.35,0.5
74,0.6,0.5,0.5,0.2,0.25
75,0.6,0.65,0.3,0.1,0.45
76,0.7,0.55,0.55,0.45,0.35
77,0.4,0.6,0.5,0.5,0.5
78,0.3,0.6,0.6,0.55,0.45
79,0.2,0.75,0.6,0.4,0.45
80,0.4,0.6,0.65,0.4,0.5
81,0.55,0.45,0.75,0.45,0.6
82,0.45,0.6,0.75,0.45,0.35
83,0.45,0.45,0.8,0.75,0.25
84,0.4,0.55,0.7,0.6,0.15
85,0.5,0.5,0.45,0.55,0.35
86,0.5,0.3,0.35,0.35,0.45
87,0.55,0.45,0.35,0.45,0.45
88,0.35,0.35,0.5,0.35,0.75
89,0.4,0.35,0.4,0.55,0.65
90,0.4,0.2,0.3,0.35,0.5
91,0.3,0.35,0.4,0.45,0.65
92,0.4,0.35,0.45,0.35,0.6
93,0.35,0.25,0.65,0.5,0.2
94,0.45,0.15,0.6,0.4,0.4
95,0.3,0.25,0.4,0.6,0.5
96,0.25,0.3,0.45,0.35,0.2
97,0.4,0.35,0.45,0.1,0.15
98,0.2,0.3,0.4,0.4,0.45
99,0.5,0.6,0.6,0.3,0.45
