Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.7,0.55,0.5,0.45,0.45
1,0.55,0.35,0.5,0.25,0.2
2,0.5,0.6,0.55,0.5,0.15
3,0.7,0.55,0.3,0.3,0.35
4,0.75,0.25,0.4,0.4,0.45
5,0.55,0.2,0.5,0.3,0.35
6,0.7,0.1,0.6,0.15,0.25
7,0.55,0.35,0.45,0.2,0.25
8,0.55,0.4,0.5,0.3,0.25
9,0.45,0.6,0.6,0.35,0.4
10,0.25,0.65,0.8,0.3,0.4
11,0.3,0.65,0.75,0.5,0.45
12,0.2,0.45,0.55,0.35,0.5
13,0.3,0.6,0.6,0.25,0.6
14,0.2,0.55,0.45,0.5,0.7
15,0.35,0.6,0.5,0.55,0.55
16,0.35,0.55,0.45,0.45,0.35
17,0.5,0.55,0.25,0.5,0.5
18,0.25,0.5,0.25,0.45,0.35
19,0.55,0.45,0.55,0.45,0.4
20,0.6,0.35,0.35,0.3,0.6
21,0.5,0.55,0.5,0.2,0.65
22,0.45,0.45,0.4,0.35,0.6
23,0.4,0.45,0.4,0.45,0.35
24,0.45,0.35,0.45,0.6,0.3
25,0.55,0.6,0.45,0.65,0.5
26,0.3,0.45,0.65,0.75,0.2
27,0.3,0.45,0.6,0.8,0.4
28,0.2,0.6,0.55,0.55,0.3
29,0.25,0.8,0.65,0.55,0.4
30,0.3,0.65,0.5,0.55,0.4
31,0.35,0.4,0.25,0.65,0.4
32,0.5,0.5,0.45,0.45,0.55
33,0.4,0.5,0.55,0.6,0.55
34,0.45,0.3,0.6,0.6,0.5
35,0.5,0.3,0.5,0.75,0.55
36,0.3,0.2,0.5,0.8,0.55
37,0.7,0.25,0.6,0.7,0.45
38,0.6,0.25,0.6,0.6,0.45
39,0.55,0.2,0.8,0.55,0.45
40,0.45,0.3,0.65,0.55,0.35
41,0.55,0.3,0.5,0.55,0.25
42,0.55,0.25,0.5,0.6,0.35
43,0.45,0.35,0.55,0.45,0.3
44,0.55,0.35,0.45,0.55,0.1
45,0.45,0.25,0.5,0.5,0.4
46,0.45,0.35,0.6,0.65,0.3
47,0.4,0.5,0.45,0.55,0.25
48,0.25,0.25,0.6,0.55,0.4
49,0.35,0.45,0.6,0.45,0.1
50,0.45,0.65,0.5,0.25,0.25
51,0.5,0.45,0.6,0.4,0.3
52,0.35,0.75,0.55,0.4,0.45
53,0.55,0.75,0.45,0.5,0.55
54,0.55,0.65,0.45,0.3,0.5
55,0.8,0.8,0.55,0.35,0.4
56,0.65,0.65,0.4,0.45,0.6
57,0.55,0.65,0.35,0.45,0.3
58,0.45,0.6,0.55,0.6,0.2
59,0.5,0.7,0.35,0.45,0.45
60,0.5,0.55,0.45,0.35,0.5
61,0.65,0.55,0.45,0.2,0.65
62,0.55,0.6,0.4,0.3,0.55
63,0.4,0.7,0.35,0.35,0.5
64,0.4,0.65,0.3,0.3,0.5
65,0.25,0.5,0.45,0.25,0.65
66,0.15,0.55,0.45,0.4,0.5
67,0.1,0.55,0.65,0.2,0.55
68,0.3,0.7,0.55,0.45,0.55
69,0.4,0.65,0.3,0.3,0.6
70,0.8,0.7,0.4,0.6,0.5
71,0.65,0.7,0.3,0.5,0.7
72,0.55,0.35,0.2,0.5,0.65
73,0.25,0.2,0.35,0.45,0.3
74,0.35,0.35,0.45,0.35,0.25
75,0.45,0.4,0.5,0.25,0.6
76,0.35,0.5,0.2,0.1,0.65
77,0.35,0.65,0.3,0.25,0.6
78,0.4,0.4,0.35,0.4,0.85
79,0.4,0.2,0.55,0.35,0.7
80,0.35,0.35,0.6,0.2,0.8
81,0.35,0.55,0.6,0.3,0.65
82,0.4,0.4,0.5,0.15,0.7
83,0.45,0.45,0.6,0.15,0.7
84,0.3,0.5,0.75,0.3,0.5
85,0.4,0.2,0.65,0.25,0.45
86,0.4,0.45,0.8,0.25,0.3
87,0.2,0.4,0.45,0.3,0.45
88,0.4,0.55,0.6,0.2,0.6
89,0.2,0.6,0.45,0.25,0.7
90,0.4,0.4,0.5,0.35,0.7
91,0.35,0.3,0.55,0.15,0.4
92,0.5,0.55,0.45,0.4,0.45
93,0.4,0.5,0.4,0.7,0.55
94,0.65,0.3,0.45,0.55,0.2
95,0.95,0.45,0.5,0.55,0.35
96,0.85,0.4,0.35,0.4,0.55
97,0.5,0.4,0.4,0.25,0.5
98,0.2,0.55,0.4,0.5,0.4
99,0.15,0.6,0.25,0.1,0.45
