Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.65,0.55,0.4,0.45,0.45,0.5,0.6,0.6,0.4,0.5
1,0.5,0.65,0.4,0.2,0.45,0.55,0.5,0.55,0.5,0.5
2,0.4,0.35,0.4,0.05,0.3,0.7,0.15,0.8,0.5,0.3
3,0.6,0.3,0.45,0.15,0.3,0.5,0.4,0.8,0.3,0.25
4,0.45,0.25,0.85,0.25,0.2,0.6,0.55,0.8,0.3,0.2
5,0.3,0.15,0.8,0.4,0.25,0.65,0.55,0.75,0.3,0.25
6,0.3,0.1,0.75,0.55,0.25,0.45,0.7,0.7,0.35,0.25
7,0.4,0.15,0.7,0.5,0.4,0.7,0.85,0.65,0.5,0.45
8,0.65,0.2,0.65,0.35,0.35,0.5,0.75,0.6,0.45,0.4
9,0.4,0.2,0.65,0.5,0.35,0.75,0.75,0.45,0.6,0.35
10,0.35,0.5,0.8,0.45,0.25,0.75,0.55,0.35,0.55,0.35
11,0.4,0.4,0.6,0.3,0.3,0.6,0.4,0.5,0.55,0.4
12,0.35,0.45,0.65,0.25,0.35,0.4,0.3,0.5,0.55,0.4
13,0.7,0.5,0.55,0.55,0.25,0.4,0.5,0.5,0.65,0.55
14,0.7,0.55,0.4,0.5,0.4,0.65,0.5,0.35,0.7,0.6
15,0.75,0.55,0.4,0.7,0.5,0.55,0.6,0.65,0.75,0.7
16,0.7,0.6,0.55,0.7,0.5,0.35,0.6,0.7,0.75,0.7
17,0.65,0.75,0.35,0.6,0.6,0.25,0.8,0.65,0.55,0.8
18,0.7,0.65,0.1,0.7,0.8,0.3,0.6,0.55,0.65,0.7
19,0.8,0.7,0.3,0.75,0.8,0.5,0.55,0.6,0.4,0.45
20,0.95,0.85,0.35,0.95,0.85,0.6,0.8,0.55,0.25,0.35
21,0.85,0.7,0.45,0.85,0.8,0.75,0.85,0.75,0.1,0.25
22,0.8,0.7,0.2,0.6,0.85,0.85,0.7,0.7,0.15,0.25
23,0.75,0.55,0.25,0.35,0.8,0.85,0.6,0.8,0.15,0.35
24,0.6,0.7,0.3,0.45,0.95,0.95,0.35,0.75,0.45,0.2
25,0.7,0.85,0.05,0.7,0.7,0.9,0.35,0.8,0.4,0.15
26,0.8,0.7,0.25,0.3,0.6,0.7,0.35,0.9,0.6,0.3
27,0.85,0.75,0.35,0.45,0.5,0.75,0.55,0.9,0.65,0.25
28,0.85,0.7,0.35,0.45,0.6,0.55,0.45,0.9,0.55,0.45
29,0.8,0.5,0.35,0.1,0.8,0.6,0.35,0.8,0.75,0.4
30,0.7,0.6,0.3,0.1,0.55,0.55,0.45,0.55,0.6,0.7
31,0.75,0.55,0.45,0.1,0.15,0.1,0.5,0.2,0.4,0.9
32,0.55,0.5,0.5,0.15,0.2,0.15,0.35,0.35,0.2,0.9
33,0.2,0.55,0.65,0.15,0.35,0.1,0.45,0.35,0.1,0.75
34,0.1,0.5,0.5,0.25,0.2,0.2,0.4,0.3,0.15,0.8
35,0.05,0.5,0.6,0.6,0.2,0.35,0.4,0.35,0.2,0.9
36,0.1,0.65,0.55,0.75,0.15,0.55,0.3,0.25,0.25,0.85
37,0.25,0.7,0.2,0.85,0.1,0.3,0.15,0.4,0.0,0.5
38,0.25,0.65,0.2,0.8,0.25,0.35,0.45,0.2,0.1,0.65
39,0.25,0.7,0.25,0.65,0.35,0.45,0.3,0.2,0.35,0.5
40,0.3,0.65,0.1,0.7,0.35,0.5,0.5,0.1,0.6,0.6
41,0.05,0.4,0.2,0.8,0.4,0.75,0.35,0.15,0.6,0.8
42,0.0,0.1,0.4,0.6,0.25,0.95,0.15,0.25,0.7,0.75
43,0.05,0.05,0.35,0.75,0.15,0.75,0.25,0.25,0.75,0.8
44,0.05,0.0,0.4,0.3,0.0,0.7,0.6,0.4,0.75,0.7
45,0.1,0.2,0.3,0.25,0.05,0.85,0.75,0.45,0.7,0.7
46,0.3,0.3,0.45,0.45,0.1,0.95,0.55,0.65,0.65,0.65
47,0.2,0.4,0.6,0.35,0.15,0.75,0.6,0.9,0.65,0.6
48,0.25,0.4,0.45,0.25,0.15,0.9,0.65,0.6,0.8,0.35
49,0.35,0.2,0.3,0.55,0.4,0.65,0.65,0.65,0.75,0.45
50,0.35,0.15,0.4,0.5,0.3,0.4,0.6,0.75,0.7,0.2
51,0.6,0.45,0.35,0.55,0.35,0.5,0.6,0.6,0.6,0.25
52,0.4,0.4,0.25,0.5,0.55,0.6,0.4,0.5,0.75,0.3
53,0.55,0.65,0.45,0.3,0.5,0.85,0.45,0.45,0.6,0.3
54,0.45,0.75,0.55,0.35,0.55,0.5,0.3,0.3,0.45,0.4
