Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look,mate_11_look,mate_12_look,mate_13_look,mate_14_look,mate_15_look,mate_16_look,mate_17_look,mate_18_look,mate_19_look,mate_20_look
0,0.55,0.55,0.7,0.65,0.7,0.75,0.5,0.6,0.4,0.7,0.7,0.7,0.45,0.5,0.5,0.45,0.65,0.5,0.55,0.4
1,0.7,0.7,0.7,0.75,0.75,0.85,0.6,0.75,0.4,0.85,0.9,0.75,0.45,0.4,0.55,0.1,0.55,0.8,0.75,0.3
2,0.7,0.8,0.5,0.85,0.85,0.85,0.65,0.65,0.35,0.95,0.9,0.65,0.65,0.3,0.45,0.0,0.5,0.7,0.8,0.6
3,0.55,0.6,0.55,1.0,0.75,0.65,0.6,0.4,0.45,0.85,0.85,0.55,0.95,0.2,0.2,0.0,0.55,0.75,0.75,0.5
4,0.65,0.6,0.35,1.0,0.75,0.75,0.65,0.3,0.4,0.75,0.85,0.5,0.9,0.15,0.0,0.1,0.3,0.9,0.7,0.55
5,0.7,0.65,0.25,1.0,0.85,0.85,0.7,0.25,0.45,0.85,0.75,0.7,0.85,0.2,0.05,0.05,0.3,0.85,0.6,0.65
6,0.8,0.75,0.15,0.9,0.9,0.75,0.8,0.2,0.6,0.75,0.75,0.75,0.8,0.25,0.05,0.05,0.3,0.75,0.55,0.75
7,0.95,1.0,0.0,0.5,1.0,0.6,0.8,0.0,0.3,0.6,0.45,0.9,1.0,0.25,0.05,0.1,0.3,1.0,0.35,0.9
8,0.9,0.95,0.1,0.3,0.95,0.6,0.75,0.05,0.3,0.55,0.25,0.9,1.0,0.3,0.15,0.3,0.4,0.9,0.25,0.85
9,0.95,0.95,0.2,0.25,0.85,0.75,0.75,0.15,0.25,0.6,0.25,0.7,0.95,0.3,0.2,0.2,0.45,0.85,0.35,1.0
10,0.9,1.0,0.25,0.15,0.75,0.55,0.8,0.25,0.2,0.7,0.1,0.55,0.95,0.55,0.2,0.05,0.65,0.7,0.5,0.9
