Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look,mate_11_look,mate_12_look,mate_13_look,mate_14_look,mate_15_look,mate_16_look,mate_17_look,mate_18_look,mate_19_look,mate_20_look
0,0.6,0.3,0.5,0.3,0.5,0.5,0.55,0.6,0.5,0.6,0.65,0.4,0.55,0.55,0.2,0.45,0.65,0.5,0.45,0.5
1,0.7,0.35,0.5,0.55,0.15,0.65,0.4,0.35,0.8,0.65,0.75,0.3,0.85,0.6,0.3,0.25,0.35,0.55,0.35,0.3
2,0.7,0.4,0.75,0.65,0.2,0.75,0.6,0.5,0.7,0.85,0.55,0.1,0.7,0.55,0.75,0.3,0.3,0.95,0.5,0.2
3,0.9,0.35,0.75,0.6,0.3,0.75,0.25,0.6,0.6,0.65,0.55,0.15,0.65,0.45,0.6,0.3,0.3,0.9,0.7,0.4
4,0.8,0.3,0.65,0.7,0.3,0.65,0.15,0.4,0.5,0.65,0.6,0.25,0.75,0.4,0.65,0.2,0.5,0.75,0.7,0.35
5,0.95,0.45,0.55,0.65,0.4,0.65,0.05,0.45,0.7,0.5,0.25,0.4,0.75,0.5,0.5,0.1,0.4,0.85,0.55,0.4
6,0.75,0.4,0.35,0.65,0.55,0.45,0.05,0.35,0.8,0.55,0.2,0.2,0.85,0.6,0.4,0.0,0.55,0.8,0.4,0.45
7,0.9,0.35,0.35,0.7,0.35,0.45,0.25,0.25,0.75,0.65,0.15,0.25,0.95,0.6,0.7,0.0,0.5,0.75,0.2,0.25
8,0.95,0.5,0.15,0.65,0.35,0.45,0.25,0.4,0.8,0.55,0.25,0.5,0.8,0.55,0.55,0.0,0.6,0.8,0.3,0.25
9,0.95,0.45,0.0,0.8,0.3,0.6,0.3,0.35,1.0,0.75,0.25,0.55,0.9,0.7,0.75,0.1,0.45,0.75,0.3,0.2
10,1.0,0.35,0.05,0.8,0.3,0.6,0.15,0.35,1.0,0.65,0.25,0.35,0.95,1.0,0.8,0.0,0.3,0.6,0.25,0.1
11,0.9,0.45,0.15,0.75,0.45,0.75,0.15,0.35,1.0,0.75,0.3,0.25,1.0,1.0,0.65,0.05,0.3,0.15,0.2,0.15
12,0.6,0.2,0.15,0.9,0.45,0.85,0.15,0.05,0.95,0.85,0.05,0.25,0.95,0.9,0.85,0.15,0.15,0.1,0.1,0.1
13,0.5,0.15,0.15,1.0,0.55,0.65,0.15,0.05,1.0,0.95,0.0,0.25,0.8,0.65,0.95,0.4,0.05,0.05,0.05,0.2
14,0.4,0.0,0.15,0.95,0.7,0.45,0.1,0.0,0.9,0.95,0.05,0.4,1.0,0.6,0.8,0.55,0.1,0.0,0.25,0.05
