Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.4,0.65,0.55,0.45,0.55,0.45,0.65,0.55,0.6,0.35
1,0.25,0.75,0.45,0.65,0.6,0.35,0.8,0.55,0.6,0.2
2,0.45,0.65,0.55,0.5,0.5,0.6,0.7,0.6,0.65,0.4
3,0.15,0.9,0.6,0.25,0.35,0.5,0.4,0.6,0.55,0.5
4,0.25,0.6,0.65,0.25,0.5,0.45,0.3,0.7,0.55,0.4
5,0.5,0.45,0.7,0.35,0.75,0.2,0.4,0.8,0.5,0.7
6,0.65,0.45,0.6,0.4,0.85,0.25,0.15,0.65,0.45,0.6
7,0.8,0.25,0.6,0.25,1.0,0.2,0.0,0.65,0.7,0.95
8,0.65,0.2,0.6,0.3,0.85,0.25,0.05,0.65,0.75,0.75
9,0.7,0.2,0.45,0.35,0.75,0.55,0.2,0.5,0.55,0.7
10,0.5,0.3,0.6,0.45,0.75,0.55,0.15,0.35,0.55,0.75
11,0.6,0.4,0.4,0.7,0.7,0.7,0.15,0.2,0.3,0.65
12,0.45,0.4,0.3,0.7,0.55,0.45,0.05,0.3,0.45,0.6
13,0.6,0.25,0.2,0.7,0.3,0.3,0.15,0.55,0.35,0.6
14,0.7,0.2,0.35,0.75,0.25,0.35,0.3,0.45,0.45,0.5
15,0.9,0.2,0.25,0.7,0.25,0.25,0.5,0.4,0.4,0.6
16,0.9,0.3,0.3,0.55,0.55,0.15,0.3,0.55,0.4,0.85
17,0.95,0.3,0.55,0.55,0.7,0.05,0.35,0.55,0.2,0.8
18,0.95,0.25,0.35,0.6,0.55,0.1,0.3,0.9,0.6,0.8
19,0.95,0.35,0.1,0.4,0.75,0.2,0.4,0.8,0.5,0.8
20,0.75,0.4,0.1,0.25,0.6,0.35,0.35,0.65,0.55,0.8
21,0.7,0.6,0.1,0.2,0.4,0.45,0.1,0.15,0.65,0.75
22,0.8,0.5,0.15,0.35,0.5,0.5,0.05,0.4,0.7,0.95
23,0.7,0.2,0.1,0.55,0.3,0.35,0.25,0.2,0.25,0.85
24,0.6,0.2,0.2,0.55,0.4,0.25,0.3,0.25,0.35,0.75
