Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.6,0.65,0.5,0.35,0.6,0.7,0.35,0.55,0.35,0.4
1,0.85,0.6,0.55,0.15,0.65,0.6,0.2,0.75,0.6,0.55
2,0.8,0.8,0.5,0.1,0.3,0.85,0.2,0.9,0.7,0.75
3,0.8,0.95,0.35,0.2,0.2,0.6,0.2,0.8,0.4,0.65
4,0.8,0.85,0.1,0.15,0.15,0.85,0.25,0.9,0.5,0.8
5,0.85,0.95,0.35,0.3,0.05,0.7,0.3,1.0,0.7,0.55
6,0.9,0.9,0.35,0.25,0.0,0.8,0.25,1.0,0.6,0.45
7,1.0,0.65,0.3,0.45,0.1,0.75,0.5,0.85,0.35,0.5
8,0.8,0.45,0.25,0.3,0.2,0.85,0.4,0.7,0.4,0.65
9,0.9,0.25,0.35,0.65,0.25,0.65,0.4,0.75,0.6,0.55
10,0.8,0.45,0.4,0.7,0.3,0.4,0.55,0.6,0.7,0.45
11,0.75,0.55,0.45,0.7,0.55,0.45,0.85,0.55,0.6,0.55
12,0.8,0.4,0.4,0.7,0.5,0.5,0.9,0.55,0.8,0.4
13,0.7,0.45,0.45,0.7,0.5,0.45,0.85,0.25,0.75,0.3
14,0.55,0.3,0.25,0.75,0.65,0.35,0.9,0.1,0.65,0.3
15,0.65,0.5,0.15,0.8,0.8,0.25,0.65,0.2,0.8,0.2
16,0.45,0.75,0.35,0.65,0.5,0.6,0.9,0.25,0.5,0.3
17,0.75,0.45,0.2,0.75,0.6,0.7,1.0,0.35,0.8,0.2
18,0.7,0.45,0.2,0.55,0.55,0.8,0.7,0.25,0.8,0.05
19,0.7,0.3,0.1,0.6,0.5,0.5,0.6,0.3,0.6,0.05
20,0.65,0.35,0.0,0.8,0.25,0.5,0.5,0.35,0.5,0.1
21,0.6,0.45,0.05,0.65,0.35,0.75,0.35,0.4,0.65,0.0
22,0.75,0.55,0.2,0.5,0.05,0.7,0.35,0.3,0.7,0.15
23,0.75,0.5,0.25,0.75,0.15,0.6,0.3,0.1,0.7,0.1
24,0.7,0.3,0.45,0.85,0.15,0.65,0.3,0.15,0.65,0.15
25,0.95,0.4,0.4,0.9,0.25,0.65,0.2,0.0,0.6,0.25
26,0.95,0.55,0.3,0.85,0.25,0.65,0.5,0.1,0.4,0.2
27,0.75,0.6,0.3,0.75,0.45,0.65,0.75,0.0,0.6,0.2
28,0.75,0.6,0.4,0.6,0.4,0.55,0.55,0.0,0.45,0.1
29,0.45,0.5,0.3,0.45,0.55,0.45,0.5,0.15,0.6,0.1
30,0.55,0.4,0.5,0.3,0.45,0.4,0.45,0.15,0.45,0.3
31,0.65,0.5,0.75,0.45,0.3,0.45,0.4,0.25,0.45,0.2
32,0.7,0.25,0.7,0.45,0.5,0.55,0.6,0.25,0.45,0.3
33,0.75,0.25,0.65,0.35,0.65,0.45,0.75,0.45,0.5,0.15
34,0.8,0.3,0.35,0.5,0.85,0.15,0.85,0.6,0.45,0.2
35,0.8,0.3,0.4,0.4,0.75,0.15,0.9,0.45,0.55,0.35
36,0.85,0.15,0.8,0.55,0.7,0.2,0.9,0.55,0.6,0.35
37,0.8,0.3,0.9,0.45,0.5,0.25,0.75,0.55,0.45,0.4
38,0.65,0.4,0.75,0.25,0.25,0.1,0.8,0.7,0.45,0.35
39,0.4,0.4,0.9,0.15,0.5,0.2,0.85,0.6,0.45,0.55
40,0.45,0.45,0.75,0.15,0.5,0.25,0.6,0.65,0.4,0.4
41,0.55,0.4,0.6,0.45,0.35,0.45,0.55,0.45,0.15,0.55
42,0.8,0.2,0.5,0.1,0.6,0.5,0.45,0.5,0.2,0.7
43,0.9,0.3,0.35,0.45,0.7,0.6,0.75,0.45,0.3,0.9
44,0.5,0.25,0.4,0.5,0.7,0.45,0.7,0.6,0.7,0.95
45,0.6,0.35,0.15,0.45,0.7,0.35,0.45,0.45,0.6,0.7
46,0.5,0.55,0.1,0.3,0.9,0.2,0.55,0.65,0.6,0.35
47,0.65,0.6,0.15,0.45,0.8,0.3,0.4,0.9,0.9,0.35
48,0.75,0.5,0.45,0.45,0.8,0.15,0.35,0.9,0.85,0.35
49,0.8,0.65,0.75,0.4,0.6,0.25,0.35,0.95,0.75,0.45
50,0.8,0.85,0.75,0.15,0.65,0.3,0.7,0.75,0.6,0.75
51,0.75,0.75,0.35,0.2,0.8,0.2,0.65,0.65,0.75,0.85
52,0.75,0.6,0.45,0.25,0.8,0.15,0.65,0.45,0.8,0.85
53,0.65,0.55,0.4,0.35,0.65,0.25,0.6,0.4,0.65,0.6
54,0.35,0.25,0.4,0.6,0.65,0.25,0.2,0.25,0.4,0.35
55,0.15,0.25,0.15,0.7,0.35,0.35,0.15,0.2,0.55,0.4
56,0.3,0.5,0.2,0.65,0.55,0.3,0.25,0.3,0.25,0.2
57,0.2,0.5,0.1,0.8,0.7,0.25,0.1,0.15,0.15,0.3
58,0.3,0.35,0.15,0.7,0.55,0.45,0.0,0.3,0.1,0.05
