Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.5,0.5,0.55,0.35,0.45,0.5,0.25,0.55,0.4,0.5
1,0.55,0.55,0.3,0.35,0.25,0.75,0.4,0.55,0.35,0.3
2,0.55,0.55,0.4,0.4,0.6,0.85,0.3,0.8,0.2,0.45
3,0.6,0.5,0.45,0.35,0.65,0.8,0.25,0.75,0.2,0.4
4,0.5,0.35,0.45,0.55,0.65,0.75,0.2,0.9,0.35,0.25
5,0.5,0.2,0.15,0.65,0.4,0.55,0.1,0.8,0.4,0.25
6,0.5,0.2,0.2,0.75,0.6,0.75,0.15,0.8,0.7,0.2
7,0.8,0.45,0.4,0.6,0.6,1.0,0.05,0.6,0.55,0.2
8,0.75,0.5,0.6,0.5,0.55,0.8,0.0,0.7,0.7,0.2
9,0.55,0.4,0.75,0.55,0.5,0.75,0.1,0.8,0.8,0.2
10,0.6,0.6,0.7,0.6,0.6,0.85,0.35,0.8,0.85,0.25
11,0.8,0.5,0.75,0.55,0.55,0.9,0.25,0.65,0.9,0.55
12,0.55,0.15,0.9,0.75,0.4,1.0,0.45,0.6,0.7,0.55
13,0.7,0.25,0.85,0.65,0.45,0.9,0.5,0.4,0.6,0.4
14,0.65,0.05,0.85,0.55,0.5,0.85,0.6,0.35,0.55,0.25
15,0.55,0.15,0.7,0.65,0.5,0.8,0.7,0.3,0.5,0.25
16,0.55,0.1,0.75,0.6,0.55,0.85,0.55,0.2,0.5,0.05
17,0.65,0.0,0.55,0.6,0.7,0.6,0.6,0.3,0.45,0.3
18,0.75,0.0,0.6,0.4,0.65,0.45,0.6,0.2,0.65,0.4
19,0.8,0.15,0.35,0.45,0.45,0.4,0.55,0.3,0.65,0.35
20,0.85,0.3,0.6,0.25,0.3,0.45,0.6,0.3,0.65,0.15
21,0.85,0.4,0.45,0.3,0.35,0.55,0.4,0.55,0.6,0.05
22,0.8,0.3,0.5,0.5,0.5,0.7,0.25,0.5,0.5,0.1
23,0.75,0.25,0.55,0.2,0.25,0.7,0.05,0.55,0.5,0.15
24,0.85,0.3,0.65,0.1,0.3,0.6,0.1,0.7,0.4,0.1
25,0.55,0.3,0.55,0.3,0.25,0.45,0.05,0.65,0.35,0.05
26,0.7,0.2,0.65,0.45,0.05,0.5,0.05,0.4,0.4,0.15
27,0.7,0.2,0.75,0.45,0.1,0.55,0.1,0.45,0.5,0.25
28,0.55,0.45,0.65,0.25,0.25,0.8,0.25,0.45,0.65,0.35
29,0.55,0.55,0.55,0.25,0.4,0.75,0.4,0.55,0.85,0.15
30,0.4,0.55,0.35,0.35,0.4,0.5,0.35,0.9,0.8,0.25
31,0.25,0.6,0.35,0.15,0.45,0.6,0.5,0.85,0.9,0.45
32,0.1,0.45,0.35,0.35,0.7,0.45,0.45,0.9,0.9,0.55
33,0.2,0.4,0.35,0.35,0.8,0.45,0.45,0.75,0.85,0.4
34,0.3,0.25,0.6,0.4,0.65,0.55,0.3,0.75,0.85,0.4
35,0.25,0.5,0.6,0.65,0.55,0.6,0.5,0.9,0.8,0.4
36,0.35,0.5,0.4,0.75,0.45,0.75,0.55,0.95,0.7,0.45
37,0.4,0.55,0.45,0.6,0.45,0.65,0.45,0.9,0.75,0.35
38,0.4,0.55,0.45,0.8,0.4,0.8,0.25,0.7,0.7,0.55
39,0.3,0.25,0.6,0.65,0.4,0.45,0.5,0.95,0.55,0.65
40,0.2,0.45,0.45,0.65,0.65,0.45,0.5,0.85,0.5,0.7
41,0.25,0.6,0.65,0.65,0.6,0.45,0.55,0.95,0.55,0.7
42,0.35,0.8,0.7,0.6,0.5,0.55,0.7,0.85,0.6,0.65
43,0.65,0.5,0.9,0.3,0.3,0.6,0.65,0.95,0.55,0.8
44,0.6,0.45,0.75,0.45,0.2,0.5,0.6,0.9,0.8,0.5
45,0.85,0.3,0.8,0.35,0.25,0.5,0.85,0.95,0.95,0.6
46,0.95,0.35,0.7,0.5,0.35,0.35,0.8,0.7,0.75,0.9
47,0.85,0.5,0.75,0.55,0.25,0.55,0.75,0.6,0.65,0.85
48,0.95,0.6,0.5,0.5,0.4,0.6,0.65,0.6,0.75,0.9
49,0.9,0.6,0.55,0.55,0.4,0.45,0.7,0.75,0.6,0.95
50,0.6,0.75,0.5,0.4,0.25,0.65,0.75,0.75,0.5,0.9
51,0.5,0.65,0.3,0.5,0.45,0.6,0.65,0.8,0.55,0.8
52,0.6,0.4,0.1,0.5,0.6,0.5,0.65,0.6,0.45,0.7
53,0.5,0.5,0.15,0.4,0.65,0.65,0.85,0.65,0.4,0.75
54,0.7,0.45,0.2,0.1,0.6,0.3,0.6,0.35,0.4,0.7
55,0.8,0.45,0.25,0.0,0.5,0.45,0.5,0.65,0.3,0.45
56,0.75,0.6,0.35,0.2,0.5,0.35,0.55,0.55,0.55,0.5
57,0.65,0.35,0.85,0.6,0.25,0.25,0.8,0.6,0.45,0.45
58,0.6,0.5,0.65,0.55,0.65,0.55,0.65,0.55,0.7,0.4
59,0.55,0.4,0.6,0.45,0.85,0.8,0.45,0.45,0.85,0.2
60,0.7,0.3,0.75,0.55,0.8,0.65,0.6,0.6,0.75,0.15
61,0.6,0.2,0.55,0.65,0.9,0.2,0.75,0.8,0.6,0.1
62,0.7,0.25,0.45,0.65,0.75,0.3,0.7,0.6,0.3,0.15
63,0.65,0.2,0.65,0.75,0.6,0.65,0.7,0.2,0.3,0.3
64,0.25,0.2,0.45,0.85,0.45,0.55,0.65,0.4,0.1,0.3
65,0.3,0.3,0.45,0.95,0.65,0.45,0.65,0.35,0.05,0.4
66,0.6,0.3,0.6,0.9,0.8,0.3,0.6,0.4,0.1,0.55
67,0.65,0.3,0.8,0.85,0.85,0.35,0.4,0.45,0.05,0.75
68,0.35,0.4,0.75,0.65,0.65,0.5,0.45,0.7,0.25,0.7
69,0.35,0.35,0.45,0.6,0.85,0.45,0.25,0.85,0.35,0.85
70,0.3,0.4,0.5,0.65,0.8,0.5,0.2,0.85,0.6,0.95
71,0.4,0.45,0.5,0.65,0.65,0.45,0.35,0.8,0.6,0.9
72,0.5,0.3,0.4,0.55,0.4,0.15,0.35,0.6,0.55,0.8
73,0.7,0.25,0.6,0.55,0.25,0.15,0.2,0.4,0.5,0.9
74,0.55,0.6,0.55,0.85,0.45,0.3,0.4,0.45,0.55,0.9
75,0.65,0.7,0.7,0.7,0.5,0.45,0.5,0.4,0.5,0.6
76,0.55,0.75,0.65,0.75,0.35,0.55,0.65,0.25,0.35,0.55
77,0.4,0.6,0.65,0.6,0.25,0.5,0.65,0.25,0.4,0.7
78,0.45,0.6,0.4,0.55,0.1,0.3,0.8,0.25,0.35,0.7
79,0.4,0.65,0.5,0.55,0.2,0.3,0.7,0.3,0.4,0.8
80,0.6,0.6,0.2,0.6,0.15,0.4,0.75,0.3,0.7,0.75
81,0.9,0.85,0.05,0.8,0.1,0.25,0.55,0.25,0.75,0.85
82,0.6,0.65,0.0,0.6,0.25,0.5,0.65,0.45,0.55,0.65
83,0.6,0.35,0.1,0.55,0.35,0.5,0.45,0.8,0.35,0.85
84,0.85,0.55,0.45,0.55,0.35,0.45,0.65,0.7,0.8,0.75
85,0.9,0.7,0.45,0.7,0.7,0.45,0.65,0.5,0.85,0.7
86,0.75,0.5,0.45,0.6,0.9,0.6,0.75,0.45,0.75,0.55
87,0.7,0.3,0.6,0.65,0.75,0.65,0.75,0.4,0.55,0.95
88,0.3,0.5,0.6,0.65,0.6,0.8,0.55,0.25,0.45,0.95
89,0.35,0.65,0.75,0.65,0.3,0.75,0.3,0.05,0.25,0.8
90,0.5,0.6,0.95,0.6,0.3,0.8,0.45,0.1,0.2,0.85
