Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.55,0.45,0.45,0.6,0.4,0.75,0.5,0.5,0.7,0.55
1,0.6,0.55,0.2,0.7,0.35,0.7,0.55,0.3,0.7,0.45
2,0.65,0.6,0.1,0.6,0.3,0.5,0.65,0.15,0.6,0.65
3,0.75,0.5,0.05,0.65,0.4,0.35,0.5,0.1,0.4,0.65
4,0.6,0.3,0.0,0.55,0.35,0.15,0.2,0.2,0.4,0.65
5,0.4,0.25,0.2,0.65,0.25,0.2,0.3,0.35,0.65,0.65
6,0.5,0.15,0.45,0.8,0.15,0.4,0.55,0.45,0.8,0.5
7,0.55,0.05,0.4,0.85,0.15,0.65,0.55,0.4,0.7,0.5
8,0.85,0.15,0.5,0.95,0.45,0.45,0.4,0.2,0.7,0.45
9,0.8,0.15,0.5,0.9,0.4,0.1,0.2,0.25,0.7,0.55
10,0.9,0.2,0.45,0.85,0.6,0.05,0.3,0.1,0.85,0.55
11,0.85,0.05,0.4,0.85,0.6,0.05,0.2,0.2,0.95,0.55
12,0.8,0.25,0.3,0.7,0.45,0.1,0.4,0.15,0.8,0.7
13,1.0,0.2,0.2,0.75,0.55,0.1,0.6,0.25,0.7,0.7
14,0.95,0.35,0.25,0.5,0.6,0.1,0.7,0.25,0.75,0.55
15,0.7,0.3,0.3,0.85,0.55,0.2,0.75,0.3,0.75,0.6
16,0.7,0.3,0.55,0.75,0.6,0.2,0.7,0.15,0.65,0.7
17,0.6,0.2,0.65,0.8,0.75,0.3,0.85,0.25,0.75,0.7
18,0.6,0.1,0.75,0.8,0.7,0.35,0.8,0.15,0.8,0.75
19,0.3,0.05,0.5,0.5,0.8,0.4,0.75,0.25,0.8,0.75
20,0.55,0.1,0.6,0.5,0.9,0.3,0.9,0.4,0.8,0.7
21,0.25,0.1,0.45,0.7,0.8,0.45,0.7,0.25,0.75,0.65
22,0.35,0.1,0.85,0.65,0.85,0.7,0.75,0.5,0.75,0.85
23,0.35,0.0,0.4,0.5,0.75,0.6,0.9,0.45,0.6,0.65
24,0.5,0.0,0.55,0.3,0.6,0.55,0.65,0.6,0.85,0.5
25,0.4,0.05,0.75,0.4,0.5,0.45,0.35,0.4,0.65,0.6
26,0.45,0.15,0.6,0.6,0.3,0.5,0.65,0.4,0.6,0.35
27,0.25,0.15,0.55,0.55,0.45,0.45,0.65,0.3,0.7,0.3
28,0.4,0.5,0.5,0.4,0.4,0.5,0.7,0.1,0.55,0.25
29,0.55,0.6,0.3,0.4,0.4,0.35,0.5,0.2,0.65,0.1
30,0.7,0.35,0.5,0.5,0.25,0.45,0.65,0.5,0.95,0.15
31,0.65,0.45,0.55,0.4,0.3,0.6,0.55,0.25,0.85,0.35
32,0.35,0.75,0.4,0.25,0.55,0.8,0.55,0.3,0.75,0.5
33,0.45,0.8,0.35,0.3,0.45,0.5,0.55,0.25,0.4,0.4
34,0.6,0.55,0.3,0.15,0.5,0.35,0.7,0.25,0.45,0.65
35,0.75,0.7,0.2,0.15,0.45,0.45,0.7,0.15,0.4,0.75
