Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.65,0.35,0.55,0.8,0.3,0.6,0.4,0.35,0.4,0.5
1,0.65,0.4,0.55,0.8,0.45,0.7,0.35,0.3,0.2,0.45
2,0.85,0.4,0.6,0.7,0.45,0.55,0.5,0.3,0.25,0.4
3,0.9,0.3,0.65,0.7,0.35,0.4,0.75,0.5,0.35,0.35
4,0.85,0.2,0.6,0.55,0.45,0.3,0.65,0.5,0.3,0.45
5,0.75,0.3,0.6,0.75,0.6,0.45,0.5,0.25,0.45,0.45
6,0.65,0.3,0.75,0.75,0.55,0.4,0.45,0.1,0.45,0.45
7,0.65,0.15,0.9,0.9,0.6,0.5,0.55,0.1,0.6,0.7
8,0.65,0.05,0.85,0.9,0.65,0.25,0.7,0.35,0.6,0.85
9,0.75,0.15,0.75,1.0,0.5,0.1,0.8,0.3,0.85,0.9
10,0.9,0.1,0.9,0.8,0.5,0.15,0.8,0.15,0.8,0.85
11,0.8,0.1,1.0,0.55,0.45,0.3,0.7,0.1,0.65,0.9
12,0.95,0.1,0.95,0.7,0.6,0.35,0.6,0.15,0.45,0.85
13,1.0,0.1,0.85,0.65,0.6,0.35,0.55,0.4,0.45,0.9
14,1.0,0.15,0.8,0.55,0.6,0.3,0.75,0.45,0.5,0.95
15,1.0,0.15,0.75,0.45,0.45,0.5,0.7,0.55,0.45,0.85
16,0.9,0.15,0.8,0.4,0.35,0.45,0.45,0.45,0.6,0.9
17,0.9,0.05,0.65,0.4,0.3,0.6,0.4,0.4,0.55,0.7
18,0.8,0.1,0.75,0.3,0.25,0.45,0.35,0.2,0.3,0.65
19,1.0,0.15,0.5,0.3,0.2,0.45,0.4,0.15,0.2,0.4
20,0.95,0.3,0.6,0.35,0.45,0.6,0.35,0.2,0.3,0.45
21,1.0,0.35,0.45,0.45,0.4,0.45,0.2,0.3,0.2,0.55
