Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.45,0.5,0.45,0.5,0.5,0.55,0.55,0.6,0.55,0.45
1,0.6,0.6,0.55,0.45,0.35,0.6,0.45,0.6,0.55,0.55
2,0.55,0.3,0.7,0.5,0.05,0.65,0.4,0.6,0.7,0.6
3,0.7,0.2,0.7,0.4,0.1,0.4,0.55,0.6,0.7,0.55
4,0.45,0.45,0.85,0.5,0.2,0.35,0.4,0.7,0.5,0.5
5,0.45,0.25,0.75,0.25,0.35,0.35,0.4,0.65,0.9,0.45
6,0.4,0.4,0.85,0.25,0.35,0.65,0.2,0.65,0.75,0.3
7,0.3,0.25,0.8,0.45,0.4,0.6,0.25,0.75,0.6,0.2
8,0.15,0.2,0.65,0.5,0.55,0.6,0.25,0.75,0.6,0.25
9,0.25,0.2,0.6,0.4,0.5,0.7,0.1,0.8,0.35,0.15
10,0.35,0.15,0.5,0.4,0.45,0.6,0.15,0.65,0.1,0.2
11,0.4,0.4,0.35,0.5,0.5,0.65,0.05,0.5,0.2,0.25
12,0.4,0.5,0.5,0.5,0.75,0.6,0.1,0.3,0.35,0.45
13,0.55,0.6,0.5,0.6,0.75,0.45,0.05,0.25,0.4,0.55
14,0.45,0.65,0.4,0.45,0.9,0.5,0.1,0.4,0.35,0.5
15,0.65,0.55,0.4,0.5,0.75,0.65,0.1,0.3,0.5,0.5
16,0.6,0.45,0.3,0.75,0.5,0.5,0.3,0.3,0.65,0.6
17,0.75,0.7,0.1,0.65,0.3,0.4,0.2,0.15,0.8,0.7
18,0.65,0.65,0.4,0.6,0.35,0.35,0.3,0.3,0.75,0.6
19,0.7,0.7,0.15,0.7,0.4,0.25,0.2,0.45,0.7,0.8
20,0.7,0.8,0.1,0.55,0.5,0.2,0.25,0.55,0.85,0.65
21,0.9,0.6,0.3,0.55,0.5,0.15,0.35,0.4,0.8,0.7
22,0.9,0.55,0.45,0.55,0.55,0.1,0.2,0.25,0.65,0.6
23,1.0,0.65,0.5,0.75,0.35,0.1,0.15,0.45,0.8,0.8
24,0.8,0.55,0.55,0.6,0.55,0.15,0.15,0.35,0.9,0.9
25,0.6,0.5,0.55,0.35,0.75,0.25,0.5,0.25,0.85,0.85
26,0.7,0.45,0.45,0.6,0.7,0.2,0.25,0.35,0.95,0.65
27,0.65,0.5,0.45,0.75,0.75,0.35,0.15,0.15,0.85,0.4
28,0.65,0.45,0.6,0.65,0.65,0.25,0.35,0.25,0.65,0.6
29,0.6,0.55,0.6,0.55,0.55,0.25,0.4,0.1,0.75,0.65
30,0.7,0.8,0.55,0.6,0.5,0.35,0.45,0.1,0.7,0.65
31,0.8,0.75,0.85,0.3,0.5,0.3,0.65,0.25,0.4,0.45
32,0.95,0.65,0.9,0.5,0.35,0.15,0.45,0.3,0.3,0.55
33,0.85,0.55,0.65,0.2,0.4,0.4,0.7,0.35,0.25,0.7
34,0.75,0.45,0.7,0.35,0.45,0.5,0.45,0.4,0.45,0.8
35,0.75,0.55,0.6,0.35,0.5,0.6,0.5,0.25,0.35,0.65
36,0.7,0.4,0.4,0.5,0.55,0.6,0.75,0.4,0.3,0.85
37,0.5,0.45,0.5,0.5,0.5,0.75,0.55,0.5,0.6,0.85
38,0.6,0.5,0.2,0.55,0.45,0.65,0.4,0.2,0.55,0.9
39,0.7,0.5,0.2,0.2,0.4,0.35,0.4,0.35,0.6,0.45
40,0.8,0.5,0.25,0.0,0.35,0.4,0.3,0.4,0.75,0.5
41,0.9,0.5,0.3,0.15,0.2,0.3,0.3,0.3,0.65,0.25
42,0.9,0.45,0.35,0.25,0.35,0.4,0.35,0.35,0.55,0.45
