Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.5,0.45,0.5,0.65,0.45,0.45,0.45,0.4,0.5,0.6
1,0.45,0.4,0.7,0.7,0.5,0.5,0.35,0.2,0.6,0.4
2,0.55,0.4,0.75,0.75,0.65,0.55,0.3,0.25,0.55,0.15
3,0.6,0.35,0.5,0.7,0.85,0.65,0.5,0.25,0.7,0.1
4,0.4,0.4,0.55,0.85,0.8,0.5,0.5,0.3,0.55,0.1
5,0.5,0.35,0.75,0.8,0.95,0.35,0.25,0.3,0.6,0.1
6,0.5,0.25,0.65,0.75,0.9,0.25,0.35,0.25,0.65,0.15
7,0.35,0.6,0.55,0.55,0.8,0.25,0.45,0.15,0.55,0.15
8,0.5,0.75,0.45,0.45,0.9,0.15,0.55,0.15,0.3,0.2
9,0.5,0.85,0.35,0.6,0.95,0.0,0.4,0.1,0.5,0.05
10,0.4,0.9,0.4,0.75,1.0,0.15,0.45,0.1,0.6,0.1
11,0.45,0.95,0.45,0.55,0.9,0.2,0.45,0.45,0.45,0.2
12,0.4,0.85,0.5,0.5,0.95,0.05,0.5,0.65,0.35,0.2
13,0.55,0.75,0.65,0.45,0.85,0.2,0.5,0.7,0.5,0.35
14,0.35,0.55,0.75,0.6,0.95,0.2,0.85,0.45,0.4,0.4
15,0.6,0.55,0.7,0.6,0.9,0.5,0.85,0.65,0.4,0.55
16,0.55,0.45,0.65,0.6,0.85,0.55,0.7,0.7,0.4,0.45
17,0.4,0.5,0.85,0.55,0.8,0.6,0.6,0.6,0.45,0.35
18,0.2,0.65,0.9,0.55,0.85,0.6,0.4,0.65,0.55,0.45
19,0.15,0.55,0.65,0.65,0.55,0.6,0.5,0.65,0.6,0.25
20,0.2,0.55,0.45,0.5,0.6,0.75,0.7,0.45,0.4,0.6
21,0.05,0.45,0.6,0.3,0.85,0.65,0.7,0.35,0.25,0.75
22,0.1,0.5,0.6,0.25,0.8,0.6,0.5,0.25,0.3,0.55
23,0.25,0.5,0.6,0.4,0.7,0.65,0.5,0.15,0.25,0.5
