Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look,mate_11_look,mate_12_look,mate_13_look,mate_14_look,mate_15_look,mate_16_look,mate_17_look,mate_18_look,mate_19_look,mate_20_look
0,0.4,0.55,0.45,0.4,0.5,0.6,0.65,0.45,0.4,0.7,0.4,0.65,0.4,0.55,0.4,0.3,0.4,0.4,0.65,0.45
1,0.3,0.8,0.6,0.35,0.55,0.55,0.65,0.5,0.3,0.6,0.25,0.7,0.35,0.7,0.5,0.15,0.1,0.45,0.6,0.45
2,0.45,0.95,0.4,0.4,0.25,0.4,0.55,0.45,0.55,0.5,0.35,0.8,0.45,0.55,0.55,0.3,0.2,0.25,0.6,0.4
3,0.55,1.0,0.45,0.4,0.1,0.65,0.75,0.1,0.4,0.6,0.3,1.0,0.55,0.35,0.35,0.25,0.05,0.35,0.7,0.5
4,0.55,0.9,0.6,0.45,0.15,0.3,0.95,0.0,0.3,0.5,0.15,0.95,0.35,0.4,0.5,0.35,0.0,0.45,0.6,0.55
5,0.55,0.8,0.55,0.4,0.05,0.25,0.95,0.15,0.4,0.55,0.05,0.85,0.4,0.45,0.65,0.35,0.05,0.5,0.5,0.65
6,0.75,0.75,0.65,0.15,0.15,0.0,0.8,0.1,0.55,0.1,0.1,0.95,0.4,0.25,0.65,0.1,0.0,0.45,0.7,0.9
7,0.65,0.8,0.5,0.1,0.2,0.15,0.85,0.1,0.65,0.35,0.05,0.85,0.45,0.4,0.65,0.2,0.0,0.5,0.55,0.7
8,0.6,0.65,0.3,0.15,0.1,0.1,0.85,0.25,0.75,0.3,0.15,0.7,0.3,0.55,0.6,0.3,0.05,0.5,0.4,0.75
9,0.6,0.75,0.45,0.1,0.2,0.15,0.65,0.4,0.7,0.45,0.15,0.7,0.3,0.45,0.55,0.3,0.0,0.55,0.4,0.7
10,0.55,0.8,0.6,0.15,0.35,0.25,0.65,0.55,0.75,0.35,0.0,0.7,0.1,0.25,0.45,0.2,0.0,0.5,0.3,0.7
11,0.45,0.8,0.7,0.25,0.1,0.4,0.8,0.45,0.85,0.55,0.05,0.7,0.15,0.2,0.2,0.1,0.0,0.55,0.35,0.6
