Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.45,0.4,0.6,0.55,0.4,0.65,0.45,0.55,0.35,0.45
1,0.45,0.4,0.5,0.8,0.5,0.7,0.35,0.6,0.25,0.65
2,0.5,0.55,0.75,0.65,0.4,0.75,0.3,0.6,0.3,0.6
3,0.35,0.45,0.75,0.4,0.5,0.75,0.35,0.65,0.5,0.6
4,0.4,0.35,1.0,0.3,0.35,0.8,0.4,0.5,0.7,0.35
5,0.65,0.25,0.95,0.25,0.7,0.9,0.4,0.6,0.65,0.05
6,0.75,0.3,0.9,0.3,0.55,0.6,0.4,0.45,0.55,0.15
7,0.6,0.45,0.75,0.3,0.75,0.7,0.6,0.55,0.35,0.2
8,0.6,0.5,0.75,0.35,0.7,0.65,0.5,0.45,0.45,0.2
9,0.7,0.15,0.6,0.6,0.75,0.9,0.15,0.25,0.55,0.15
10,0.45,0.4,0.75,0.8,0.8,0.85,0.1,0.1,0.8,0.25
11,0.8,0.45,0.7,0.8,0.8,0.9,0.05,0.15,0.75,0.2
12,0.85,0.45,0.9,0.75,0.7,0.65,0.0,0.3,0.6,0.35
13,0.9,0.55,0.75,0.55,0.85,0.65,0.25,0.25,0.85,0.1
14,0.75,0.65,0.8,0.8,0.95,0.85,0.5,0.1,0.85,0.15
15,0.65,0.55,0.55,0.95,0.85,0.75,0.55,0.05,0.85,0.25
16,0.75,0.6,0.75,0.95,0.45,0.75,0.5,0.05,0.75,0.1
17,0.8,0.15,0.75,0.8,0.3,0.5,0.25,0.15,0.6,0.15
18,0.7,0.1,0.8,0.8,0.15,0.5,0.25,0.35,0.45,0.1
19,0.7,0.2,0.9,0.85,0.25,0.65,0.15,0.1,0.6,0.2
20,0.65,0.15,0.7,0.85,0.45,0.8,0.05,0.4,0.7,0.05
21,0.8,0.0,0.9,0.85,0.35,0.8,0.1,0.35,0.6,0.3
22,0.85,0.05,0.9,0.8,0.45,0.4,0.0,0.6,0.55,0.2
23,0.8,0.0,0.9,0.7,0.55,0.3,0.1,0.8,0.85,0.1
24,0.95,0.05,0.8,0.7,0.65,0.15,0.5,0.8,0.9,0.05
25,0.95,0.2,0.65,0.5,0.7,0.2,0.75,0.6,0.9,0.05
26,0.9,0.25,0.75,0.9,0.25,0.15,0.6,0.55,0.8,0.05
27,0.95,0.1,0.7,0.75,0.3,0.25,0.8,0.6,0.9,0.15
28,0.8,0.25,0.75,0.6,0.3,0.0,0.75,0.85,0.9,0.05
29,0.7,0.25,0.7,0.5,0.05,0.1,0.9,0.5,0.9,0.25
30,1.0,0.35,0.65,0.3,0.05,0.15,0.85,0.45,0.95,0.3
31,0.95,0.15,0.6,0.35,0.1,0.3,0.95,0.4,0.85,0.45
32,0.65,0.1,0.45,0.3,0.05,0.3,0.8,0.4,0.8,0.35
33,0.85,0.25,0.4,0.1,0.15,0.5,0.8,0.25,0.75,0.5
34,0.8,0.2,0.5,0.25,0.05,0.55,0.65,0.2,0.8,0.3
35,0.55,0.05,0.5,0.25,0.0,0.6,0.75,0.1,0.75,0.15
36,0.5,0.1,0.5,0.1,0.2,0.4,0.4,0.3,0.7,0.2
37,0.5,0.1,0.5,0.25,0.2,0.65,0.4,0.45,0.6,0.3
38,0.55,0.2,0.4,0.35,0.15,0.6,0.6,0.5,0.75,0.15
39,0.35,0.3,0.3,0.3,0.3,0.75,0.45,0.5,0.8,0.35
40,0.2,0.2,0.3,0.25,0.2,0.65,0.55,0.55,0.9,0.3
41,0.25,0.3,0.65,0.3,0.35,0.5,0.55,0.55,0.85,0.5
42,0.45,0.25,0.6,0.4,0.3,0.55,0.55,0.2,0.9,0.45
43,0.35,0.35,0.5,0.4,0.3,0.55,0.75,0.45,0.65,0.6
44,0.7,0.3,0.55,0.25,0.15,0.35,0.65,0.5,0.5,0.35
45,0.7,0.25,0.25,0.15,0.15,0.4,0.3,0.3,0.5,0.35
46,0.75,0.3,0.35,0.05,0.2,0.2,0.4,0.25,0.45,0.25
47,0.65,0.3,0.35,0.1,0.2,0.15,0.45,0.25,0.55,0.2
48,0.55,0.55,0.45,0.1,0.15,0.25,0.55,0.4,0.4,0.1
49,0.7,0.6,0.3,0.05,0.05,0.35,0.6,0.2,0.45,0.3
50,0.9,0.65,0.55,0.3,0.15,0.25,0.6,0.2,0.4,0.3
51,0.9,0.8,0.65,0.3,0.15,0.35,0.45,0.2,0.2,0.35
52,0.9,0.9,0.75,0.3,0.05,0.15,0.35,0.1,0.25,0.2
53,0.95,0.8,0.8,0.7,0.05,0.05,0.3,0.3,0.15,0.15
54,0.9,0.75,0.7,0.65,0.25,0.15,0.25,0.4,0.3,0.45
55,0.8,0.85,0.4,0.4,0.1,0.1,0.1,0.1,0.35,0.4
56,0.55,0.75,0.3,0.45,0.3,0.3,0.1,0.3,0.45,0.65
57,0.7,0.85,0.4,0.25,0.05,0.3,0.1,0.3,0.35,0.7
58,0.65,0.75,0.35,0.25,0.2,0.4,0.2,0.25,0.45,0.6
59,0.5,0.7,0.4,0.1,0.1,0.35,0.25,0.3,0.4,0.8
60,0.65,0.65,0.35,0.25,0.2,0.4,0.2,0.35,0.3,0.65
61,0.65,0.55,0.15,0.35,0.35,0.45,0.15,0.6,0.15,0.85
62,0.7,0.4,0.25,0.55,0.55,0.4,0.05,0.7,0.0,0.85
63,0.85,0.15,0.0,0.6,0.55,0.05,0.2,0.7,0.0,0.75
64,0.8,0.4,0.2,0.5,0.4,0.2,0.35,0.7,0.1,0.3
65,0.8,0.3,0.1,0.55,0.5,0.25,0.25,0.65,0.2,0.6
66,0.75,0.15,0.15,0.75,0.45,0.2,0.45,0.6,0.25,0.8
67,0.65,0.3,0.1,0.65,0.55,0.3,0.45,0.4,0.3,0.75
68,0.65,0.3,0.0,0.65,0.65,0.3,0.4,0.25,0.4,0.8
69,0.7,0.25,0.0,0.3,0.5,0.25,0.15,0.2,0.6,0.85
70,0.7,0.15,0.05,0.7,0.65,0.2,0.3,0.1,0.75,0.85
71,0.65,0.45,0.15,0.45,0.5,0.45,0.4,0.35,0.55,0.65
72,0.65,0.65,0.25,0.4,0.5,0.5,0.25,0.7,0.65,0.95
73,0.6,0.65,0.25,0.6,0.55,0.6,0.55,0.6,0.5,0.9
74,0.6,0.6,0.15,0.45,0.55,0.8,0.5,0.7,0.4,0.9
75,0.65,0.3,0.15,0.55,0.45,0.75,0.3,0.85,0.75,0.55
76,0.75,0.45,0.1,0.3,0.5,0.6,0.2,0.8,0.6,0.5
77,0.7,0.4,0.45,0.4,0.85,0.75,0.3,0.85,0.4,0.55
78,0.75,0.5,0.4,0.55,0.55,0.65,0.45,0.8,0.5,0.5
79,0.6,0.4,0.7,0.6,0.65,0.45,0.4,0.9,0.45,0.25
80,0.55,0.15,0.8,0.5,0.65,0.4,0.6,1.0,0.55,0.25
81,0.8,0.25,0.6,0.25,0.65,0.4,0.6,0.9,0.75,0.4
82,0.9,0.55,0.5,0.3,0.75,0.3,0.35,0.8,0.9,0.5
83,0.75,0.45,0.35,0.2,0.85,0.5,0.1,0.7,0.75,0.35
84,0.7,0.5,0.35,0.1,0.65,0.6,0.1,0.6,0.75,0.3
85,0.5,0.3,0.35,0.0,0.55,0.3,0.3,0.65,0.45,0.45
86,0.6,0.3,0.15,0.0,0.7,0.4,0.3,0.4,0.6,0.4
87,0.75,0.65,0.2,0.05,0.6,0.55,0.15,0.55,0.4,0.4
88,0.85,0.5,0.35,0.05,0.5,0.5,0.15,0.4,0.45,0.35
89,0.9,0.45,0.25,0.15,0.6,0.5,0.05,0.55,0.4,0.5
90,0.8,0.6,0.45,0.0,0.6,0.3,0.2,0.4,0.25,0.7
91,0.65,0.6,0.3,0.2,0.8,0.4,0.4,0.35,0.25,0.75
92,0.85,0.3,0.05,0.4,0.45,0.4,0.35,0.45,0.35,0.65
93,0.65,0.25,0.05,0.5,0.45,0.5,0.2,0.45,0.45,0.6
94,0.5,0.25,0.05,0.45,0.45,0.45,0.3,0.65,0.7,0.7
95,0.7,0.25,0.15,0.65,0.55,0.75,0.1,0.35,0.4,0.8
96,0.8,0.25,0.25,0.7,0.45,0.75,0.25,0.25,0.65,0.85
97,0.6,0.4,0.3,0.85,0.45,0.65,0.3,0.4,0.3,0.75
98,0.85,0.2,0.35,0.95,0.35,0.5,0.45,0.35,0.4,0.75
99,0.85,0.15,0.25,1.0,0.3,0.5,0.4,0.3,0.45,0.7
