Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.55,0.3,0.55,0.55,0.4
1,0.65,0.15,0.4,0.35,0.4
2,0.7,0.25,0.25,0.4,0.5
3,0.5,0.25,0.15,0.7,0.45
4,0.5,0.15,0.1,0.3,0.4
5,0.65,0.45,0.05,0.25,0.4
6,0.45,0.45,0.2,0.25,0.2
7,0.5,0.45,0.3,0.25,0.35
8,0.5,0.3,0.25,0.4,0.4
9,0.5,0.35,0.2,0.55,0.45
10,0.45,0.4,0.5,0.55,0.4
11,0.6,0.4,0.45,0.65,0.35
12,0.45,0.6,0.35,0.65,0.15
13,0.65,0.45,0.35,0.35,0.05
14,0.55,0.45,0.25,0.3,0.2
15,0.4,0.45,0.4,0.25,0.15
16,0.55,0.4,0.5,0.2,0.3
17,0.3,0.3,0.6,0.45,0.4
18,0.2,0.3,0.45,0.55,0.3
19,0.35,0.45,0.6,0.35,0.45
20,0.45,0.2,0.55,0.45,0.6
21,0.45,0.25,0.4,0.35,0.7
22,0.65,0.35,0.6,0.2,0.6
23,0.7,0.4,0.55,0.45,0.55
24,0.6,0.35,0.75,0.45,0.65
25,0.35,0.55,0.75,0.5,0.45
26,0.3,0.6,0.85,0.35,0.55
27,0.4,0.35,0.6,0.3,0.45
28,0.3,0.75,0.25,0.4,0.55
29,0.35,0.55,0.15,0.3,0.4
30,0.4,0.4,0.15,0.4,0.3
31,0.2,0.45,0.3,0.45,0.65
32,0.35,0.35,0.3,0.4,0.5
33,0.25,0.4,0.3,0.35,0.55
34,0.65,0.35,0.5,0.6,0.8
35,0.45,0.6,0.35,0.45,0.7
36,0.35,0.4,0.3,0.25,0.45
37,0.45,0.3,0.1,0.45,0.5
38,0.65,0.3,0.25,0.4,0.55
39,0.65,0.4,0.45,0.35,0.55
40,0.4,0.5,0.3,0.3,0.3
41,0.35,0.5,0.2,0.35,0.25
42,0.2,0.5,0.35,0.35,0.15
43,0.1,0.4,0.45,0.6,0.45
44,0.5,0.4,0.7,0.55,0.6
45,0.45,0.4,0.4,0.45,0.6
46,0.6,0.5,0.35,0.55,0.65
47,0.45,0.25,0.35,0.55,0.6
48,0.3,0.25,0.3,0.35,0.55
49,0.3,0.5,0.35,0.6,0.1
50,0.15,0.45,0.5,0.65,0.05
51,0.4,0.4,0.65,0.35,0.2
52,0.3,0.5,0.65,0.2,0.3
53,0.3,0.7,0.6,0.2,0.2
54,0.55,0.4,0.6,0.4,0.3
55,0.35,0.3,0.4,0.55,0.6
56,0.55,0.3,0.45,0.65,0.5
57,0.6,0.65,0.35,0.65,0.5
58,0.7,0.35,0.15,0.6,0.65
59,0.7,0.35,0.15,0.3,0.35
60,0.6,0.45,0.25,0.55,0.35
61,0.6,0.5,0.45,0.35,0.4
62,0.45,0.65,0.55,0.35,0.4
63,0.35,0.8,0.75,0.4,0.35
64,0.3,0.55,0.65,0.6,0.35
65,0.55,0.35,0.45,0.55,0.2
66,0.55,0.4,0.4,0.3,0.25
67,0.6,0.15,0.25,0.6,0.3
68,0.5,0.15,0.4,0.35,0.45
69,0.5,0.3,0.3,0.35,0.55
70,0.65,0.5,0.4,0.45,0.4
71,0.3,0.7,0.65,0.65,0.45
72,0.25,0.5,0.45,0.7,0.55
73,0.25,0.45,0.2,0.25,0.35
74,0.25,0.55,0.25,0.4,0.1
75,0.25,0.4,0.2,0.65,0.2
76,0.5,0.55,0.15,0.7,0.3
77,0.4,0.25,0.25,0.65,0.35
78,0.55,0.25,0.35,0.75,0.4
79,0.4,0.35,0.45,0.65,0.35
80,0.45,0.3,0.35,0.65,0.2
81,0.5,0.6,0.55,0.45,0.25
82,0.55,0.45,0.4,0.55,0.4
83,0.45,0.15,0.35,0.45,0.35
84,0.6,0.2,0.4,0.7,0.45
85,0.55,0.2,0.4,0.5,0.6
86,0.7,0.25,0.4,0.45,0.35
87,0.5,0.35,0.55,0.25,0.6
88,0.25,0.4,0.75,0.35,0.55
89,0.2,0.35,0.55,0.45,0.6
90,0.3,0.4,0.5,0.5,0.4
91,0.15,0.25,0.4,0.6,0.5
92,0.25,0.35,0.4,0.3,0.45
93,0.25,0.2,0.5,0.05,0.4
94,0.55,0.1,0.3,0.2,0.2
95,0.45,0.15,0.3,0.3,0.3
96,0.45,0.2,0.2,0.25,0.3
97,0.35,0.25,0.35,0.55,0.4
98,0.6,0.55,0.2,0.75,0.3
99,0.65,0.4,0.55,0.65,0.5
