Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.55,0.65,0.45,0.7,0.45
1,0.65,0.55,0.55,0.65,0.4
2,0.55,0.55,0.4,0.65,0.6
3,0.4,0.55,0.3,0.65,0.55
4,0.5,0.35,0.3,0.65,0.35
5,0.4,0.4,0.45,0.55,0.35
6,0.5,0.5,0.85,0.3,0.5
7,0.4,0.3,0.5,0.25,0.5
8,0.7,0.4,0.35,0.15,0.25
9,0.75,0.4,0.3,0.25,0.35
10,0.55,0.35,0.4,0.2,0.4
11,0.75,0.45,0.65,0.25,0.3
12,0.7,0.55,0.5,0.45,0.4
13,0.4,0.55,0.35,0.5,0.4
14,0.45,0.6,0.4,0.35,0.3
15,0.4,0.55,0.3,0.4,0.3
16,0.35,0.2,0.25,0.5,0.45
17,0.6,0.35,0.25,0.65,0.45
18,0.75,0.25,0.35,0.5,0.5
19,0.4,0.45,0.3,0.2,0.55
20,0.3,0.55,0.5,0.15,0.6
21,0.25,0.45,0.25,0.5,0.7
22,0.2,0.45,0.2,0.45,0.75
23,0.35,0.6,0.35,0.45,0.7
24,0.4,0.5,0.5,0.25,0.5
25,0.45,0.55,0.45,0.4,0.4
26,0.45,0.4,0.4,0.25,0.65
27,0.4,0.25,0.55,0.4,0.8
28,0.55,0.4,0.3,0.45,0.8
29,0.7,0.3,0.55,0.6,0.65
30,0.65,0.4,0.6,0.4,0.55
31,0.5,0.4,0.4,0.55,0.7
32,0.45,0.25,0.45,0.4,0.65
33,0.3,0.2,0.6,0.55,0.8
34,0.3,0.55,0.6,0.5,0.75
35,0.3,0.5,0.45,0.45,0.7
36,0.65,0.45,0.2,0.15,0.45
37,0.8,0.55,0.3,0.5,0.3
38,0.7,0.55,0.35,0.35,0.4
39,0.65,0.6,0.45,0.4,0.65
40,0.55,0.7,0.45,0.4,0.85
41,0.6,0.55,0.6,0.35,0.6
42,0.55,0.45,0.5,0.25,0.45
43,0.4,0.55,0.35,0.4,0.3
44,0.75,0.25,0.2,0.45,0.25
45,0.75,0.2,0.2,0.4,0.25
46,0.4,0.25,0.2,0.4,0.3
47,0.55,0.55,0.3,0.5,0.3
48,0.4,0.4,0.35,0.65,0.35
49,0.4,0.5,0.5,0.7,0.25
50,0.35,0.45,0.55,0.5,0.45
51,0.25,0.5,0.75,0.65,0.55
52,0.15,0.55,0.5,0.5,0.25
53,0.2,0.45,0.7,0.6,0.35
54,0.3,0.5,0.45,0.6,0.5
55,0.35,0.55,0.45,0.45,0.5
56,0.4,0.5,0.5,0.2,0.5
57,0.45,0.5,0.7,0.25,0.35
58,0.35,0.55,0.7,0.2,0.55
59,0.3,0.65,0.55,0.25,0.5
60,0.2,0.65,0.65,0.25,0.55
61,0.35,0.6,0.5,0.55,0.6
62,0.4,0.45,0.45,0.3,0.5
63,0.05,0.6,0.5,0.45,0.75
64,0.3,0.45,0.35,0.7,0.55
65,0.4,0.4,0.35,0.6,0.7
66,0.4,0.25,0.35,0.65,0.85
67,0.5,0.3,0.35,0.4,0.7
68,0.6,0.35,0.4,0.45,0.55
69,0.6,0.35,0.4,0.25,0.45
70,0.4,0.55,0.5,0.6,0.55
71,0.55,0.45,0.35,0.5,0.5
72,0.6,0.45,0.6,0.6,0.55
73,0.5,0.7,0.65,0.55,0.7
74,0.75,0.45,0.5,0.2,0.55
75,0.85,0.5,0.45,0.35,0.45
76,0.7,0.45,0.45,0.45,0.35
77,0.7,0.55,0.35,0.45,0.45
78,0.5,0.3,0.25,0.4,0.45
79,0.5,0.1,0.35,0.45,0.5
80,0.7,0.1,0.2,0.4,0.5
81,0.6,0.3,0.1,0.4,0.5
82,0.5,0.3,0.45,0.55,0.2
83,0.4,0.3,0.25,0.6,0.25
84,0.15,0.2,0.25,0.5,0.45
85,0.3,0.35,0.35,0.35,0.3
86,0.55,0.3,0.25,0.5,0.45
87,0.4,0.4,0.2,0.6,0.6
88,0.7,0.55,0.45,0.3,0.85
89,0.7,0.6,0.4,0.05,0.75
90,0.55,0.45,0.5,0.3,0.75
91,0.55,0.35,0.55,0.3,0.7
92,0.45,0.45,0.4,0.25,0.6
93,0.45,0.55,0.55,0.4,0.55
94,0.6,0.4,0.65,0.4,0.55
95,0.5,0.4,0.55,0.35,0.5
96,0.75,0.35,0.3,0.4,0.2
97,0.75,0.45,0.15,0.45,0.45
98,0.6,0.45,0.25,0.5,0.45
99,0.6,0.45,0.15,0.2,0.75
