Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.4,0.6,0.65,0.55,0.45
1,0.55,0.6,0.45,0.6,0.3
2,0.6,0.65,0.5,0.5,0.55
3,0.65,0.5,0.5,0.75,0.2
4,0.5,0.55,0.5,0.75,0.3
5,0.7,0.65,0.35,0.5,0.55
6,0.85,0.6,0.45,0.2,0.6
7,0.55,0.65,0.65,0.25,0.65
8,0.7,0.4,0.5,0.4,0.7
9,0.6,0.3,0.55,0.4,0.8
10,0.4,0.4,0.55,0.5,0.75
11,0.6,0.2,0.5,0.45,0.55
12,0.75,0.5,0.5,0.25,0.6
13,0.6,0.5,0.3,0.35,0.45
14,0.65,0.2,0.35,0.35,0.5
15,0.55,0.25,0.4,0.5,0.7
16,0.65,0.35,0.5,0.55,0.8
17,0.6,0.4,0.55,0.6,0.55
18,0.55,0.35,0.45,0.6,0.35
19,0.45,0.25,0.45,0.55,0.3
20,0.75,0.4,0.45,0.4,0.25
21,0.7,0.5,0.5,0.5,0.35
22,0.7,0.35,0.3,0.65,0.6
23,0.75,0.35,0.35,0.5,0.65
24,0.6,0.35,0.65,0.45,0.55
25,0.5,0.4,0.6,0.55,0.35
26,0.55,0.35,0.6,0.5,0.25
27,0.55,0.45,0.35,0.3,0.25
28,0.25,0.65,0.45,0.5,0.15
29,0.15,0.75,0.8,0.3,0.3
30,0.15,0.65,0.75,0.3,0.2
31,0.1,0.7,0.7,0.75,0.35
32,0.25,0.6,0.55,0.5,0.4
33,0.3,0.75,0.6,0.55,0.25
34,0.35,0.6,0.75,0.6,0.4
35,0.35,0.45,0.6,0.75,0.4
36,0.6,0.45,0.7,0.7,0.45
37,0.7,0.3,0.6,0.55,0.35
38,0.6,0.45,0.6,0.5,0.3
39,0.7,0.55,0.7,0.45,0.6
40,0.65,0.6,0.6,0.25,0.4
41,0.55,0.5,0.45,0.4,0.2
42,0.5,0.2,0.45,0.55,0.5
43,0.65,0.2,0.35,0.65,0.65
44,0.7,0.25,0.25,0.55,0.75
45,0.55,0.4,0.3,0.55,0.65
46,0.7,0.3,0.3,0.5,0.6
47,0.7,0.4,0.6,0.45,0.55
48,0.7,0.25,0.6,0.3,0.8
49,0.6,0.45,0.55,0.45,0.5
50,0.65,0.25,0.35,0.5,0.4
51,0.65,0.4,0.5,0.65,0.65
52,0.6,0.35,0.35,0.45,0.55
53,0.6,0.55,0.2,0.4,0.4
54,0.6,0.4,0.25,0.65,0.5
55,0.65,0.3,0.3,0.25,0.35
56,0.75,0.4,0.25,0.35,0.4
57,0.75,0.45,0.4,0.6,0.4
58,0.55,0.5,0.55,0.45,0.4
59,0.5,0.65,0.7,0.45,0.5
60,0.3,0.75,0.45,0.65,0.5
61,0.1,1.0,0.4,0.45,0.65
62,0.55,0.75,0.7,0.75,0.7
63,0.45,0.5,0.55,0.55,0.65
64,0.5,0.65,0.6,0.45,0.45
65,0.65,0.65,0.5,0.7,0.35
66,0.75,0.6,0.5,0.75,0.5
67,0.45,0.6,0.5,0.45,0.5
68,0.25,0.6,0.25,0.3,0.6
69,0.45,0.65,0.35,0.35,0.3
70,0.5,0.4,0.3,0.4,0.55
71,0.45,0.55,0.3,0.7,0.6
72,0.65,0.45,0.3,0.5,0.45
73,0.7,0.6,0.25,0.45,0.4
74,0.65,0.6,0.3,0.45,0.55
75,0.4,0.6,0.1,0.3,0.5
76,0.35,0.6,0.2,0.6,0.4
77,0.35,0.5,0.3,0.65,0.55
78,0.3,0.45,0.25,0.6,0.5
79,0.15,0.4,0.45,0.5,0.6
80,0.3,0.3,0.35,0.45,0.6
81,0.45,0.25,0.35,0.25,0.35
82,0.35,0.4,0.3,0.5,0.3
83,0.25,0.5,0.2,0.55,0.45
84,0.15,0.6,0.1,0.5,0.45
85,0.25,0.55,0.3,0.45,0.6
86,0.65,0.35,0.45,0.65,0.3
87,0.75,0.25,0.45,0.5,0.35
88,0.55,0.35,0.35,0.7,0.2
89,0.6,0.3,0.15,0.65,0.3
90,0.7,0.4,0.35,0.8,0.25
91,0.9,0.45,0.55,0.7,0.25
92,0.7,0.75,0.4,0.45,0.35
93,0.55,0.5,0.4,0.55,0.35
94,0.55,0.4,0.3,0.35,0.4
95,0.5,0.55,0.3,0.3,0.55
96,0.25,0.65,0.55,0.35,0.45
97,0.35,0.6,0.65,0.6,0.25
98,0.4,0.7,0.65,0.5,0.35
99,0.55,0.6,0.7,0.55,0.2
