Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look,mate_11_look,mate_12_look,mate_13_look,mate_14_look,mate_15_look,mate_16_look,mate_17_look,mate_18_look,mate_19_look,mate_20_look
0,0.5,0.6,0.55,0.6,0.55,0.35,0.5,0.65,0.5,0.5,0.6,0.55,0.55,0.3,0.4,0.5,0.55,0.45,0.5,0.35
1,0.35,0.9,0.25,0.45,0.45,0.4,0.65,0.4,0.4,0.55,0.6,0.7,0.85,0.2,0.4,0.7,0.45,0.3,0.65,0.55
2,0.4,1.0,0.25,0.5,0.3,0.45,0.8,0.3,0.35,0.6,0.55,0.6,0.7,0.2,0.45,0.6,0.45,0.35,0.55,0.6
3,0.3,0.9,0.5,0.55,0.3,0.4,0.75,0.55,0.45,0.6,0.7,0.45,0.55,0.3,0.25,0.4,0.25,0.35,0.55,0.4
4,0.2,0.75,0.8,0.75,0.25,0.35,0.55,0.95,0.2,0.4,0.95,0.3,0.45,0.4,0.1,0.3,0.35,0.5,0.5,0.5
5,0.15,0.6,0.9,0.75,0.15,0.55,0.55,0.95,0.25,0.35,1.0,0.5,0.65,0.2,0.2,0.3,0.55,0.7,0.75,0.7
6,0.3,0.5,0.95,0.6,0.15,0.8,0.7,1.0,0.15,0.35,1.0,0.4,0.7,0.15,0.25,0.3,0.6,0.6,0.6,0.7
7,0.3,0.6,1.0,0.7,0.15,1.0,0.6,1.0,0.05,0.55,1.0,0.4,0.8,0.15,0.3,0.45,0.75,0.7,0.45,0.9
8,0.35,0.75,0.95,0.7,0.05,1.0,0.65,0.9,0.0,0.6,1.0,0.6,0.85,0.1,0.3,0.65,0.9,0.65,0.5,0.9
9,0.45,0.6,0.95,0.45,0.05,0.9,0.8,0.9,0.15,0.55,1.0,0.55,0.85,0.0,0.3,0.55,0.95,0.55,0.55,0.8
10,0.5,0.6,0.95,0.4,0.05,0.9,0.7,0.85,0.05,0.55,0.95,0.45,0.85,0.1,0.35,0.6,0.9,0.6,0.35,0.9
11,0.7,0.45,1.0,0.4,0.3,0.95,0.75,1.0,0.05,0.4,1.0,0.45,0.95,0.05,0.5,0.7,0.8,0.45,0.45,1.0
12,0.7,0.45,1.0,0.45,0.35,0.8,0.7,0.95,0.0,0.4,0.95,0.45,0.85,0.0,0.4,0.7,0.85,0.4,0.4,0.95
13,0.45,0.75,0.95,0.7,0.4,0.85,0.7,0.95,0.05,0.6,0.9,0.7,0.75,0.0,0.3,0.85,0.7,0.3,0.4,0.8
14,0.4,0.55,1.0,0.4,0.75,0.55,0.5,0.9,0.25,0.35,0.7,0.65,1.0,0.05,0.55,0.85,0.5,0.0,0.7,0.95
15,0.4,0.9,0.95,0.65,0.7,0.7,0.25,0.85,0.3,0.35,0.55,0.95,1.0,0.25,0.45,0.95,0.4,0.1,0.55,0.95
16,0.3,0.85,0.9,0.65,0.75,0.8,0.05,0.9,0.2,0.45,0.7,1.0,0.95,0.5,0.45,0.85,0.2,0.0,0.5,0.9
17,0.2,0.95,1.0,0.5,0.75,0.9,0.1,0.9,0.15,0.4,0.75,0.95,0.9,0.5,0.8,0.9,0.2,0.05,0.45,0.75
18,0.05,0.95,1.0,0.25,0.7,0.9,0.1,0.85,0.0,0.35,0.85,1.0,0.75,0.15,0.9,0.85,0.1,0.1,0.1,0.9
19,0.0,1.0,0.9,0.25,0.75,0.8,0.2,0.8,0.1,0.35,0.85,1.0,0.7,0.2,0.6,0.95,0.1,0.35,0.1,0.75
