Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.55,0.55,0.35,0.65,0.6
1,0.85,0.4,0.4,0.55,0.5
2,0.65,0.45,0.3,0.5,0.55
3,0.6,0.65,0.35,0.55,0.55
4,0.55,0.65,0.45,0.45,0.6
5,0.3,0.55,0.4,0.5,0.7
6,0.45,0.4,0.35,0.6,0.55
7,0.25,0.3,0.4,0.45,0.65
8,0.4,0.4,0.6,0.55,0.5
9,0.45,0.5,0.4,0.5,0.5
10,0.4,0.45,0.45,0.45,0.4
11,0.4,0.4,0.45,0.4,0.6
12,0.45,0.25,0.35,0.35,0.5
13,0.45,0.5,0.4,0.4,0.45
14,0.45,0.6,0.5,0.2,0.55
15,0.45,0.5,0.4,0.35,0.65
16,0.4,0.45,0.65,0.45,0.75
17,0.7,0.45,0.6,0.45,0.65
18,0.85,0.35,0.55,0.2,0.6
19,0.8,0.45,0.7,0.5,0.65
20,0.55,0.65,0.55,0.55,0.65
21,0.45,0.8,0.4,0.75,0.55
22,0.3,0.8,0.15,0.6,0.5
23,0.6,0.6,0.25,0.5,0.45
24,0.4,0.5,0.5,0.25,0.55
25,0.6,0.55,0.5,0.35,0.5
26,0.6,0.6,0.75,0.35,0.4
27,0.65,0.55,0.65,0.35,0.4
28,0.45,0.45,0.7,0.7,0.35
29,0.55,0.15,0.7,0.7,0.5
30,0.7,0.45,0.65,0.7,0.7
31,0.7,0.5,0.35,0.45,0.5
32,0.65,0.5,0.3,0.3,0.45
33,0.55,0.4,0.4,0.3,0.6
34,0.55,0.3,0.4,0.5,0.55
35,0.3,0.5,0.4,0.75,0.5
36,0.45,0.6,0.55,0.4,0.5
37,0.6,0.55,0.5,0.2,0.6
38,0.55,0.55,0.6,0.4,0.65
39,0.45,0.45,0.6,0.6,0.55
40,0.55,0.35,0.5,0.5,0.25
41,0.55,0.35,0.25,0.4,0.2
42,0.65,0.35,0.5,0.55,0.45
43,0.65,0.4,0.55,0.45,0.35
44,0.8,0.55,0.4,0.5,0.2
45,0.75,0.55,0.65,0.6,0.35
46,0.7,0.45,0.35,0.45,0.45
47,0.7,0.3,0.5,0.35,0.3
48,0.55,0.05,0.45,0.4,0.4
49,0.6,0.25,0.45,0.25,0.6
50,0.45,0.35,0.6,0.25,0.6
51,0.65,0.6,0.55,0.35,0.4
52,0.5,0.5,0.45,0.65,0.3
53,0.45,0.35,0.35,0.55,0.45
54,0.3,0.2,0.35,0.5,0.65
55,0.5,0.3,0.35,0.4,0.65
56,0.55,0.35,0.3,0.45,0.6
57,0.65,0.3,0.6,0.5,0.5
58,0.75,0.55,0.55,0.45,0.5
59,0.65,0.3,0.75,0.6,0.5
60,0.4,0.35,0.6,0.65,0.6
61,0.45,0.3,0.6,0.65,0.7
62,0.6,0.6,0.5,0.55,0.55
63,0.5,0.5,0.3,0.65,0.6
64,0.45,0.5,0.35,0.4,0.6
65,0.5,0.5,0.45,0.4,0.65
66,0.8,0.45,0.5,0.4,0.5
67,0.6,0.55,0.45,0.35,0.75
68,0.55,0.5,0.3,0.4,0.5
69,0.6,0.5,0.25,0.45,0.3
70,0.35,0.55,0.3,0.4,0.5
71,0.2,0.65,0.35,0.25,0.3
72,0.45,0.7,0.45,0.45,0.45
73,0.55,0.35,0.65,0.45,0.4
74,0.45,0.3,0.85,0.3,0.4
75,0.35,0.2,0.75,0.3,0.55
76,0.5,0.25,0.8,0.35,0.55
77,0.5,0.65,0.65,0.45,0.7
78,0.5,0.45,0.6,0.55,0.5
79,0.55,0.55,0.65,0.5,0.55
80,0.5,0.6,0.4,0.45,0.5
81,0.25,0.5,0.4,0.5,0.65
82,0.35,0.7,0.5,0.3,0.65
83,0.5,0.65,0.4,0.35,0.7
84,0.85,0.65,0.4,0.3,0.6
85,0.85,0.5,0.4,0.2,0.8
86,0.7,0.4,0.55,0.25,0.65
87,0.6,0.35,0.55,0.15,0.45
88,0.6,0.25,0.5,0.35,0.6
89,0.7,0.4,0.6,0.5,0.55
90,0.8,0.3,0.55,0.5,0.5
91,0.75,0.35,0.5,0.5,0.55
92,0.55,0.4,0.4,0.55,0.3
93,0.75,0.25,0.65,0.35,0.25
94,0.5,0.6,0.55,0.65,0.6
95,0.4,0.5,0.4,0.55,0.35
96,0.55,0.55,0.3,0.65,0.35
97,0.6,0.5,0.45,0.55,0.3
98,0.55,0.45,0.35,0.6,0.3
99,0.55,0.5,0.5,0.5,0.55
