Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.4,0.55,0.55,0.6,0.4
1,0.35,0.3,0.65,0.75,0.7
2,0.5,0.45,0.6,0.7,0.55
3,0.45,0.45,0.5,0.8,0.6
4,0.4,0.2,0.45,0.8,0.65
5,0.4,0.2,0.25,0.6,0.55
6,0.6,0.3,0.35,0.5,0.4
7,0.65,0.5,0.45,0.7,0.45
8,0.65,0.7,0.45,0.6,0.4
9,0.6,0.6,0.7,0.5,0.45
10,0.4,0.55,0.75,0.35,0.3
11,0.45,0.5,0.7,0.25,0.45
12,0.5,0.4,0.5,0.35,0.45
13,0.6,0.3,0.85,0.25,0.3
14,0.6,0.45,0.7,0.3,0.45
15,0.5,0.45,0.65,0.3,0.55
16,0.55,0.15,0.8,0.3,0.5
17,0.8,0.2,0.65,0.2,0.4
18,0.8,0.25,0.5,0.3,0.5
19,0.7,0.2,0.55,0.2,0.4
20,0.85,0.4,0.7,0.15,0.55
21,0.8,0.5,0.75,0.4,0.6
22,0.7,0.6,0.65,0.35,0.5
23,0.35,0.6,0.75,0.55,0.25
24,0.45,0.55,0.5,0.55,0.4
25,0.4,0.35,0.65,0.7,0.35
26,0.55,0.25,0.45,0.6,0.45
27,0.4,0.2,0.45,0.65,0.45
28,0.4,0.25,0.7,0.55,0.35
29,0.55,0.05,0.6,0.3,0.35
30,0.65,0.2,0.45,0.35,0.55
31,0.5,0.45,0.45,0.35,0.45
32,0.6,0.25,0.25,0.45,0.45
33,0.5,0.2,0.4,0.4,0.6
34,0.3,0.25,0.55,0.45,0.65
35,0.4,0.5,0.7,0.5,0.4
36,0.45,0.4,0.7,0.5,0.25
37,0.35,0.25,0.6,0.55,0.3
38,0.45,0.4,0.55,0.6,0.3
39,0.55,0.6,0.25,0.55,0.55
40,0.3,0.4,0.3,0.7,0.7
41,0.25,0.35,0.2,0.45,0.45
42,0.45,0.35,0.5,0.45,0.6
43,0.45,0.4,0.6,0.4,0.6
44,0.4,0.35,0.45,0.35,0.8
45,0.45,0.45,0.2,0.25,0.95
46,0.35,0.25,0.25,0.45,0.85
47,0.5,0.3,0.35,0.5,0.8
48,0.7,0.5,0.4,0.6,0.65
49,0.9,0.5,0.4,0.8,0.5
50,0.8,0.25,0.35,0.6,0.65
51,0.8,0.2,0.25,0.35,0.35
52,0.75,0.15,0.3,0.3,0.5
53,0.65,0.3,0.2,0.3,0.35
54,0.55,0.25,0.35,0.35,0.4
55,0.65,0.65,0.3,0.35,0.55
56,0.8,0.5,0.4,0.2,0.6
57,0.75,0.3,0.45,0.15,0.4
58,0.95,0.35,0.35,0.3,0.65
59,0.55,0.5,0.5,0.4,0.65
60,0.7,0.3,0.65,0.55,0.6
61,0.6,0.2,0.55,0.25,0.65
62,0.65,0.15,0.2,0.5,0.6
63,0.45,0.45,0.25,0.6,0.8
64,0.45,0.45,0.3,0.4,0.7
65,0.5,0.3,0.35,0.5,0.85
66,0.4,0.25,0.35,0.55,0.8
67,0.45,0.1,0.35,0.7,0.55
68,0.25,0.2,0.3,0.4,0.55
69,0.35,0.15,0.3,0.3,0.3
70,0.3,0.25,0.4,0.5,0.5
71,0.4,0.4,0.4,0.65,0.6
72,0.55,0.45,0.4,0.75,0.6
73,0.6,0.4,0.35,0.4,0.55
74,0.5,0.25,0.5,0.75,0.75
75,0.45,0.35,0.5,0.7,0.5
76,0.5,0.4,0.4,0.8,0.55
77,0.55,0.5,0.45,0.7,0.4
78,0.2,0.35,0.4,0.7,0.3
79,0.4,0.45,0.5,0.65,0.5
80,0.35,0.45,0.45,0.6,0.35
81,0.5,0.4,0.45,0.35,0.45
82,0.6,0.6,0.5,0.2,0.65
83,0.55,0.6,0.3,0.4,0.8
84,0.5,0.35,0.35,0.2,0.65
85,0.35,0.5,0.5,0.25,0.5
86,0.4,0.6,0.6,0.35,0.45
87,0.4,0.75,0.45,0.5,0.45
88,0.6,0.75,0.45,0.4,0.45
89,0.3,0.6,0.55,0.3,0.25
90,0.3,0.45,0.4,0.2,0.4
91,0.35,0.6,0.4,0.2,0.35
92,0.5,0.5,0.3,0.35,0.45
93,0.6,0.45,0.25,0.55,0.65
94,0.2,0.6,0.25,0.5,0.7
95,0.25,0.55,0.2,0.6,0.6
96,0.45,0.55,0.25,0.9,0.7
97,0.55,0.85,0.45,0.75,0.4
98,0.6,0.95,0.6,0.55,0.5
99,0.3,0.8,0.7,0.55,0.6
