Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.8,0.5,0.55,0.55,0.65
1,0.7,0.5,0.45,0.45,0.6
2,0.65,0.45,0.4,0.55,0.45
3,0.4,0.3,0.35,0.75,0.65
4,0.65,0.55,0.65,0.55,0.45
5,0.4,0.5,0.45,0.3,0.5
6,0.6,0.35,0.6,0.2,0.25
7,0.5,0.65,0.4,0.1,0.35
8,0.3,0.6,0.1,0.25,0.4
9,0.35,0.55,0.15,0.45,0.4
10,0.3,0.55,0.25,0.5,0.45
11,0.25,0.4,0.3,0.25,0.45
12,0.3,0.45,0.3,0.3,0.5
13,0.2,0.45,0.35,0.3,0.55
14,0.45,0.3,0.45,0.25,0.7
15,0.6,0.25,0.35,0.15,0.75
16,0.45,0.25,0.25,0.3,0.8
17,0.45,0.35,0.35,0.5,0.5
18,0.45,0.65,0.3,0.5,0.45
19,0.4,0.35,0.25,0.3,0.2
20,0.3,0.4,0.4,0.3,0.25
21,0.35,0.4,0.6,0.45,0.35
22,0.3,0.35,0.5,0.15,0.25
23,0.45,0.6,0.6,0.25,0.3
24,0.1,0.55,0.6,0.35,0.45
25,0.15,0.55,0.7,0.5,0.35
26,0.2,0.4,0.7,0.45,0.2
27,0.35,0.55,0.2,0.4,0.45
28,0.4,0.6,0.7,0.25,0.35
29,0.15,0.5,0.5,0.55,0.15
30,0.4,0.25,0.55,0.4,0.4
31,0.3,0.35,0.45,0.5,0.3
32,0.5,0.35,0.55,0.45,0.35
33,0.25,0.3,0.5,0.3,0.25
34,0.3,0.35,0.25,0.45,0.3
35,0.55,0.3,0.3,0.55,0.25
36,0.6,0.45,0.3,0.35,0.4
37,0.55,0.3,0.3,0.4,0.6
38,0.6,0.45,0.15,0.15,0.4
39,0.55,0.3,0.3,0.15,0.6
40,0.5,0.4,0.15,0.15,0.55
41,0.65,0.5,0.2,0.5,0.6
42,0.45,0.4,0.25,0.55,0.55
43,0.45,0.2,0.3,0.45,0.65
44,0.3,0.45,0.3,0.7,0.65
45,0.15,0.25,0.4,0.75,0.4
46,0.35,0.3,0.35,0.45,0.4
47,0.55,0.25,0.35,0.3,0.5
48,0.65,0.3,0.6,0.45,0.4
49,0.5,0.35,0.45,0.4,0.4
50,0.35,0.15,0.55,0.35,0.6
51,0.35,0.5,0.65,0.3,0.7
52,0.4,0.45,0.55,0.4,0.55
53,0.4,0.7,0.5,0.6,0.25
54,0.45,0.6,0.25,0.45,0.4
55,0.4,0.65,0.65,0.2,0.45
56,0.5,0.75,0.75,0.3,0.7
57,0.5,0.85,0.65,0.55,0.65
58,0.35,0.6,0.35,0.55,0.7
59,0.2,0.6,0.25,0.6,0.5
60,0.4,0.25,0.3,0.5,0.35
61,0.25,0.35,0.35,0.45,0.5
62,0.3,0.6,0.5,0.25,0.55
63,0.45,0.6,0.6,0.35,0.25
64,0.5,0.35,0.35,0.3,0.45
65,0.45,0.3,0.45,0.55,0.3
66,0.3,0.55,0.45,0.4,0.3
67,0.4,0.25,0.45,0.35,0.25
68,0.45,0.4,0.55,0.25,0.5
69,0.25,0.4,0.65,0.45,0.65
70,0.3,0.55,0.7,0.35,0.5
71,0.55,0.3,0.6,0.5,0.4
72,0.5,0.35,0.55,0.25,0.45
73,0.75,0.4,0.55,0.45,0.2
74,0.45,0.6,0.4,0.35,0.4
75,0.5,0.65,0.7,0.4,0.45
76,0.6,0.55,0.65,0.15,0.3
77,0.6,0.5,0.25,0.25,0.15
78,0.5,0.65,0.25,0.5,0.1
79,0.4,0.75,0.2,0.65,0.15
80,0.35,0.5,0.35,0.35,0.15
81,0.55,0.35,0.25,0.2,0.1
82,0.75,0.45,0.45,0.3,0.15
83,0.55,0.4,0.6,0.4,0.25
84,0.55,0.35,0.7,0.3,0.35
85,0.4,0.45,0.45,0.35,0.45
86,0.45,0.3,0.35,0.5,0.4
87,0.35,0.2,0.45,0.25,0.45
88,0.5,0.3,0.5,0.45,0.7
89,0.6,0.35,0.45,0.45,0.35
90,0.4,0.5,0.5,0.4,0.4
91,0.25,0.6,0.3,0.5,0.35
92,0.25,0.6,0.4,0.35,0.35
93,0.25,0.45,0.5,0.3,0.3
94,0.2,0.45,0.3,0.45,0.55
95,0.4,0.55,0.4,0.5,0.5
96,0.45,0.55,0.4,0.6,0.45
97,0.7,0.65,0.55,0.5,0.3
98,0.55,0.55,0.5,0.65,0.3
99,0.45,0.3,0.4,0.75,0.55
