Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.6,0.35,0.45,0.4,0.55
1,0.5,0.5,0.35,0.3,0.4
2,0.5,0.35,0.3,0.2,0.4
3,0.45,0.45,0.4,0.25,0.4
4,0.7,0.2,0.55,0.2,0.45
5,0.6,0.2,0.6,0.4,0.65
6,0.55,0.05,0.65,0.4,0.75
7,0.6,0.25,0.8,0.4,0.55
8,0.55,0.25,0.55,0.65,0.5
9,0.45,0.45,0.45,0.55,0.35
10,0.25,0.45,0.3,0.45,0.4
11,0.1,0.45,0.5,0.5,0.35
12,0.3,0.2,0.55,0.65,0.35
13,0.6,0.3,0.55,0.45,0.45
14,0.65,0.35,0.65,0.5,0.3
15,0.65,0.4,0.65,0.4,0.45
16,0.55,0.35,0.55,0.5,0.45
17,0.65,0.55,0.35,0.45,0.35
18,0.55,0.6,0.4,0.4,0.35
19,0.4,0.4,0.25,0.4,0.4
20,0.5,0.55,0.4,0.3,0.5
21,0.3,0.75,0.4,0.3,0.4
22,0.3,0.65,0.35,0.35,0.3
23,0.4,0.45,0.45,0.3,0.35
24,0.45,0.55,0.5,0.15,0.25
25,0.5,0.55,0.45,0.15,0.25
26,0.45,0.65,0.4,0.2,0.2
27,0.4,0.5,0.4,0.55,0.35
28,0.5,0.7,0.35,0.35,0.4
29,0.5,0.7,0.3,0.35,0.3
30,0.55,0.4,0.6,0.45,0.35
31,0.6,0.25,0.5,0.4,0.5
32,0.65,0.25,0.65,0.3,0.65
33,0.6,0.15,0.6,0.3,0.6
34,0.5,0.5,0.55,0.3,0.6
35,0.6,0.4,0.4,0.3,0.5
36,0.5,0.45,0.5,0.3,0.35
37,0.5,0.55,0.3,0.3,0.5
38,0.6,0.6,0.5,0.4,0.5
39,0.7,0.5,0.4,0.3,0.4
40,0.4,0.3,0.3,0.5,0.25
41,0.25,0.45,0.2,0.65,0.35
42,0.45,0.45,0.35,0.55,0.35
43,0.5,0.3,0.5,0.35,0.3
44,0.55,0.25,0.5,0.75,0.3
45,0.6,0.35,0.55,0.55,0.25
46,0.7,0.5,0.4,0.4,0.55
47,0.55,0.55,0.55,0.2,0.3
48,0.5,0.4,0.5,0.35,0.4
49,0.35,0.35,0.35,0.35,0.65
50,0.35,0.45,0.25,0.3,0.5
51,0.35,0.65,0.35,0.15,0.5
52,0.65,0.85,0.4,0.2,0.45
53,0.6,0.9,0.4,0.4,0.35
54,0.5,0.9,0.25,0.15,0.3
55,0.45,0.75,0.45,0.4,0.35
56,0.5,0.75,0.25,0.4,0.4
57,0.45,0.7,0.1,0.25,0.2
58,0.4,0.8,0.4,0.5,0.25
59,0.45,0.65,0.35,0.5,0.2
60,0.35,0.55,0.5,0.6,0.25
61,0.4,0.7,0.4,0.5,0.2
62,0.25,0.7,0.45,0.65,0.35
63,0.45,0.55,0.55,0.5,0.3
64,0.65,0.45,0.6,0.3,0.3
65,0.6,0.5,0.6,0.25,0.4
66,0.65,0.25,0.4,0.35,0.4
67,0.7,0.25,0.45,0.3,0.35
68,0.25,0.4,0.55,0.4,0.35
69,0.4,0.35,0.55,0.6,0.5
70,0.7,0.35,0.5,0.65,0.25
71,0.6,0.1,0.2,0.55,0.6
72,0.45,0.4,0.25,0.5,0.6
73,0.55,0.4,0.35,0.3,0.55
74,0.8,0.4,0.4,0.3,0.35
75,0.6,0.4,0.4,0.35,0.3
76,0.35,0.3,0.65,0.25,0.5
77,0.3,0.5,0.55,0.65,0.5
78,0.65,0.35,0.45,0.2,0.5
79,0.7,0.25,0.65,0.2,0.5
80,0.6,0.35,0.65,0.25,0.25
81,0.4,0.35,0.65,0.35,0.25
82,0.45,0.45,0.45,0.45,0.45
83,0.3,0.6,0.45,0.3,0.5
84,0.45,0.75,0.3,0.35,0.5
85,0.45,0.65,0.45,0.3,0.3
86,0.3,0.45,0.55,0.25,0.4
87,0.3,0.5,0.35,0.5,0.45
88,0.45,0.4,0.4,0.7,0.3
89,0.4,0.45,0.35,0.4,0.2
90,0.4,0.45,0.35,0.55,0.4
91,0.4,0.55,0.5,0.45,0.4
92,0.4,0.55,0.65,0.25,0.15
93,0.55,0.6,0.65,0.15,0.15
94,0.6,0.55,0.4,0.4,0.15
95,0.5,0.6,0.3,0.45,0.5
96,0.6,0.45,0.4,0.45,0.25
97,0.45,0.45,0.45,0.6,0.5
98,0.4,0.4,0.35,0.35,0.5
99,0.4,0.45,0.55,0.55,0.3
