Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.5,0.45,0.6,0.4,0.65,0.6,0.6,0.35,0.65,0.45
1,0.5,0.3,0.75,0.4,0.55,0.85,0.9,0.4,0.65,0.45
2,0.6,0.3,0.45,0.35,0.35,0.95,0.95,0.5,0.65,0.55
3,0.6,0.35,0.25,0.3,0.55,0.95,0.9,0.35,0.45,0.7
4,0.6,0.15,0.25,0.65,0.5,0.9,0.65,0.6,0.45,0.95
5,0.7,0.05,0.4,0.65,0.55,0.7,0.65,0.65,0.4,0.95
6,0.5,0.15,0.35,0.5,0.75,0.5,0.6,0.65,0.4,0.85
7,0.4,0.2,0.65,0.75,0.3,0.45,0.45,0.75,0.75,0.75
8,0.5,0.05,0.8,0.4,0.4,0.55,0.4,0.8,0.6,0.6
9,0.7,0.0,0.8,0.45,0.4,0.55,0.3,0.7,0.65,0.45
10,0.75,0.05,0.8,0.6,0.6,0.4,0.5,0.65,0.75,0.35
11,0.7,0.2,0.8,0.4,0.7,0.45,0.4,0.75,0.65,0.5
12,0.65,0.25,0.7,0.5,0.5,0.4,0.55,0.65,0.55,0.6
13,0.9,0.1,0.65,0.6,0.4,0.3,0.35,0.6,0.55,0.5
14,0.65,0.1,0.75,0.55,0.65,0.35,0.25,0.55,0.25,0.4
15,0.45,0.15,0.75,0.6,0.45,0.4,0.4,0.6,0.35,0.35
16,0.35,0.25,0.7,0.65,0.35,0.3,0.55,0.35,0.45,0.25
17,0.6,0.35,0.8,0.6,0.45,0.45,0.55,0.35,0.25,0.5
18,0.7,0.35,0.8,0.55,0.8,0.35,0.45,0.25,0.1,0.5
19,0.6,0.4,0.7,0.55,0.9,0.25,0.65,0.25,0.05,0.65
20,0.7,0.4,0.85,0.85,0.85,0.25,0.85,0.25,0.15,0.8
21,0.6,0.55,0.85,0.8,0.65,0.2,0.65,0.15,0.15,0.65
22,0.65,0.5,0.55,0.75,0.45,0.4,0.65,0.15,0.1,0.6
23,0.6,0.5,0.8,0.5,0.25,0.45,0.55,0.15,0.1,0.6
24,0.55,0.55,0.6,0.45,0.35,0.65,0.5,0.25,0.15,0.65
25,0.65,0.7,0.75,0.45,0.2,0.6,0.75,0.25,0.3,0.85
26,0.7,0.6,0.9,0.55,0.15,0.65,0.7,0.25,0.35,0.7
27,0.75,0.6,1.0,0.4,0.1,0.5,0.7,0.2,0.2,0.55
28,0.5,0.65,0.8,0.25,0.1,0.55,0.7,0.2,0.35,0.7
29,0.55,0.65,0.7,0.1,0.2,0.5,0.55,0.3,0.25,0.8
30,0.3,0.75,0.7,0.05,0.15,0.3,0.55,0.4,0.3,0.75
31,0.55,0.6,0.95,0.25,0.15,0.4,0.45,0.5,0.25,0.4
32,0.65,0.35,0.75,0.2,0.45,0.1,0.5,0.35,0.45,0.4
33,0.75,0.5,1.0,0.15,0.5,0.1,0.45,0.25,0.55,0.5
34,0.4,0.65,0.85,0.2,0.4,0.3,0.5,0.1,0.5,0.65
35,0.45,0.55,0.95,0.2,0.25,0.35,0.45,0.2,0.45,0.55
36,0.45,0.55,0.9,0.0,0.25,0.55,0.4,0.05,0.3,0.7
37,0.7,0.6,0.9,0.0,0.15,0.7,0.25,0.1,0.2,0.75
38,0.65,0.65,0.8,0.2,0.25,0.5,0.25,0.2,0.25,0.95
39,0.75,0.35,0.8,0.1,0.5,0.25,0.25,0.2,0.3,0.85
40,0.9,0.25,0.5,0.4,0.15,0.2,0.25,0.35,0.2,0.85
41,0.95,0.1,0.25,0.45,0.3,0.15,0.35,0.25,0.45,0.75
42,0.75,0.2,0.35,0.2,0.2,0.15,0.2,0.15,0.65,0.45
43,0.7,0.05,0.5,0.15,0.2,0.15,0.25,0.35,0.4,0.55
44,0.8,0.1,0.4,0.1,0.1,0.1,0.25,0.45,0.35,0.5
45,0.75,0.3,0.45,0.1,0.2,0.1,0.35,0.45,0.45,0.4
46,0.8,0.4,0.25,0.1,0.45,0.3,0.25,0.55,0.25,0.2
47,0.6,0.2,0.25,0.25,0.3,0.35,0.45,0.75,0.3,0.25
48,0.9,0.15,0.3,0.45,0.25,0.25,0.5,0.85,0.25,0.25
