Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.5,0.4,0.35,0.55,0.5
1,0.45,0.4,0.4,0.55,0.65
2,0.15,0.3,0.35,0.4,0.5
3,0.2,0.4,0.35,0.25,0.5
4,0.25,0.55,0.3,0.25,0.5
5,0.2,0.5,0.45,0.4,0.8
6,0.15,0.45,0.25,0.25,0.65
7,0.3,0.35,0.4,0.15,0.6
8,0.4,0.45,0.65,0.45,0.75
9,0.3,0.35,0.65,0.5,0.5
10,0.3,0.4,0.5,0.45,0.4
11,0.3,0.4,0.6,0.35,0.4
12,0.4,0.35,0.35,0.5,0.35
13,0.3,0.3,0.6,0.3,0.7
14,0.45,0.45,0.75,0.35,0.65
15,0.55,0.4,0.55,0.35,0.55
16,0.25,0.6,0.55,0.2,0.6
17,0.05,0.55,0.7,0.15,0.5
18,0.15,0.55,0.85,0.45,0.5
19,0.25,0.4,0.55,0.45,0.45
20,0.55,0.5,0.55,0.55,0.45
21,0.6,0.45,0.25,0.2,0.3
22,0.5,0.65,0.6,0.25,0.3
23,0.5,0.75,0.5,0.3,0.6
24,0.55,0.65,0.35,0.2,0.55
25,0.55,0.6,0.55,0.3,0.5
26,0.6,0.45,0.55,0.25,0.3
27,0.35,0.65,0.45,0.2,0.5
28,0.3,0.85,0.65,0.45,0.6
29,0.55,0.7,0.55,0.45,0.45
30,0.5,0.7,0.45,0.1,0.4
31,0.4,0.55,0.5,0.25,0.3
32,0.4,0.7,0.7,0.5,0.3
33,0.5,0.7,0.45,0.2,0.4
34,0.35,0.7,0.4,0.45,0.45
35,0.25,0.65,0.75,0.55,0.3
36,0.45,0.35,0.9,0.8,0.55
37,0.25,0.35,0.8,0.7,0.55
38,0.15,0.5,0.7,0.55,0.55
39,0.35,0.35,0.55,0.6,0.6
40,0.65,0.3,0.6,0.4,0.5
41,0.6,0.3,0.75,0.6,0.3
42,0.5,0.45,0.6,0.45,0.65
43,0.55,0.55,0.6,0.4,0.6
44,0.4,0.55,0.3,0.3,0.45
45,0.6,0.45,0.6,0.15,0.6
46,0.65,0.5,0.6,0.4,0.7
47,0.65,0.3,0.55,0.5,0.45
48,0.4,0.3,0.55,0.4,0.5
49,0.35,0.5,0.65,0.35,0.4
50,0.35,0.55,0.65,0.55,0.35
51,0.4,0.35,0.6,0.5,0.55
52,0.5,0.5,0.6,0.55,0.7
53,0.35,0.5,0.5,0.45,0.7
54,0.6,0.25,0.6,0.55,0.65
55,0.7,0.3,0.7,0.25,0.7
56,0.7,0.25,0.75,0.35,0.6
57,0.5,0.25,0.6,0.3,0.65
58,0.5,0.2,0.3,0.4,0.55
59,0.45,0.2,0.4,0.35,0.55
60,0.45,0.35,0.5,0.45,0.8
61,0.65,0.4,0.35,0.4,0.65
62,0.7,0.55,0.35,0.45,0.55
63,0.65,0.65,0.35,0.45,0.5
64,0.7,0.7,0.25,0.7,0.5
65,0.5,0.6,0.3,0.55,0.55
66,0.55,0.5,0.3,0.6,0.3
67,0.75,0.65,0.25,0.55,0.15
68,0.65,0.7,0.15,0.6,0.2
69,0.8,0.35,0.15,0.65,0.25
70,0.45,0.45,0.25,0.45,0.4
71,0.3,0.55,0.25,0.45,0.45
72,0.2,0.45,0.35,0.35,0.3
73,0.2,0.35,0.35,0.45,0.3
74,0.15,0.2,0.6,0.6,0.1
75,0.1,0.3,0.5,0.6,0.15
76,0.1,0.35,0.45,0.6,0.3
77,0.3,0.55,0.4,0.35,0.55
78,0.3,0.25,0.35,0.25,0.7
79,0.35,0.25,0.45,0.25,0.75
80,0.6,0.35,0.35,0.25,0.75
81,0.6,0.4,0.15,0.1,0.75
82,0.6,0.45,0.5,0.15,0.65
83,0.4,0.3,0.5,0.15,0.6
84,0.3,0.3,0.55,0.15,0.55
85,0.5,0.45,0.45,0.2,0.6
86,0.3,0.25,0.6,0.3,0.8
87,0.4,0.55,0.75,0.05,0.7
88,0.75,0.65,0.6,0.3,0.45
89,0.6,0.4,0.45,0.55,0.3
90,0.45,0.35,0.5,0.55,0.55
91,0.55,0.25,0.2,0.8,0.75
92,0.6,0.45,0.35,0.7,0.55
93,0.55,0.65,0.3,0.65,0.6
94,0.65,0.5,0.35,0.8,0.7
95,0.45,0.4,0.3,0.6,0.5
96,0.55,0.15,0.35,0.55,0.55
97,0.3,0.05,0.15,0.4,0.5
98,0.4,0.35,0.2,0.4,0.35
99,0.5,0.4,0.4,0.35,0.6
