Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look
0,0.65,0.5,0.25,0.4,0.55,0.55,0.55,0.35,0.4,0.55
1,0.85,0.3,0.25,0.4,0.5,0.55,0.45,0.45,0.25,0.5
2,0.65,0.25,0.35,0.35,0.75,0.6,0.5,0.4,0.3,0.45
3,0.6,0.35,0.7,0.25,0.7,0.45,0.45,0.35,0.4,0.55
4,0.4,0.3,0.95,0.6,0.65,0.3,0.55,0.25,0.4,0.7
5,0.45,0.45,0.85,0.55,0.7,0.3,0.4,0.25,0.4,0.65
6,0.35,0.35,0.95,0.7,0.85,0.45,0.55,0.25,0.35,0.55
7,0.55,0.2,0.95,0.75,1.0,0.25,0.95,0.1,0.55,0.6
8,0.45,0.25,0.9,0.5,0.95,0.4,0.8,0.25,0.5,0.8
9,0.7,0.25,0.75,0.3,0.9,0.4,0.8,0.35,0.5,0.85
10,0.6,0.2,0.65,0.4,0.7,0.1,0.8,0.25,0.5,0.65
11,0.7,0.3,0.7,0.6,0.75,0.3,0.7,0.35,0.55,0.7
12,0.7,0.2,0.5,0.6,0.7,0.5,0.65,0.4,0.6,0.55
13,0.7,0.15,0.25,0.6,0.7,0.75,0.55,0.4,0.55,0.4
14,0.5,0.15,0.25,0.5,0.6,0.6,0.7,0.4,0.35,0.4
15,0.65,0.2,0.4,0.65,0.65,0.35,0.75,0.35,0.25,0.2
16,0.55,0.15,0.6,0.65,0.55,0.45,0.5,0.45,0.3,0.3
17,0.45,0.3,0.55,0.65,0.6,0.5,0.35,0.3,0.45,0.55
18,0.6,0.1,0.4,0.5,0.75,0.5,0.5,0.45,0.4,0.55
19,0.65,0.1,0.75,0.6,0.7,0.65,0.65,0.55,0.3,0.45
20,0.6,0.15,0.7,0.7,0.65,0.65,0.55,0.65,0.35,0.35
21,0.6,0.15,0.75,0.8,0.65,0.55,0.6,0.35,0.5,0.6
22,0.6,0.05,0.65,0.55,0.4,0.25,0.65,0.3,0.55,0.5
23,0.6,0.35,0.55,0.5,0.4,0.3,0.8,0.1,0.55,0.5
24,0.75,0.45,0.75,0.3,0.3,0.35,0.7,0.0,0.85,0.55
