Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.4,0.5,0.35,0.5,0.55
1,0.35,0.75,0.35,0.7,0.35
2,0.4,0.6,0.35,0.55,0.55
3,0.45,0.2,0.55,0.55,0.35
4,0.45,0.3,0.4,0.55,0.2
5,0.35,0.4,0.55,0.5,0.45
6,0.4,0.35,0.55,0.55,0.4
7,0.55,0.15,0.55,0.45,0.65
8,0.5,0.35,0.45,0.7,0.65
9,0.45,0.5,0.45,0.55,0.7
10,0.35,0.55,0.3,0.5,0.5
11,0.6,0.45,0.4,0.5,0.55
12,0.65,0.6,0.5,0.5,0.7
13,0.7,0.45,0.75,0.7,0.6
14,0.75,0.7,0.85,0.5,0.45
15,0.9,0.3,0.4,0.3,0.65
16,0.9,0.35,0.35,0.25,0.6
17,0.9,0.4,0.2,0.5,0.45
18,0.75,0.4,0.25,0.5,0.55
19,0.9,0.65,0.4,0.35,0.75
20,0.75,0.55,0.35,0.45,0.65
21,0.65,0.3,0.5,0.35,0.55
22,0.7,0.4,0.5,0.45,0.55
23,0.65,0.6,0.25,0.35,0.65
24,0.55,0.65,0.45,0.45,0.55
25,0.45,0.4,0.25,0.6,0.55
26,0.45,0.55,0.25,0.6,0.8
27,0.4,0.6,0.45,0.4,0.6
28,0.25,0.55,0.5,0.4,0.5
29,0.3,0.3,0.4,0.2,0.45
30,0.35,0.75,0.25,0.1,0.4
31,0.35,0.7,0.45,0.4,0.45
32,0.3,0.8,0.5,0.4,0.45
33,0.35,0.75,0.55,0.45,0.5
34,0.6,0.65,0.65,0.25,0.5
35,0.55,0.65,0.7,0.2,0.4
36,0.45,0.45,0.4,0.2,0.25
37,0.35,0.45,0.45,0.25,0.1
38,0.3,0.55,0.3,0.4,0.15
39,0.3,0.6,0.3,0.6,0.15
40,0.25,0.7,0.2,0.65,0.45
41,0.25,0.6,0.45,0.4,0.55
42,0.2,0.45,0.25,0.4,0.5
43,0.3,0.4,0.25,0.45,0.6
44,0.3,0.6,0.45,0.55,0.6
45,0.35,0.5,0.25,0.45,0.6
46,0.7,0.6,0.3,0.55,0.65
47,0.6,0.6,0.35,0.5,0.8
48,0.7,0.45,0.2,0.5,0.45
49,0.75,0.2,0.35,0.6,0.55
50,0.65,0.3,0.3,0.75,0.55
51,0.6,0.25,0.35,0.85,0.4
52,0.5,0.7,0.45,0.75,0.65
53,0.65,0.4,0.7,0.6,0.55
54,0.55,0.4,0.55,0.65,0.45
55,0.7,0.3,0.55,0.55,0.55
56,0.6,0.2,0.45,0.65,0.45
57,0.7,0.4,0.55,0.5,0.45
58,0.6,0.55,0.65,0.35,0.4
59,0.65,0.45,0.5,0.35,0.25
60,0.55,0.4,0.5,0.6,0.45
61,0.55,0.6,0.3,0.65,0.2
62,0.6,0.55,0.5,0.7,0.2
63,0.75,0.6,0.45,0.55,0.35
64,0.7,0.75,0.5,0.5,0.45
65,0.45,0.75,0.6,0.6,0.35
66,0.55,0.4,0.8,0.7,0.5
67,0.4,0.5,0.7,0.65,0.6
68,0.3,0.6,0.65,0.7,0.35
69,0.2,0.75,0.5,0.6,0.4
70,0.1,0.75,0.6,0.45,0.45
71,0.1,0.7,0.55,0.3,0.35
72,0.15,0.5,0.65,0.15,0.45
73,0.1,0.55,0.4,0.55,0.4
74,0.3,0.55,0.5,0.5,0.45
75,0.35,0.6,0.55,0.55,0.3
76,0.3,0.55,0.45,0.85,0.25
77,0.15,0.75,0.6,0.65,0.3
78,0.2,0.5,0.65,0.55,0.5
79,0.35,0.5,0.65,0.4,0.6
80,0.5,0.65,0.4,0.4,0.5
81,0.7,0.6,0.5,0.55,0.55
82,0.55,0.35,0.6,0.6,0.55
83,0.4,0.45,0.65,0.6,0.55
84,0.1,0.4,0.7,0.55,0.65
85,0.25,0.4,0.85,0.8,0.6
86,0.35,0.25,0.6,0.5,0.7
87,0.35,0.25,0.7,0.55,0.6
88,0.2,0.6,0.55,0.55,0.6
89,0.35,0.5,0.65,0.4,0.55
90,0.45,0.6,0.75,0.4,0.55
91,0.55,0.65,0.55,0.5,0.55
92,0.55,0.6,0.5,0.45,0.65
93,0.35,0.65,0.5,0.35,0.7
94,0.3,0.85,0.7,0.35,0.7
95,0.3,0.75,0.75,0.1,0.55
96,0.5,0.65,0.7,0.3,0.6
97,0.65,0.45,0.75,0.25,0.65
98,0.55,0.35,0.75,0.2,0.7
99,0.65,0.35,0.7,0.6,0.5
