Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.65,0.55,0.5,0.55,0.35
1,0.7,0.4,0.45,0.55,0.4
2,0.8,0.1,0.5,0.4,0.55
3,0.65,0.15,0.4,0.3,0.9
4,0.65,0.2,0.3,0.35,0.8
5,0.8,0.15,0.25,0.3,0.65
6,0.95,0.15,0.25,0.55,0.5
7,0.9,0.15,0.45,0.65,0.5
8,0.55,0.2,0.35,0.7,0.3
9,0.6,0.45,0.25,0.45,0.35
10,0.7,0.55,0.4,0.4,0.45
11,0.8,0.5,0.35,0.25,0.4
12,0.9,0.55,0.25,0.15,0.35
13,0.75,0.4,0.25,0.2,0.4
14,0.65,0.35,0.25,0.25,0.25
15,0.45,0.45,0.25,0.25,0.5
16,0.5,0.65,0.25,0.5,0.45
17,0.5,0.5,0.35,0.6,0.2
18,0.6,0.5,0.25,0.55,0.35
19,0.65,0.5,0.15,0.45,0.2
20,0.55,0.3,0.45,0.45,0.1
21,0.6,0.25,0.55,0.4,0.2
22,0.8,0.2,0.5,0.6,0.3
23,0.85,0.3,0.65,0.5,0.5
24,0.6,0.3,0.55,0.6,0.6
25,0.3,0.3,0.25,0.65,0.65
26,0.45,0.25,0.2,0.75,0.6
27,0.65,0.25,0.15,0.5,0.5
28,0.7,0.35,0.25,0.35,0.7
29,0.75,0.4,0.2,0.25,0.7
30,0.85,0.65,0.4,0.4,0.5
31,0.75,0.65,0.55,0.5,0.35
32,0.65,0.4,0.6,0.55,0.6
33,0.7,0.4,0.35,0.45,0.65
34,0.55,0.3,0.4,0.55,0.6
35,0.4,0.4,0.3,0.4,0.45
36,0.3,0.3,0.2,0.25,0.35
37,0.35,0.4,0.25,0.35,0.3
38,0.15,0.4,0.35,0.25,0.35
39,0.45,0.5,0.2,0.35,0.5
40,0.35,0.5,0.4,0.25,0.55
41,0.25,0.35,0.2,0.45,0.45
42,0.45,0.25,0.35,0.45,0.1
43,0.45,0.25,0.15,0.45,0.2
44,0.55,0.2,0.35,0.35,0.35
45,0.55,0.35,0.45,0.35,0.3
46,0.65,0.45,0.25,0.5,0.35
47,0.5,0.6,0.4,0.3,0.4
48,0.8,0.3,0.3,0.25,0.4
49,0.75,0.4,0.15,0.25,0.7
50,0.5,0.3,0.45,0.2,0.3
51,0.65,0.3,0.3,0.15,0.3
52,0.65,0.25,0.3,0.15,0.3
53,0.5,0.3,0.3,0.25,0.4
54,0.6,0.35,0.45,0.25,0.35
55,0.55,0.55,0.55,0.1,0.25
56,0.35,0.5,0.35,0.25,0.45
57,0.5,0.25,0.45,0.05,0.65
58,0.25,0.5,0.35,0.2,0.85
59,0.3,0.5,0.35,0.2,0.65
60,0.35,0.35,0.25,0.15,0.7
61,0.35,0.4,0.45,0.35,0.6
62,0.4,0.25,0.5,0.3,0.45
63,0.25,0.5,0.35,0.65,0.6
64,0.3,0.3,0.3,0.55,0.6
65,0.2,0.2,0.2,0.25,0.45
66,0.25,0.55,0.3,0.65,0.55
67,0.15,0.8,0.35,0.65,0.35
68,0.2,0.7,0.45,0.6,0.4
69,0.45,0.45,0.55,0.45,0.4
70,0.6,0.4,0.45,0.5,0.45
71,0.5,0.15,0.4,0.5,0.6
72,0.55,0.4,0.35,0.55,0.25
73,0.5,0.35,0.5,0.45,0.2
74,0.65,0.2,0.7,0.55,0.4
75,0.3,0.5,0.6,0.45,0.55
76,0.45,0.4,0.55,0.4,0.45
77,0.4,0.35,0.6,0.35,0.45
78,0.4,0.3,0.55,0.4,0.55
79,0.65,0.35,0.5,0.65,0.45
80,0.75,0.25,0.55,0.45,0.5
81,0.7,0.35,0.45,0.3,0.4
82,0.75,0.4,0.45,0.3,0.6
83,0.65,0.5,0.5,0.3,0.7
84,0.6,0.4,0.35,0.4,0.85
85,0.55,0.45,0.5,0.5,0.7
86,0.45,0.65,0.4,0.4,0.65
87,0.45,0.6,0.55,0.55,0.45
88,0.4,0.6,0.35,0.35,0.4
89,0.35,0.55,0.55,0.3,0.05
90,0.2,0.45,0.5,0.45,0.1
91,0.2,0.4,0.3,0.5,0.1
92,0.45,0.5,0.25,0.4,0.15
93,0.7,0.25,0.2,0.55,0.35
94,0.7,0.35,0.3,0.45,0.2
95,0.55,0.3,0.3,0.45,0.3
96,0.3,0.45,0.6,0.4,0.5
97,0.4,0.55,0.55,0.4,0.6
98,0.35,0.55,0.3,0.3,0.4
99,0.4,0.3,0.45,0.4,0.3
