Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.65,0.4,0.3,0.55,0.55
1,0.7,0.55,0.15,0.5,0.6
2,0.65,0.55,0.45,0.45,0.55
3,0.5,0.5,0.6,0.6,0.25
4,0.55,0.15,0.6,0.55,0.35
5,0.6,0.25,0.8,0.4,0.55
6,0.2,0.35,0.7,0.3,0.55
7,0.35,0.65,0.85,0.25,0.65
8,0.5,0.6,0.6,0.35,0.45
9,0.45,0.6,0.55,0.65,0.65
10,0.45,0.4,0.55,0.6,0.65
11,0.6,0.3,0.5,0.65,0.65
12,0.5,0.4,0.4,0.5,0.7
13,0.4,0.4,0.35,0.45,0.5
14,0.4,0.35,0.3,0.55,0.7
15,0.35,0.3,0.3,0.4,0.5
16,0.4,0.4,0.35,0.5,0.6
17,0.4,0.25,0.2,0.7,0.6
18,0.4,0.3,0.25,0.55,0.7
19,0.4,0.2,0.25,0.45,0.85
20,0.45,0.25,0.45,0.3,0.6
21,0.2,0.3,0.45,0.35,0.4
22,0.4,0.45,0.45,0.25,0.55
23,0.4,0.4,0.2,0.3,0.7
24,0.3,0.5,0.4,0.35,0.65
25,0.4,0.25,0.35,0.55,0.65
26,0.55,0.35,0.35,0.5,0.5
27,0.5,0.3,0.5,0.3,0.3
28,0.55,0.4,0.5,0.4,0.35
29,0.35,0.25,0.65,0.4,0.35
30,0.3,0.35,0.5,0.55,0.2
31,0.2,0.45,0.5,0.55,0.3
32,0.35,0.25,0.4,0.5,0.4
33,0.35,0.2,0.5,0.4,0.35
34,0.4,0.4,0.6,0.45,0.4
35,0.6,0.55,0.4,0.35,0.3
36,0.4,0.5,0.45,0.4,0.25
37,0.25,0.65,0.25,0.55,0.1
38,0.2,0.4,0.15,0.6,0.3
39,0.45,0.45,0.25,0.4,0.5
40,0.35,0.55,0.5,0.15,0.3
41,0.3,0.45,0.6,0.15,0.3
42,0.35,0.45,0.45,0.25,0.3
43,0.4,0.55,0.5,0.1,0.35
44,0.3,0.45,0.5,0.1,0.2
45,0.45,0.25,0.4,0.25,0.45
46,0.5,0.15,0.75,0.25,0.5
47,0.65,0.2,0.55,0.2,0.45
48,0.6,0.4,0.5,0.15,0.55
49,0.7,0.5,0.35,0.5,0.9
50,0.45,0.35,0.4,0.45,0.85
51,0.5,0.45,0.35,0.4,0.65
52,0.55,0.5,0.6,0.2,0.35
53,0.3,0.75,0.45,0.45,0.45
54,0.4,0.6,0.35,0.45,0.4
55,0.35,0.35,0.4,0.2,0.3
56,0.2,0.4,0.5,0.1,0.45
57,0.4,0.25,0.25,0.35,0.6
58,0.55,0.45,0.25,0.3,0.35
59,0.5,0.5,0.05,0.45,0.4
60,0.6,0.4,0.1,0.5,0.35
61,0.6,0.4,0.1,0.5,0.4
62,0.5,0.45,0.1,0.5,0.2
63,0.6,0.4,0.3,0.5,0.35
64,0.6,0.5,0.4,0.5,0.4
65,0.3,0.65,0.35,0.4,0.4
66,0.4,0.55,0.35,0.45,0.3
67,0.6,0.45,0.55,0.55,0.4
68,0.65,0.3,0.6,0.5,0.55
69,0.7,0.35,0.65,0.55,0.4
70,0.65,0.3,0.85,0.45,0.35
71,0.45,0.3,0.6,0.6,0.2
72,0.5,0.45,0.5,0.55,0.2
73,0.55,0.55,0.45,0.6,0.1
74,0.35,0.55,0.45,0.7,0.3
75,0.35,0.7,0.5,0.75,0.35
76,0.5,0.6,0.65,0.4,0.7
77,0.5,0.3,0.65,0.5,0.6
78,0.6,0.3,0.6,0.25,0.65
79,0.5,0.2,0.6,0.45,0.7
80,0.55,0.5,0.5,0.4,0.55
81,0.45,0.65,0.2,0.45,0.65
82,0.5,0.6,0.35,0.45,0.6
83,0.5,0.45,0.4,0.45,0.5
84,0.4,0.25,0.35,0.25,0.55
85,0.2,0.3,0.75,0.35,0.35
86,0.35,0.4,0.65,0.45,0.5
87,0.55,0.3,0.7,0.5,0.45
88,0.6,0.25,0.6,0.5,0.3
89,0.6,0.45,0.35,0.4,0.45
90,0.75,0.4,0.6,0.45,0.45
91,0.55,0.35,0.65,0.25,0.35
92,0.7,0.5,0.55,0.3,0.15
93,0.35,0.45,0.6,0.3,0.4
94,0.3,0.4,0.65,0.45,0.4
95,0.4,0.45,0.5,0.65,0.5
96,0.35,0.4,0.25,0.65,0.25
97,0.35,0.5,0.05,0.6,0.25
98,0.3,0.5,0.1,0.4,0.4
99,0.45,0.5,0.25,0.4,0.2
