Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look
0,0.55,0.45,0.55,0.4,0.6
1,0.5,0.4,0.4,0.25,0.45
2,0.6,0.3,0.3,0.3,0.4
3,0.75,0.15,0.35,0.4,0.4
4,0.6,0.1,0.55,0.65,0.55
5,0.35,0.15,0.65,0.6,0.6
6,0.4,0.3,0.65,0.45,0.5
7,0.4,0.35,0.35,0.35,0.5
8,0.4,0.5,0.45,0.4,0.35
9,0.55,0.3,0.5,0.3,0.25
10,0.4,0.4,0.65,0.25,0.3
11,0.35,0.35,0.3,0.4,0.3
12,0.55,0.25,0.2,0.55,0.3
13,0.45,0.4,0.3,0.7,0.35
14,0.5,0.4,0.4,0.55,0.5
15,0.6,0.4,0.5,0.35,0.5
16,0.5,0.35,0.45,0.45,0.65
17,0.55,0.5,0.45,0.3,0.35
18,0.6,0.65,0.45,0.5,0.3
19,0.55,0.65,0.35,0.5,0.2
20,0.6,0.6,0.65,0.7,0.45
21,0.5,0.35,0.3,0.8,0.35
22,0.7,0.45,0.3,0.55,0.55
23,0.7,0.35,0.4,0.45,0.45
24,0.5,0.3,0.25,0.55,0.6
25,0.4,0.55,0.2,0.65,0.7
26,0.15,0.55,0.4,0.7,0.4
27,0.25,0.6,0.3,0.6,0.35
28,0.25,0.6,0.3,0.4,0.35
29,0.35,0.65,0.5,0.4,0.35
30,0.2,0.5,0.5,0.25,0.3
31,0.3,0.55,0.45,0.5,0.15
32,0.5,0.5,0.35,0.5,0.15
33,0.4,0.45,0.5,0.3,0.35
34,0.45,0.5,0.5,0.4,0.4
35,0.55,0.45,0.2,0.3,0.55
36,0.65,0.35,0.15,0.55,0.8
37,0.3,0.5,0.2,0.7,0.7
38,0.25,0.3,0.25,0.4,0.6
39,0.15,0.45,0.45,0.3,0.45
40,0.2,0.4,0.4,0.5,0.3
41,0.25,0.55,0.4,0.4,0.4
42,0.3,0.45,0.35,0.4,0.4
43,0.35,0.4,0.15,0.45,0.55
44,0.1,0.55,0.5,0.45,0.6
45,0.35,0.4,0.6,0.25,0.65
46,0.6,0.5,0.65,0.4,0.5
47,0.4,0.75,0.4,0.5,0.65
48,0.45,0.7,0.6,0.5,0.35
49,0.5,0.7,0.5,0.3,0.35
50,0.35,0.55,0.4,0.4,0.4
51,0.6,0.45,0.45,0.35,0.5
52,0.6,0.45,0.65,0.3,0.4
53,0.6,0.35,0.6,0.25,0.7
54,0.6,0.6,0.45,0.25,0.6
55,0.6,0.6,0.5,0.35,0.5
56,0.6,0.55,0.55,0.15,0.3
57,0.45,0.35,0.15,0.15,0.2
58,0.3,0.4,0.15,0.45,0.25
59,0.35,0.55,0.25,0.45,0.4
60,0.3,0.3,0.5,0.5,0.5
61,0.5,0.05,0.45,0.55,0.5
62,0.5,0.2,0.5,0.3,0.5
63,0.45,0.25,0.65,0.25,0.35
64,0.6,0.35,0.5,0.45,0.4
65,0.55,0.35,0.45,0.4,0.55
66,0.5,0.3,0.55,0.55,0.4
67,0.6,0.5,0.35,0.45,0.55
68,0.65,0.6,0.35,0.4,0.6
69,0.45,0.55,0.25,0.35,0.5
70,0.5,0.45,0.35,0.15,0.35
71,0.55,0.35,0.5,0.2,0.2
72,0.35,0.45,0.3,0.35,0.2
73,0.45,0.35,0.3,0.45,0.45
74,0.35,0.25,0.45,0.3,0.45
75,0.55,0.2,0.4,0.15,0.45
76,0.55,0.25,0.45,0.3,0.55
77,0.35,0.45,0.4,0.15,0.7
78,0.35,0.2,0.2,0.15,0.7
79,0.4,0.3,0.3,0.4,0.55
80,0.2,0.5,0.35,0.3,0.3
81,0.45,0.4,0.4,0.4,0.35
82,0.5,0.5,0.4,0.5,0.25
83,0.45,0.6,0.55,0.3,0.3
84,0.65,0.5,0.2,0.5,0.55
85,0.65,0.8,0.2,0.2,0.5
86,0.65,0.55,0.25,0.25,0.4
87,0.65,0.7,0.1,0.2,0.1
88,0.5,0.55,0.5,0.45,0.2
89,0.65,0.6,0.45,0.4,0.2
90,0.75,0.55,0.45,0.55,0.2
91,0.6,0.45,0.6,0.4,0.25
92,0.75,0.5,0.5,0.4,0.25
93,0.75,0.55,0.65,0.4,0.2
94,0.6,0.45,0.6,0.45,0.35
95,0.55,0.45,0.5,0.65,0.55
96,0.6,0.35,0.55,0.5,0.55
97,0.65,0.2,0.4,0.5,0.45
98,0.7,0.25,0.25,0.4,0.25
99,0.55,0.45,0.75,0.6,0.4
