Generation,mate_1_look,mate_2_look,mate_3_look,mate_4_look,mate_5_look,mate_6_look,mate_7_look,mate_8_look,mate_9_look,mate_10_look,mate_11_look,mate_12_look,mate_13_look,mate_14_look,mate_15_look,mate_16_look,mate_17_look,mate_18_look,mate_19_look,mate_20_look
0,0.5,0.7,0.75,0.35,0.5,0.4,0.7,0.55,0.6,0.55,0.7,0.5,0.55,0.55,0.55,0.5,0.4,0.6,0.35,0.5
1,0.7,0.85,0.7,0.15,0.4,0.35,0.75,0.35,0.35,0.55,0.8,0.85,0.25,0.65,0.45,0.05,0.25,0.75,0.2,0.35
2,0.35,0.75,0.65,0.0,0.15,0.25,0.5,0.1,0.6,0.65,0.8,0.8,0.15,0.7,0.55,0.05,0.3,0.85,0.05,0.65
3,0.55,0.45,0.65,0.1,0.3,0.3,0.65,0.25,0.5,0.65,0.9,0.8,0.35,0.7,0.2,0.2,0.45,0.6,0.1,0.55
4,0.65,0.1,0.7,0.0,0.45,0.15,0.45,0.2,0.55,0.7,0.85,0.85,0.45,0.65,0.4,0.35,0.3,0.6,0.1,0.7
5,0.8,0.2,0.35,0.05,0.35,0.2,0.7,0.2,0.6,0.5,0.5,0.45,0.3,0.5,0.65,0.3,0.65,0.7,0.15,0.45
6,0.65,0.2,0.4,0.05,0.2,0.15,0.6,0.15,0.45,0.45,0.5,0.4,0.35,0.55,0.8,0.25,0.6,0.85,0.05,0.35
7,0.75,0.2,0.4,0.25,0.2,0.15,0.6,0.05,0.6,0.45,0.45,0.15,0.25,0.45,0.75,0.2,0.6,0.8,0.15,0.35
8,0.75,0.3,0.4,0.15,0.2,0.15,0.45,0.0,0.4,0.55,0.5,0.4,0.1,0.35,0.35,0.6,0.45,0.5,0.2,0.6
9,0.55,0.25,0.3,0.25,0.1,0.3,0.4,0.05,0.45,0.4,0.45,0.45,0.1,0.4,0.4,0.65,0.65,0.35,0.1,0.65
10,0.65,0.3,0.25,0.3,0.05,0.4,0.35,0.0,0.45,0.35,0.4,0.25,0.25,0.5,0.4,0.75,0.65,0.25,0.15,0.7
11,0.7,0.05,0.25,0.25,0.05,0.5,0.3,0.0,0.55,0.25,0.6,0.45,0.15,0.45,0.35,0.65,0.5,0.3,0.15,0.75
12,0.6,0.05,0.15,0.35,0.0,0.55,0.35,0.05,0.75,0.15,0.5,0.25,0.0,0.5,0.5,0.75,0.6,0.2,0.3,0.65
13,1.0,0.1,0.2,0.05,0.05,0.65,0.05,0.0,0.85,0.1,0.75,0.5,0.0,0.25,0.45,0.9,0.4,0.0,0.2,0.95
14,1.0,0.1,0.1,0.05,0.15,0.85,0.0,0.05,0.9,0.0,0.8,0.7,0.0,0.1,0.65,0.95,0.45,0.05,0.35,0.95
15,1.0,0.0,0.05,0.2,0.0,0.55,0.1,0.15,1.0,0.05,0.85,0.65,0.05,0.0,0.5,0.9,0.45,0.15,0.4,0.8
16,0.95,0.1,0.1,0.1,0.05,0.55,0.15,0.15,0.9,0.0,0.65,0.65,0.05,0.0,0.7,1.0,0.45,0.1,0.4,0.8
